"",BBK01.PQ1817,BBK01.PQ1817_FLAGS
"",Lending to domestic non-profit institutions / Total / Mortgage banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:28:02,
1968-10,0.114,
1969-01,0.112,
1969-04,0.118,
1969-07,0.154,
1969-10,0.168,
1970-01,0.168,
1970-04,0.138,
1970-07,0.146,
1970-10,0.142,
1971-01,0.140,
1971-04,0.148,
1971-07,0.167,
1971-10,0.165,
1972-01,0.172,
1972-04,0.182,
1972-07,0.175,
1972-10,0.084,
1973-01,0.088,
1973-04,0.064,
1973-07,0.064,
1973-10,0.065,
1974-01,0.169,
1974-04,0.117,
1974-07,0.123,
1974-10,0.127,
1975-01,0.144,
1975-04,0.156,
1975-07,0.140,
1975-10,0.140,
1976-01,0.149,
1976-04,0.155,
1976-07,0.165,
1976-10,0.188,
1977-01,0.190,
1977-04,0.172,
1977-07,0.180,
1977-10,0.253,
1978-01,0.221,
1978-04,0.313,
1978-07,0.313,
1978-10,0.313,
1979-01,0.280,
1979-04,0.284,
1979-07,0.284,
1979-10,0.289,
1980-01,0.274,
1980-04,0.284,
1980-07,0.287,
1980-10,2.312,
1981-01,2.424,
1981-04,2.515,
1981-07,2.610,
1981-10,2.676,
1982-01,2.707,
1982-04,2.760,
1982-07,2.806,
1982-10,2.931,
1983-01,2.969,
1983-04,2.866,
1983-07,2.908,
1983-10,2.978,
1984-01,3.020,
1984-04,3.076,
1984-07,3.165,
1984-10,3.102,
1985-01,3.140,
1985-04,3.118,
1985-07,3.175,
1985-10,3.248,
1986-01,3.243,
1986-04,3.320,
1986-07,3.428,
1986-10,3.473,
1987-01,3.533,
1987-04,3.612,
1987-07,3.672,
1987-10,3.669,
1988-01,3.688,
1988-04,3.726,
1988-07,3.674,
1988-10,3.615,
1989-01,3.624,
1989-04,3.563,
1989-07,3.625,
1989-10,3.654,
1990-01,3.624,
1990-04,3.624,
1990-07,3.653,
1990-10,3.672,
1991-01,3.703,
1991-04,3.725,
1991-07,3.773,
1991-10,3.877,
1992-01,2.068,
1992-04,2.070,
1992-07,2.074,
1992-10,2.107,
1993-01,1.781,
1993-04,1.871,
1993-07,1.978,
1993-10,2.093,
1994-01,2.147,
1994-04,1.973,
1994-07,1.986,
1994-10,2.006,
1995-01,1.891,
1995-04,1.977,
1995-07,2.029,
1995-10,2.123,
1996-01,2.122,
1996-04,2.074,
1996-07,2.074,
1996-10,2.187,
1997-01,2.368,
1997-04,2.452,
1997-07,2.577,
1997-10,2.628,
1998-01,2.417,
1998-04,2.474,
1998-07,2.652,
1998-10,2.532,
1999-01,1.590,
1999-04,1.619,
1999-07,1.688,
1999-10,1.788,
2000-01,1.805,
2000-04,1.789,
2000-07,1.806,
2000-10,1.822,
2001-01,1.894,
2001-04,1.937,
2001-07,1.884,
2001-10,1.891,
2002-01,1.864,
2002-04,1.895,
2002-07,1.910,
2002-10,1.860,
2003-01,1.886,
2003-04,1.849,
2003-07,1.765,
2003-10,1.778,
2004-01,1.690,
2004-04,1.703,
2004-07,1.675,
2004-10,1.623,
2005-01,1.615,
2005-04,1.532,
2005-07,1.437,
2005-10,1.358,
2006-01,1.317,
2006-04,1.301,
2006-07,1.316,
2006-10,1.333,
2007-01,1.297,
2007-04,1.195,
2007-07,1.204,
2007-10,1.269,
2008-01,1.240,
2008-04,1.261,
2008-07,1.165,
2008-10,1.010,
2009-01,0.999,
2009-04,1.025,
2009-07,1.020,
2009-10,1.035,
2010-01,1.015,
2010-04,0.994,
2010-07,0.972,
2010-10,0.947,
2011-01,0.934,
2011-04,0.904,
2011-07,0.883,
2011-10,0.785,
2012-01,0.775,
2012-04,0.742,
2012-07,0.613,
2012-10,0.596,
2013-01,0.589,
2013-04,0.564,
2013-07,0.543,
2013-10,0.314,
2014-01,0.287,
2014-04,0.258,
2014-07,0.252,
2014-10,0.273,
