"",BBK01.TU2011,BBK01.TU2011_FLAGS
"",Foreign branches: Lending to german non-banks (non-MFIs) (loans) / total,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 10:35:11,
1973-06,0.016,
1973-07,0.016,
1973-08,0.012,
1973-09,0.010,
1973-10,0.019,
1973-11,0.024,
1973-12,0.021,
1974-01,0.024,
1974-02,0.022,
1974-03,0.020,
1974-04,0.019,
1974-05,0.015,
1974-06,0.013,
1974-07,0.030,
1974-08,0.026,
1974-09,0.065,
1974-10,0.105,
1974-11,0.135,
1974-12,0.145,
1975-01,0.175,
1975-02,0.191,
1975-03,0.186,
1975-04,0.201,
1975-05,0.240,
1975-06,0.244,
1975-07,0.290,
1975-08,0.352,
1975-09,0.384,
1975-10,0.425,
1975-11,0.419,
1975-12,0.450,
1976-01,0.459,
1976-02,0.485,
1976-03,0.454,
1976-04,0.470,
1976-05,0.475,
1976-06,0.472,
1976-07,0.607,
1976-08,0.792,
1976-09,0.767,
1976-10,1.023,
1976-11,0.993,
1976-12,0.956,
1977-01,0.988,
1977-02,1.031,
1977-03,1.030,
1977-04,0.985,
1977-05,1.020,
1977-06,1.028,
1977-07,0.826,
1977-08,0.932,
1977-09,0.898,
1977-10,0.934,
1977-11,0.955,
1977-12,1.241,
1978-01,1.279,
1978-02,1.233,
1978-03,1.233,
1978-04,1.111,
1978-05,1.031,
1978-06,1.122,
1978-07,1.138,
1978-08,1.186,
1978-09,1.296,
1978-10,1.262,
1978-11,1.394,
1978-12,1.253,
1979-01,1.339,
1979-02,1.357,
1979-03,1.307,
1979-04,1.370,
1979-05,1.165,
1979-06,1.273,
1979-07,1.277,
1979-08,1.269,
1979-09,1.116,
1979-10,0.907,
1979-11,1.394,
1979-12,1.509,
1980-01,1.841,
1980-02,1.967,
1980-03,2.167,
1980-04,2.075,
1980-05,2.205,
1980-06,2.370,
1980-07,2.538,
1980-08,2.800,
1980-09,2.936,
1980-10,2.873,
1980-11,3.049,
1980-12,2.835,
1981-01,3.273,
1981-02,3.023,
1981-03,3.023,
1981-04,3.238,
1981-05,3.157,
1981-06,3.386,
1981-07,3.544,
1981-08,3.820,
1981-09,4.152,
1981-10,4.545,
1981-11,5.213,
1981-12,5.048,
1982-01,5.291,
1982-02,5.609,
1982-03,5.631,
1982-04,5.789,
1982-05,6.050,
1982-06,6.322,
1982-07,6.530,
1982-08,6.752,
1982-09,7.079,
1982-10,7.226,
1982-11,7.386,
1982-12,7.311,
1983-01,7.565,
1983-02,7.600,
1983-03,7.791,
1983-04,7.694,
1983-05,7.646,
1983-06,7.572,
1983-07,7.925,
1983-08,7.863,
1983-09,8.096,
1983-10,8.120,
1983-11,8.548,
1983-12,8.244,
1984-01,8.184,
1984-02,8.247,
1984-03,8.380,
1984-04,8.395,
1984-05,8.418,
1984-06,8.383,
1984-07,8.655,
1984-08,8.985,
1984-09,9.146,
1984-10,9.277,
1984-11,9.284,
1984-12,9.436,
1985-01,10.060,
1985-02,11.016,
1985-03,10.003,
1985-04,10.358,
1985-05,10.580,
1985-06,10.679,
1985-07,10.970,
1985-08,11.331,
1985-09,11.292,
1985-10,11.948,
1985-11,12.311,
1985-12,11.630,
1986-01,11.778,
1986-02,12.123,
1986-03,12.053,
1986-04,11.762,
1986-05,11.605,
1986-06,11.435,
1986-07,11.652,
1986-08,11.631,
1986-09,11.445,
1986-10,11.676,
1986-11,11.857,
1986-12,11.236,
1987-01,11.341,
1987-02,11.490,
1987-03,11.026,
1987-04,10.695,
1987-05,10.538,
1987-06,10.225,
1987-07,9.993,
1987-08,10.325,
1987-09,10.453,
1987-10,10.888,
1987-11,11.191,
1987-12,10.986,
1988-01,11.111,
1988-02,11.362,
1988-03,11.240,
1988-04,11.147,
1988-05,11.265,
1988-06,11.390,
1988-07,11.261,
1988-08,11.251,
1988-09,11.341,
1988-10,11.310,
1988-11,11.711,
1988-12,12.402,
1989-01,12.908,
1989-02,12.543,
1989-03,12.410,
1989-04,12.404,
1989-05,12.528,
1989-06,12.661,
1989-07,12.486,
1989-08,12.952,
1989-09,12.954,
1989-10,12.839,
1989-11,13.599,
1989-12,13.497,
1990-01,14.247,
1990-02,14.781,
1990-03,15.044,
1990-04,14.952,
1990-05,15.121,
1990-06,15.446,
1990-07,15.926,
1990-08,16.725,
1990-09,16.793,
1990-10,17.366,
1990-11,17.776,
1990-12,16.828,
1991-01,17.540,
1991-02,17.789,
1991-03,18.151,
1991-04,18.527,
1991-05,19.386,
1991-06,20.064,
1991-07,19.781,
1991-08,20.297,
1991-09,20.276,
1991-10,21.039,
1991-11,21.601,
1991-12,21.406,
1992-01,20.395,
1992-02,18.487,
1992-03,16.211,
1992-04,15.308,
1992-05,16.017,
1992-06,16.070,
1992-07,17.452,
1992-08,17.172,
1992-09,20.765,
1992-10,20.576,
1992-11,21.992,
1992-12,22.098,
1993-01,24.615,
1993-02,23.813,
1993-03,22.603,
1993-04,23.532,
1993-05,23.399,
1993-06,22.526,
1993-07,22.813,
1993-08,24.194,
1993-09,23.417,
1993-10,24.614,
1993-11,23.729,
1993-12,23.445,
1994-01,23.369,
1994-02,23.489,
1994-03,23.667,
1994-04,23.949,
1994-05,24.562,
1994-06,25.240,
1994-07,25.320,
1994-08,26.470,
1994-09,26.812,
1994-10,26.462,
1994-11,26.775,
1994-12,28.282,
1995-01,29.544,
1995-02,30.125,
1995-03,28.515,
1995-04,29.780,
1995-05,29.322,
1995-06,29.519,
1995-07,30.108,
1995-08,30.352,
1995-09,30.271,
1995-10,30.407,
1995-11,30.737,
1995-12,32.647,
1996-01,32.168,
1996-02,32.713,
1996-03,32.739,
1996-04,33.055,
1996-05,32.970,
1996-06,32.341,
1996-07,32.166,
1996-08,32.496,
1996-09,32.942,
1996-10,33.282,
1996-11,32.225,
1996-12,32.642,
1997-01,33.897,
1997-02,34.222,
1997-03,31.330,
1997-04,34.117,
1997-05,34.912,
1997-06,34.885,
1997-07,36.486,
1997-08,34.726,
1997-09,32.658,
1997-10,33.525,
1997-11,35.364,
1997-12,34.824,
1998-01,34.306,
1998-02,34.340,
1998-03,36.294,
1998-04,38.382,
1998-05,35.212,
1998-06,34.876,
1998-07,34.058,
1998-08,33.690,
1998-09,35.881,
1998-10,37.600,
1998-11,40.129,
1998-12,33.796,
1999-01,31.352,
1999-02,31.349,
1999-03,31.962,
1999-04,32.278,
1999-05,31.375,
1999-06,31.509,
1999-07,30.279,
1999-08,29.780,
1999-09,28.314,
1999-10,28.669,
1999-11,26.320,
1999-12,26.603,
2000-01,28.694,
2000-02,27.831,
2000-03,27.894,
2000-04,27.560,
2000-05,26.424,
2000-06,24.474,
2000-07,23.882,
2000-08,23.728,
2000-09,24.763,
2000-10,23.462,
2000-11,23.202,
2000-12,21.652,
2001-01,21.332,
2001-02,21.209,
2001-03,20.886,
2001-04,20.836,
2001-05,21.070,
2001-06,20.586,
2001-07,19.728,
2001-08,19.109,
2001-09,19.147,
2001-10,18.612,
2001-11,20.073,
2001-12,20.642,
2002-01,20.176,
2002-02,19.924,
2002-03,19.135,
2002-04,19.384,
2002-05,19.248,
2002-06,18.411,
2002-07,18.657,
2002-08,18.392,
2002-09,18.999,
2002-10,18.668,
2002-11,19.034,
2002-12,18.807,
2003-01,18.317,
2003-02,18.400,
2003-03,17.407,
2003-04,18.076,
2003-05,17.869,
2003-06,17.316,
2003-07,19.240,
2003-08,19.542,
2003-09,19.142,
2003-10,20.036,
2003-11,18.306,
2003-12,19.042,
2004-01,19.156,
2004-02,19.333,
2004-03,19.036,
2004-04,18.825,
2004-05,18.092,
2004-06,18.343,
2004-07,17.069,
2004-08,17.583,
2004-09,17.665,
2004-10,16.474,
2004-11,16.946,
2004-12,17.095,
2005-01,18.861,
2005-02,18.907,
2005-03,18.367,
2005-04,20.073,
2005-05,21.394,
2005-06,21.630,
2005-07,21.475,
2005-08,20.565,
2005-09,21.234,
2005-10,22.164,
2005-11,23.277,
2005-12,21.983,
2006-01,22.327,
2006-02,21.433,
2006-03,21.238,
2006-04,21.420,
2006-05,19.561,
2006-06,20.450,
2006-07,20.658,
2006-08,19.536,
2006-09,19.912,
2006-10,21.326,
2006-11,19.723,
2006-12,18.501,
2007-01,19.211,
2007-02,22.534,
2007-03,22.992,
2007-04,25.040,
2007-05,26.790,
2007-06,26.132,
2007-07,24.152,
2007-08,23.045,
2007-09,25.867,
2007-10,24.862,
2007-11,24.912,
2007-12,21.632,
2008-01,22.686,
2008-02,24.392,
2008-03,25.520,
2008-04,23.504,
2008-05,23.429,
2008-06,21.987,
2008-07,22.711,
2008-08,21.328,
2008-09,21.190,
2008-10,23.142,
2008-11,23.237,
2008-12,20.173,
2009-01,22.827,
2009-02,25.052,
2009-03,21.467,
2009-04,24.700,
2009-05,23.647,
2009-06,20.938,
2009-07,20.856,
2009-08,21.528,
2009-09,20.051,
2009-10,19.967,
2009-11,19.921,
2009-12,20.692,
2010-01,20.717,
2010-02,19.650,
2010-03,18.945,
2010-04,19.905,
2010-05,37.389,
2010-06,22.475,
2010-07,23.429,
2010-08,22.728,
2010-09,21.319,
2010-10,21.627,
2010-11,23.956,
2010-12,27.495,
2011-01,27.051,
2011-02,26.590,
2011-03,26.095,
2011-04,25.480,
2011-05,24.887,
2011-06,24.533,
2011-07,24.966,
2011-08,24.572,
2011-09,24.522,
2011-10,24.021,
2011-11,23.819,
2011-12,23.242,
2012-01,22.935,
2012-02,21.947,
2012-03,21.447,
2012-04,21.799,
2012-05,22.030,
2012-06,20.987,
2012-07,21.226,
2012-08,19.778,
2012-09,18.960,
2012-10,18.063,
2012-11,22.055,
2012-12,16.883,
2013-01,15.600,
2013-02,14.558,
2013-03,14.678,
2013-04,13.656,
2013-05,13.032,
2013-06,12.800,
2013-07,12.031,
2013-08,12.249,
2013-09,12.129,
2013-10,10.705,
2013-11,10.264,
2013-12,10.982,
2014-01,10.300,
2014-02,9.939,
2014-03,9.578,
2014-04,9.675,
2014-05,9.291,
2014-06,8.987,
2014-07,12.961,
2014-08,14.056,
2014-09,13.688,
2014-10,13.536,
2014-11,14.049,
