"",BBK01.PQB358,BBK01.PQB358_FLAGS
"",Lending to domestic self-employed persons / Total / Commercial banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:23:51,
1968-10,4.421,
1969-01,4.647,
1969-04,4.943,
1969-07,5.127,
1969-10,5.726,
1970-01,5.970,
1970-04,6.269,
1970-07,6.459,
1970-10,6.624,
1971-01,6.752,
1971-04,7.041,
1971-07,7.500,
1971-10,7.925,
1972-01,8.136,
1972-04,8.616,
1972-07,8.976,
1972-10,9.738,
1973-01,10.208,
1973-04,10.748,
1973-07,10.859,
1973-10,10.891,
1974-01,10.908,
1974-04,11.052,
1974-07,11.076,
1974-10,11.085,
1975-01,10.757,
1975-04,10.691,
1975-07,10.665,
1975-10,11.055,
1976-01,10.902,
1976-04,11.356,
1976-07,11.804,
1976-10,12.443,
1977-01,12.301,
1977-04,12.791,
1977-07,13.220,
1977-10,13.899,
1978-01,13.723,
1978-04,14.178,
1978-07,14.662,
1978-10,15.484,
1979-01,15.570,
1979-04,16.495,
1979-07,16.922,
1979-10,17.847,
1980-01,17.463,
1980-04,17.881,
1980-07,17.870,
1980-10,18.844,
1981-01,19.152,
1981-04,19.072,
1981-07,19.423,
1981-10,20.361,
1982-01,20.285,
1982-04,20.556,
1982-07,21.139,
1982-10,22.714,
1983-01,22.901,
1983-04,23.560,
1983-07,24.205,
1983-10,25.929,
1984-01,26.107,
1984-04,26.951,
1984-07,27.629,
1984-10,28.745,
1985-01,28.898,
1985-04,29.293,
1985-07,29.786,
1985-10,31.586,
1986-01,31.599,
1986-04,32.369,
1986-07,32.689,
1986-10,35.027,
1987-01,34.676,
1987-04,35.211,
1987-07,36.303,
1987-10,37.464,
1988-01,37.572,
1988-04,38.589,
1988-07,39.536,
1988-10,41.040,
1989-01,41.634,
1989-04,43.331,
1989-07,44.070,
1989-10,46.811,
1990-01,47.948,
1990-04,49.056,
1990-07,50.478,
1990-10,53.592,
1991-01,53.638,
1991-04,55.626,
1991-07,57.258,
1991-10,61.198,
1992-01,61.779,
1992-04,63.495,
1992-07,64.857,
1992-10,67.962,
1993-01,68.313,
1993-04,69.972,
1993-07,71.547,
1993-10,75.899,
1994-01,76.624,
1994-04,77.945,
1994-07,79.540,
1994-10,83.553,
1995-01,82.692,
1995-04,84.203,
1995-07,85.107,
1995-10,88.721,
1996-01,88.391,
1996-04,89.883,
1996-07,91.245,
1996-10,96.508,
1997-01,96.365,
1997-04,97.911,
1997-07,98.594,
1997-10,101.403,
1998-01,101.542,
1998-04,102.523,
1998-07,103.800,
1998-10,106.520,
1999-01,101.112,
1999-04,103.782,
1999-07,103.888,
1999-10,104.377,
2000-01,104.101,
2000-04,105.311,
2000-07,106.174,
2000-10,106.773,
2001-01,105.539,
2001-04,106.357,
2001-07,105.017,
2001-10,105.437,
2002-01,104.223,
2002-04,104.928,
2002-07,104.047,
2002-10,103.487,
2003-01,101.954,
2003-04,100.612,
2003-07,98.525,
2003-10,97.943,
2004-01,95.674,
2004-04,95.801,
2004-07,95.492,
2004-10,95.492,
2005-01,93.768,
2005-04,94.310,
2005-07,89.939,
2005-10,89.700,
2006-01,88.919,
2006-04,87.224,
2006-07,85.676,
2006-10,83.827,
2007-01,82.945,
2007-04,81.882,
2007-07,81.071,
2007-10,81.728,
2008-01,80.511,
2008-04,80.048,
2008-07,79.109,
2008-10,78.511,
2009-01,77.463,
2009-04,77.212,
2009-07,76.370,
2009-10,75.653,
2010-01,75.112,
2010-04,75.086,
2010-07,74.967,
2010-10,74.597,
2011-01,73.904,
2011-04,73.589,
2011-07,75.689,
2011-10,75.135,
2012-01,74.456,
2012-04,74.613,
2012-07,74.196,
2012-10,74.416,
2013-01,73.962,
2013-04,74.225,
2013-07,74.661,
2013-10,74.845,
2014-01,74.514,
2014-04,74.334,
2014-07,74.489,
2014-10,74.504,
