"",BBK01.OUA317,BBK01.OUA317_FLAGS
"",Savings deposits of social security funds / Total / All categories of banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:26:48,
1999-01,1.015,
1999-02,0.989,
1999-03,0.809,
1999-04,0.876,
1999-05,0.924,
1999-06,0.916,
1999-07,0.917,
1999-08,0.866,
1999-09,0.769,
1999-10,0.688,
1999-11,0.629,
1999-12,0.611,
2000-01,0.595,
2000-02,0.568,
2000-03,0.549,
2000-04,0.498,
2000-05,0.438,
2000-06,0.415,
2000-07,0.406,
2000-08,0.400,
2000-09,0.401,
2000-10,0.390,
2000-11,0.391,
2000-12,0.397,
2001-01,0.414,
2001-02,0.405,
2001-03,0.362,
2001-04,0.333,
2001-05,0.320,
2001-06,0.321,
2001-07,0.309,
2001-08,0.321,
2001-09,0.330,
2001-10,0.337,
2001-11,0.323,
2001-12,0.335,
2002-01,0.332,
2002-02,0.325,
2002-03,0.320,
2002-04,0.306,
2002-05,0.293,
2002-06,0.289,
2002-07,0.282,
2002-08,0.324,
2002-09,0.322,
2002-10,0.315,
2002-11,0.314,
2002-12,0.317,
2003-01,0.313,
2003-02,0.291,
2003-03,0.288,
2003-04,0.264,
2003-05,0.259,
2003-06,0.291,
2003-07,0.274,
2003-08,0.303,
2003-09,0.323,
2003-10,0.326,
2003-11,0.319,
2003-12,0.277,
2004-01,0.291,
2004-02,0.316,
2004-03,0.392,
2004-04,0.390,
2004-05,0.390,
2004-06,0.397,
2004-07,0.415,
2004-08,0.463,
2004-09,0.483,
2004-10,0.495,
2004-11,0.464,
2004-12,0.445,
2005-01,0.419,
2005-02,0.305,
2005-03,0.268,
2005-04,0.251,
2005-05,0.367,
2005-06,0.393,
2005-07,0.443,
2005-08,0.466,
2005-09,0.469,
2005-10,0.445,
2005-11,0.400,
2005-12,0.276,
2006-01,0.256,
2006-02,0.229,
2006-03,0.223,
2006-04,0.218,
2006-05,0.216,
2006-06,0.232,
2006-07,0.238,
2006-08,0.278,
2006-09,0.274,
2006-10,0.247,
2006-11,0.225,
2006-12,0.203,
2007-01,0.197,
2007-02,0.223,
2007-03,0.223,
2007-04,0.219,
2007-05,0.179,
2007-06,0.156,
2007-07,0.134,
2007-08,0.120,
2007-09,0.119,
2007-10,0.119,
2007-11,0.120,
2007-12,0.121,
2008-01,0.102,
2008-02,0.099,
2008-03,0.097,
2008-04,0.100,
2008-05,0.100,
2008-06,0.097,
2008-07,0.097,
2008-08,0.097,
2008-09,0.097,
2008-10,0.097,
2008-11,0.099,
2008-12,0.107,
2009-01,0.147,
2009-02,0.154,
2009-03,0.215,
2009-04,0.219,
2009-05,0.178,
2009-06,0.249,
2009-07,0.291,
2009-08,0.319,
2009-09,0.332,
2009-10,0.404,
2009-11,0.423,
2009-12,0.421,
2010-01,0.311,
2010-02,0.299,
2010-03,0.256,
2010-04,0.277,
2010-05,0.352,
2010-06,0.355,
2010-07,0.386,
2010-08,0.381,
2010-09,0.383,
2010-10,0.394,
2010-11,0.395,
2010-12,0.382,
2011-01,0.401,
2011-02,0.390,
2011-03,0.380,
2011-04,0.393,
2011-05,0.363,
2011-06,0.325,
2011-07,0.370,
2011-08,0.371,
2011-09,0.339,
2011-10,0.302,
2011-11,0.288,
2011-12,0.257,
2012-01,0.212,
2012-02,0.213,
2012-03,0.207,
2012-04,0.213,
2012-05,0.224,
2012-06,0.238,
2012-07,0.290,
2012-08,0.301,
2012-09,0.299,
2012-10,0.326,
2012-11,0.408,
2012-12,0.428,
2013-01,0.442,
2013-02,0.441,
2013-03,0.475,
2013-04,0.471,
2013-05,0.534,
2013-06,0.548,
2013-07,0.578,
2013-08,0.588,
2013-09,0.584,
2013-10,0.607,
2013-11,0.599,
2013-12,0.574,
2014-01,0.586,
2014-02,0.569,
2014-03,0.563,
2014-04,0.574,
2014-05,0.563,
2014-06,0.567,
2014-07,0.596,
2014-08,0.561,
2014-09,0.575,
2014-10,0.637,
2014-11,0.652,
2014-12,0.651,Provisional value
