"",BBK01.PC3735,BBK01.PC3735_FLAGS
"","Lending to transport, storage and communication / Foreign banks",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:32:12,
1985-10,0.322,
1986-01,0.399,
1986-04,0.300,
1986-07,0.316,
1986-10,0.325,
1987-01,0.438,
1987-04,0.493,
1987-07,0.572,
1987-10,0.602,
1988-01,0.643,
1988-04,0.642,
1988-07,0.625,
1988-10,0.668,
1989-01,0.684,
1989-04,0.661,
1989-07,0.697,
1989-10,0.643,
1990-01,0.703,
1990-04,0.927,
1990-07,0.933,
1990-10,0.987,
1991-01,1.041,
1991-04,1.057,
1991-07,1.074,
1991-10,1.112,
1992-01,1.145,
1992-04,1.181,
1992-07,1.278,
1992-10,1.433,
1993-01,1.328,
1993-04,1.330,
1993-07,1.310,
1993-10,1.147,
1994-01,1.066,
1994-04,1.064,
1994-07,1.302,
1994-10,1.288,
1995-01,1.154,
1995-04,1.283,
1995-07,1.192,
1995-10,1.460,
1996-01,1.492,
1996-04,1.510,
1996-07,1.462,
1996-10,1.558,
1997-01,1.661,
1997-04,1.703,
1997-07,1.467,
1997-10,1.449,
1998-01,1.527,
1998-04,1.624,
1998-07,1.438,
1998-10,1.444,
1999-01,1.326,
1999-04,1.224,
1999-07,1.561,
1999-10,1.641,
2000-01,3.037,
2000-04,1.800,
2000-07,2.893,
2000-10,2.452,
2001-01,2.737,
2001-04,3.861,
2001-07,2.534,
2001-10,2.311,
2002-01,3.898,
2002-04,2.754,
2002-07,2.727,
2002-10,2.434,
2003-01,2.250,
2003-04,2.221,
2003-07,2.188,
2003-10,2.291,
2004-01,2.169,
2004-04,2.437,
2004-07,2.584,
2004-10,2.696,
2005-01,2.717,
2005-04,2.558,
2005-07,2.616,
2005-10,5.325,
2006-01,5.508,
2006-04,5.661,
2006-07,5.230,
2006-10,5.346,
2007-01,5.127,
2007-04,5.137,
2007-07,5.156,
2007-10,5.591,
2008-01,5.559,
2008-04,6.056,
2008-07,5.849,
2008-10,6.061,
2009-01,5.872,
2009-04,6.178,
2009-07,5.897,
2009-10,6.096,
2010-01,5.910,
2010-04,6.093,
2010-07,5.984,
2010-10,5.783,
2011-01,5.790,
2011-04,5.616,
2011-07,5.709,
2011-10,5.928,
2012-01,5.792,
2012-04,6.253,
2012-07,5.957,
2012-10,6.001,
2013-01,5.955,
2013-04,5.498,
2013-07,5.418,
2013-10,5.529,
2014-01,5.604,
2014-04,5.914,
2014-07,5.792,
2014-10,5.500,
