"",BBK01.OEAH76H,BBK01.OEAH76H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:24:10,
2002-01,0.093,
2002-04,0.084,
2002-07,0.082,
2002-10,0.099,
2003-01,0.100,
2003-04,0.096,
2003-07,0.050,
2003-10,0.076,
2004-01,0.074,
2004-04,0.090,
2004-07,0.065,
2004-10,0.071,
2005-01,0.070,
2005-04,0.060,
2005-07,0.070,
2005-10,0.073,
2006-01,0.086,
2006-04,0.090,
2006-07,0.265,
2006-10,0.514,
2007-01,0.597,
2007-04,0.822,
2007-07,0.819,
2007-10,1.368,
2008-01,1.268,
2008-04,1.595,
2008-07,1.557,
2008-10,0.801,
2009-01,0.721,
2009-04,0.450,
2009-07,0.375,
2009-10,0.351,
2010-01,0.256,
2010-04,0.273,
2010-07,0.337,
2010-10,1.073,
2011-01,1.118,
2011-04,0.993,
2011-07,0.966,
2011-10,0.922,
2012-01,0.533,
2012-04,0.566,
2012-07,0.713,
2012-10,0.692,
2013-01,0.661,
2013-04,0.730,
2013-07,0.598,
2013-10,0.638,
2014-01,0.682,
2014-04,0.741,
2014-07,0.560,
