"",BBK01.OUP242,BBK01.OUP242_FLAGS
"",Time deposits of non-profit institutions / for more than one year up to and including two years / Foreign banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:21:19,
1999-01,0.008,
1999-02,0.009,
1999-03,0.006,
1999-04,0.006,
1999-05,0.006,
1999-06,0.009,
1999-07,0.011,
1999-08,0.013,
1999-09,0.015,
1999-10,0.014,
1999-11,0.016,
1999-12,0.015,
2000-01,0.016,
2000-02,0.017,
2000-03,0.017,
2000-04,0.017,
2000-05,0.022,
2000-06,0.018,
2000-07,0.018,
2000-08,0.018,
2000-09,0.017,
2000-10,0.017,
2000-11,0.016,
2000-12,0.016,
2001-01,0.014,
2001-02,0.013,
2001-03,0.014,
2001-04,0.016,
2001-05,0.011,
2001-06,0.011,
2001-07,0.011,
2001-08,0.008,
2001-09,0.007,
2001-10,0.004,
2001-11,0.004,
2001-12,0.005,
2002-01,0.004,
2002-02,0.004,
2002-03,0.005,
2002-04,0.005,
2002-05,0.005,
2002-06,0.010,
2002-07,0.020,
2002-08,0.019,
2002-09,0.023,
2002-10,0.023,
2002-11,0.023,
2002-12,0.023,
2003-01,0.023,
2003-02,0.022,
2003-03,0.023,
2003-04,0.013,
2003-05,0.014,
2003-06,0.012,
2003-07,0.014,
2003-08,0.012,
2003-09,0.014,
2003-10,0.014,
2003-11,0.014,
2003-12,0.014,
2004-01,0.015,
2004-02,0.019,
2004-03,0.025,
2004-04,0.027,
2004-05,0.027,
2004-06,0.027,
2004-07,0.018,
2004-08,0.018,
2004-09,0.011,
2004-10,0.012,
2004-11,0.053,
2004-12,0.056,
2005-01,0.050,
2005-02,0.050,
2005-03,0.050,
2005-04,0.051,
2005-05,0.048,
2005-06,0.069,
2005-07,0.086,
2005-08,0.086,
2005-09,0.096,
2005-10,0.102,
2005-11,0.083,
2005-12,0.091,
2006-01,0.096,
2006-02,0.099,
2006-03,0.096,
2006-04,0.096,
2006-05,0.098,
2006-06,0.060,
2006-07,0.060,
2006-08,0.060,
2006-09,0.047,
2006-10,0.048,
2006-11,0.041,
2006-12,0.038,
2007-01,0.039,
2007-02,0.042,
2007-03,0.041,
2007-04,0.012,
2007-05,0.014,
2007-06,0.015,
2007-07,0.015,
2007-08,0.014,
2007-09,0.016,
2007-10,0.017,
2007-11,0.019,
2007-12,0.020,
2008-01,0.023,
2008-02,0.026,
2008-03,0.032,
2008-04,0.036,
2008-05,0.038,
2008-06,0.047,
2008-07,0.049,
2008-08,0.050,
2008-09,0.056,
2008-10,0.056,
2008-11,0.073,
2008-12,0.076,
2009-01,0.088,
2009-02,0.088,
2009-03,0.096,
2009-04,0.189,
2009-05,0.205,
2009-06,0.233,
2009-07,0.238,
2009-08,0.234,
2009-09,0.231,
2009-10,0.244,
2009-11,0.258,
2009-12,0.268,
2010-01,0.262,
2010-02,0.273,
2010-03,0.267,
2010-04,0.265,
2010-05,0.234,
2010-06,0.227,
2010-07,0.247,
2010-08,0.246,
2010-09,0.250,
2010-10,0.252,
2010-11,0.228,
2010-12,0.200,
2011-01,0.198,
2011-02,0.195,
2011-03,0.198,
2011-04,0.191,
2011-05,0.200,
2011-06,0.184,
2011-07,0.176,
2011-08,0.189,
2011-09,0.236,
2011-10,0.268,
2011-11,0.270,
2011-12,0.328,
2012-01,0.397,
2012-02,0.398,
2012-03,0.396,
2012-04,0.373,
2012-05,0.371,
2012-06,0.369,
2012-07,0.369,
2012-08,0.368,
2012-09,0.348,
2012-10,0.307,
2012-11,0.268,
2012-12,0.203,
2013-01,0.195,
2013-02,0.191,
2013-03,0.179,
2013-04,0.168,
2013-05,0.163,
2013-06,0.152,
2013-07,0.156,
2013-08,0.153,
2013-09,0.148,
2013-10,0.184,
2013-11,0.171,
2013-12,0.180,
2014-01,0.121,
2014-02,0.126,
2014-03,0.123,
2014-04,0.120,
2014-05,0.161,
2014-06,0.149,
2014-07,0.088,
2014-08,0.089,
2014-09,0.088,
2014-10,0.080,
2014-11,0.073,
2014-12,0.071,Provisional value
