"",BBK01.QUX399,BBK01.QUX399_FLAGS
"","Consolidated German banks: Claims on non-residents, total (excluding participating interests) / Countries in Africa / All currencies",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:33:56,
2002-03,21.034,
2002-04,20.288,
2002-05,19.894,
2002-06,18.791,
2002-07,18.776,
2002-08,19.037,
2002-09,19.033,
2002-10,18.223,
2002-11,17.625,
2002-12,17.154,
2003-01,16.740,
2003-02,16.870,
2003-03,16.394,
2003-04,16.474,
2003-05,16.100,
2003-06,17.146,
2003-07,17.179,
2003-08,17.615,
2003-09,17.512,
2003-10,18.018,
2003-11,17.862,
2003-12,17.217,
2004-01,17.186,
2004-02,17.131,
2004-03,17.080,
2004-04,16.958,
2004-05,16.890,
2004-06,17.153,
2004-07,17.569,
2004-08,17.009,
2004-09,16.582,
2004-10,16.620,
2004-11,16.687,
2004-12,17.045,
2005-01,17.300,
2005-02,17.190,
2005-03,16.889,
2005-04,16.929,
2005-05,16.762,
2005-06,16.890,
2005-07,16.668,
2005-08,15.937,
2005-09,16.429,
2005-10,16.292,
2005-11,17.438,
2005-12,16.214,
2006-01,16.511,
2006-02,17.930,
2006-03,17.955,
2006-04,17.244,
2006-05,16.448,
2006-06,16.225,
2006-07,18.210,
2006-08,18.017,
2006-09,18.038,
2006-10,18.375,
2006-11,17.600,
2006-12,17.513,
2007-01,18.912,
2007-02,17.150,
2007-03,18.757,
2007-04,19.070,
2007-05,20.009,
2007-06,21.750,
2007-07,21.333,
2007-08,21.480,
2007-09,21.496,
2007-10,22.155,
2007-11,22.446,
2007-12,21.940,
2008-01,21.550,
2008-02,20.845,
2008-03,20.740,
2008-04,20.431,
2008-05,20.101,
2008-06,20.518,
2008-07,20.362,
2008-08,21.016,
2008-09,23.145,
2008-10,22.939,
2008-11,21.449,
2008-12,20.412,
2009-01,20.936,
2009-02,20.043,
2009-03,20.351,
2009-04,20.519,
2009-05,19.904,
2009-06,19.782,
2009-07,17.821,
2009-08,16.435,
2009-09,16.166,
2009-10,16.183,
2009-11,16.453,
2009-12,15.253,
2010-01,14.781,
2010-02,18.196,
2010-03,20.128,
2010-04,19.922,
2010-05,19.414,
2010-06,19.811,
2010-07,19.400,
2010-08,20.464,
2010-09,20.615,
2010-10,17.528,
2010-11,20.663,
2010-12,18.579,
2011-01,18.342,
2011-02,15.055,
2011-03,17.316,
2011-04,17.538,
2011-05,17.042,
2011-06,16.667,
2011-07,16.500,
2011-08,16.113,
2011-09,16.400,
2011-10,17.832,
2011-11,17.764,
2011-12,15.973,
2012-01,17.943,
2012-02,18.553,
2012-03,19.603,
2012-04,19.729,
2012-05,19.075,
2012-06,18.328,
2012-07,19.051,
2012-08,17.411,
2012-09,19.681,
2012-10,18.447,
2012-11,18.062,
2012-12,17.408,
2013-01,16.703,
2013-02,16.819,
2013-03,17.524,
2013-04,16.939,
2013-05,16.431,
2013-06,16.043,
2013-07,15.474,
2013-08,14.886,
2013-09,15.425,
2013-10,14.666,
2013-11,14.683,
2013-12,14.611,
2014-01,14.681,
2014-02,14.197,
2014-03,14.636,
2014-04,14.280,
2014-05,14.681,
2014-06,14.453,
2014-07,15.101,
2014-08,14.742,
2014-09,15.318,
2014-10,15.966,
