"",BBK01.CEF420,BBK01.CEF420_FLAGS
"",Loans                                                           debtor: Domestic financial corporations    creditor: Total,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:34:12,
1999-01,192.3,
1999-04,209.7,
1999-07,193.3,
1999-10,204.3,
2000-01,257.4,
2000-04,280.9,
2000-07,281.0,
2000-10,335.1,
2001-01,364.9,
2001-04,366.8,
2001-07,389.6,
2001-10,392.8,
2002-01,393.3,
2002-04,413.4,
2002-07,422.7,
2002-10,440.7,
2003-01,455.0,
2003-04,461.3,
2003-07,470.5,
2003-10,450.7,
2004-01,441.7,
2004-04,440.4,
2004-07,443.2,
2004-10,429.2,
2005-01,429.3,
2005-04,434.9,
2005-07,463.0,
2005-10,460.8,
2006-01,504.7,
2006-04,525.4,
2006-07,536.7,
2006-10,521.0,
2007-01,547.6,
2007-04,570.5,
2007-07,586.2,
2007-10,560.5,
2008-01,610.7,
2008-04,628.1,
2008-07,636.5,
2008-10,657.8,
2009-01,675.3,
2009-04,687.8,
2009-07,677.6,
2009-10,696.9,
2010-01,681.9,
2010-04,734.6,
2010-07,739.6,
2010-10,747.9,
2011-01,749.7,
2011-04,792.0,
2011-07,858.3,
2011-10,830.2,
2012-01,866.8,
2012-04,915.3,
2012-07,901.4,
2012-10,884.3,
2013-01,919.8,
2013-04,971.2,
2013-07,728.2,
2013-10,686.8,
2014-01,709.5,
2014-04,720.6,
2014-07,730.8,
