"",BBK01.OEAH86Q,BBK01.OEAH86Q_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:29:28,
2002-01,0.262,
2002-04,0.248,
2002-07,0.253,
2002-10,0.253,
2003-01,0.251,
2003-04,0.290,
2003-07,0.495,
2003-10,0.614,
2004-01,0.403,
2004-04,0.466,
2004-07,0.259,
2004-10,0.328,
2005-01,0.384,
2005-04,0.398,
2005-07,0.507,
2005-10,0.414,
2006-01,0.416,
2006-04,0.417,
2006-07,0.488,
2006-10,0.626,
2007-01,0.786,
2007-04,1.385,
2007-07,0.786,
2007-10,2.273,
2008-01,2.250,
2008-04,0.840,
2008-07,0.816,
2008-10,1.442,
2009-01,0.989,
2009-04,0.929,
2009-07,1.092,
2009-10,0.747,
2010-01,1.191,
2010-04,1.283,
2010-07,1.312,
2010-10,0.992,
2011-01,1.217,
2011-04,1.381,
2011-07,1.921,
2011-10,0.895,
2012-01,1.152,
2012-04,1.748,
2012-07,2.226,
2012-10,2.024,
2013-01,2.747,
2013-04,2.670,
2013-07,1.999,
2013-10,1.146,
2014-01,1.759,
2014-04,2.267,
2014-07,1.355,
