"",BBK01.OUN298,BBK01.OUN298_FLAGS
"",Time deposits of resident households / for more than two years / Special purpose banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:20:11,
1999-01,0.854,
1999-02,0.850,
1999-03,0.845,
1999-04,0.838,
1999-05,0.833,
1999-06,0.799,
1999-07,0.800,
1999-08,0.800,
1999-09,0.800,
1999-10,0.800,
1999-11,0.798,
1999-12,0.791,
2000-01,0.788,
2000-02,0.853,
2000-03,0.852,
2000-04,0.857,
2000-05,0.786,
2000-06,0.786,
2000-07,0.786,
2000-08,0.786,
2000-09,0.784,
2000-10,0.783,
2000-11,0.781,
2000-12,0.778,
2001-01,0.777,
2001-02,0.777,
2001-03,0.777,
2001-04,0.775,
2001-05,0.774,
2001-06,0.773,
2001-07,0.773,
2001-08,0.773,
2001-09,0.774,
2001-10,0.768,
2001-11,0.765,
2001-12,0.765,
2002-01,0.767,
2002-02,0.767,
2002-03,0.766,
2002-04,0.767,
2002-05,0.767,
2002-06,0.772,
2002-07,0.773,
2002-08,0.772,
2002-09,0.767,
2002-10,0.772,
2002-11,0.772,
2002-12,0.771,
2003-01,0.760,
2003-02,0.760,
2003-03,0.759,
2003-04,0.759,
2003-05,0.758,
2003-06,0.757,
2003-07,0.757,
2003-08,0.757,
2003-09,0.757,
2003-10,0.757,
2003-11,0.757,
2003-12,0.752,
2004-01,0.751,
2004-02,0.751,
2004-03,0.751,
2004-04,0.751,
2004-05,0.752,
2004-06,0.752,
2004-07,0.751,
2004-08,0.751,
2004-09,2.848,
2004-10,2.849,
2004-11,1.712,
2004-12,1.710,
2005-01,1.708,
2005-02,1.706,
2005-03,1.703,
2005-04,1.702,
2005-05,0.823,
2005-06,0.822,
2005-07,0.821,
2005-08,0.821,
2005-09,0.822,
2005-10,0.822,
2005-11,0.798,
2005-12,0.798,
2006-01,0.798,
2006-02,0.797,
2006-03,0.797,
2006-04,0.797,
2006-05,0.742,
2006-06,0.742,
2006-07,0.731,
2006-08,0.722,
2006-09,0.716,
2006-10,0.708,
2006-11,0.676,
2006-12,0.633,
2007-01,0.632,
2007-02,0.631,
2007-03,0.632,
2007-04,0.630,
2007-05,0.612,
2007-06,0.593,
2007-07,0.583,
2007-08,0.584,
2007-09,0.577,
2007-10,0.564,
2007-11,0.530,
2007-12,0.398,
2008-01,0.398,
2008-02,0.361,
2008-03,0.361,
2008-04,0.350,
2008-05,0.341,
2008-06,0.341,
2008-07,0.323,
2008-08,0.269,
2008-09,0.269,
2008-10,0.204,
2008-11,0.188,
2008-12,0.007,
2009-01,0.006,
2009-02,0.006,
2009-03,0.006,
2009-04,0.006,
2009-05,0.006,
2009-06,0.006,
2009-07,0.006,
2009-08,0.006,
2009-09,0.006,
2009-10,0.006,
2009-11,0.006,
2009-12,0.006,
2010-01,0.006,
2010-02,0.005,
2010-03,0.005,
2010-04,0.011,
2010-05,0.011,
2010-06,0.011,
2010-07,0.054,
2010-08,0.053,
2010-09,0.052,
2010-10,0.051,
2010-11,0.049,
2010-12,0.048,
2011-01,0.046,
2011-02,0.045,
2011-03,0.052,
2011-04,0.055,
2011-05,0.054,
2011-06,0.058,
2011-07,0.057,
2011-08,0.056,
2011-09,0.110,
2011-10,0.227,
2011-11,0.346,
2011-12,0.492,
2012-01,0.684,
2012-02,0.926,
2012-03,1.012,
2012-04,1.070,
2012-05,1.128,
2012-06,1.156,
2012-07,1.183,
2012-08,1.181,
2012-09,1.200,
2012-10,1.218,
2012-11,1.335,
2012-12,1.346,
2013-01,1.335,
2013-02,1.338,
2013-03,1.357,
2013-04,1.373,
2013-05,1.389,
2013-06,1.404,
2013-07,1.420,
2013-08,1.431,
2013-09,1.449,
2013-10,1.784,
2013-11,1.934,
2013-12,2.013,
2014-01,2.097,
2014-02,2.112,
2014-03,2.125,
2014-04,2.111,
2014-05,2.114,
2014-06,2.127,
2014-07,2.127,
2014-08,2.127,
2014-09,2.080,
2014-10,2.005,
2014-11,1.912,
2014-12,1.772,Provisional value
