"",BBK01.PQH357,BBK01.PQH357_FLAGS
"",Lending to domestic enterprises / Long-term / Savings banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:23:45,
1968-10,6.709,
1969-01,6.861,
1969-04,7.037,
1969-07,7.312,
1969-10,7.593,
1970-01,7.692,
1970-04,7.866,
1970-07,8.056,
1970-10,8.296,
1971-01,8.453,
1971-04,8.638,
1971-07,8.873,
1971-10,9.217,
1972-01,9.417,
1972-04,9.635,
1972-07,9.933,
1972-10,10.343,
1973-01,10.603,
1973-04,10.803,
1973-07,11.032,
1973-10,11.223,
1974-01,11.326,
1974-04,11.448,
1974-07,11.631,
1974-10,11.899,
1975-01,12.002,
1975-04,12.180,
1975-07,12.459,
1975-10,12.854,
1976-01,13.055,
1976-04,13.292,
1976-07,13.662,
1976-10,14.084,
1977-01,14.323,
1977-04,14.663,
1977-07,15.084,
1977-10,15.627,
1978-01,15.993,
1978-04,16.553,
1978-07,17.289,
1978-10,18.097,
1979-01,18.603,
1979-04,19.264,
1979-07,20.059,
1979-10,20.899,
1980-01,21.518,
1980-04,22.062,
1980-07,22.667,
1980-10,23.522,
1981-01,23.859,
1981-04,24.214,
1981-07,24.378,
1981-10,24.703,
1982-01,24.925,
1982-04,25.119,
1982-07,25.538,
1982-10,25.993,
1983-01,26.067,
1983-04,26.224,
1983-07,26.653,
1983-10,27.200,
1984-01,27.067,
1984-04,27.147,
1984-07,27.516,
1984-10,27.965,
1985-01,28.531,
1985-04,28.701,
1985-07,29.010,
1985-10,30.013,
1986-01,30.074,
1986-04,30.352,
1986-07,30.898,
1986-10,31.284,
1987-01,31.384,
1987-04,31.603,
1987-07,32.257,
1987-10,32.597,
1988-01,32.808,
1988-04,32.902,
1988-07,33.528,
1988-10,33.904,
1989-01,34.279,
1989-04,34.769,
1989-07,35.295,
1989-10,36.171,
1990-01,36.286,
1990-04,36.732,
1990-07,37.316,
1990-10,38.072,
1991-01,38.786,
1991-04,39.699,
1991-07,41.377,
1991-10,43.136,
1992-01,42.986,
1992-04,44.765,
1992-07,46.464,
1992-10,47.959,
1993-01,48.748,
1993-04,50.551,
1993-07,51.906,
1993-10,53.884,
1994-01,55.136,
1994-04,56.539,
1994-07,57.370,
1994-10,58.961,
1995-01,60.095,
1995-04,60.820,
1995-07,62.088,
1995-10,63.319,
1996-01,63.790,
1996-04,64.991,
1996-07,66.549,
1996-10,68.080,
1997-01,68.748,
1997-04,70.323,
1997-07,71.840,
1997-10,74.108,
1998-01,75.173,
1998-04,76.086,
1998-07,77.615,
1998-10,80.121,
1999-01,64.258,
1999-04,65.198,
1999-07,67.945,
1999-10,70.391,
2000-01,71.308,
2000-04,72.257,
2000-07,73.533,
2000-10,75.090,
2001-01,75.598,
2001-04,76.176,
2001-07,77.868,
2001-10,80.119,
2002-01,80.496,
2002-04,81.035,
2002-07,82.246,
2002-10,83.851,
2003-01,83.318,
2003-04,84.045,
2003-07,84.405,
2003-10,85.429,
2004-01,85.297,
2004-04,85.391,
2004-07,85.946,
2004-10,86.818,
2005-01,86.372,
2005-04,86.884,
2005-07,86.975,
2005-10,87.811,
2006-01,87.954,
2006-04,88.684,
2006-07,89.202,
2006-10,90.113,
2007-01,90.180,
2007-04,91.142,
2007-07,92.585,
2007-10,94.477,
2008-01,95.950,
2008-04,98.551,
2008-07,102.626,
2008-10,104.810,
2009-01,105.565,
2009-04,107.515,
2009-07,109.960,
2009-10,112.270,
2010-01,114.080,
2010-04,116.169,
2010-07,117.800,
2010-10,120.447,
2011-01,121.618,
2011-04,123.097,
2011-07,125.006,
2011-10,127.716,
2012-01,128.867,
2012-04,130.772,
2012-07,132.868,
2012-10,135.406,
2013-01,136.026,
2013-04,137.510,
2013-07,139.933,
2013-10,141.666,
2014-01,142.285,
2014-04,144.585,
2014-07,146.403,
2014-10,147.269,
