"",BBK01.OEAC56V,BBK01.OEAC56V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:55:45,
2002-01,9.570,
2002-04,9.571,
2002-07,9.658,
2002-10,9.564,
2003-01,9.655,
2003-04,9.571,
2003-07,10.012,
2003-10,9.670,
2004-01,9.326,
2004-04,9.229,
2004-07,9.231,
2004-10,9.139,
2005-01,9.212,
2005-04,9.117,
2005-07,9.227,
2005-10,9.252,
2006-01,9.240,
2006-04,9.327,
2006-07,9.083,
2006-10,9.037,
2007-01,8.909,
2007-04,8.824,
2007-07,8.760,
2007-10,8.579,
2008-01,8.508,
2008-04,8.764,
2008-07,8.769,
2008-10,8.727,
2009-01,8.709,
2009-04,10.179,
2009-07,10.160,
2009-10,9.809,
2010-01,10.772,
2010-04,10.542,
2010-07,9.419,
2010-10,9.437,
2011-01,9.773,
2011-04,9.765,
2011-07,9.910,
2011-10,9.868,
2012-01,9.816,
2012-04,10.270,
2012-07,10.277,
2012-10,10.391,
2013-01,10.360,
2013-04,10.409,
2013-07,10.462,
2013-10,10.500,
2014-01,10.451,
2014-04,10.308,
2014-07,10.369,
