"",BBK01.OUC392,BBK01.OUC392_FLAGS
"",Sight deposits of banks (MFIs) (excluding the Bundesbank) / Big banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:09:34,
1999-01,121.435,
1999-02,81.730,
1999-03,78.317,
1999-04,75.112,
1999-05,73.919,
1999-06,77.582,
1999-07,58.764,
1999-08,60.222,
1999-09,61.904,
1999-10,58.013,
1999-11,64.171,
1999-12,39.711,
2000-01,69.384,
2000-02,69.739,
2000-03,85.079,
2000-04,81.039,
2000-05,82.342,
2000-06,88.236,
2000-07,74.078,
2000-08,87.458,
2000-09,90.508,
2000-10,92.593,
2000-11,103.832,
2000-12,85.779,
2001-01,104.822,
2001-02,125.809,
2001-03,131.863,
2001-04,121.251,
2001-05,111.305,
2001-06,104.733,
2001-07,95.765,
2001-08,77.006,
2001-09,106.753,
2001-10,93.456,
2001-11,83.994,
2001-12,78.793,
2002-01,88.870,
2002-02,89.602,
2002-03,97.988,
2002-04,87.156,
2002-05,99.889,
2002-06,107.030,
2002-07,89.808,
2002-08,70.547,
2002-09,98.504,
2002-10,91.567,
2002-11,104.237,
2002-12,82.292,
2003-01,96.610,
2003-02,101.239,
2003-03,104.907,
2003-04,109.951,
2003-05,111.039,
2003-06,118.464,
2003-07,100.233,
2003-08,91.931,
2003-09,108.864,
2003-10,105.664,
2003-11,94.123,
2003-12,81.912,
2004-01,129.941,
2004-02,101.975,
2004-03,116.043,
2004-04,117.079,
2004-05,111.695,
2004-06,108.992,
2004-07,99.472,
2004-08,89.638,
2004-09,99.020,
2004-10,97.814,
2004-11,111.582,
2004-12,77.896,
2005-01,119.874,
2005-02,110.793,
2005-03,108.592,
2005-04,136.137,
2005-05,139.274,
2005-06,119.166,
2005-07,106.469,
2005-08,107.324,
2005-09,105.788,
2005-10,96.215,
2005-11,110.637,
2005-12,75.205,
2006-01,103.817,
2006-02,92.474,
2006-03,96.889,
2006-04,113.076,
2006-05,119.443,
2006-06,107.835,
2006-07,103.274,
2006-08,98.462,
2006-09,112.095,
2006-10,102.976,
2006-11,119.235,
2006-12,116.592,
2007-01,110.185,
2007-02,113.509,
2007-03,140.224,
2007-04,143.307,
2007-05,146.410,
2007-06,140.327,
2007-07,139.643,
2007-08,126.531,
2007-09,148.166,
2007-10,133.570,
2007-11,141.743,
2007-12,115.459,
2008-01,136.574,
2008-02,136.893,
2008-03,143.542,
2008-04,137.868,
2008-05,154.477,
2008-06,136.595,
2008-07,130.090,
2008-08,118.416,
2008-09,156.243,
2008-10,147.799,
2008-11,161.159,
2008-12,142.023,
2009-01,165.676,
2009-02,166.321,
2009-03,161.232,
2009-04,147.931,
2009-05,140.553,
2009-06,133.002,
2009-07,139.476,
2009-08,138.088,
2009-09,134.128,
2009-10,147.934,
2009-11,164.426,
2009-12,163.568,
2010-01,183.569,
2010-02,185.656,
2010-03,168.722,
2010-04,174.275,
2010-05,172.720,
2010-06,178.680,
2010-07,186.789,
2010-08,208.866,
2010-09,181.294,
2010-10,199.327,
2010-11,218.520,
2010-12,187.531,
2011-01,200.790,
2011-02,204.699,
2011-03,180.969,
2011-04,198.428,
2011-05,200.834,
2011-06,179.164,
2011-07,176.090,
2011-08,171.872,
2011-09,190.038,
2011-10,196.905,
2011-11,197.300,
2011-12,159.882,
2012-01,194.065,
2012-02,202.328,
2012-03,188.174,
2012-04,179.268,
2012-05,211.404,
2012-06,190.336,
2012-07,214.924,
2012-08,203.718,
2012-09,209.489,
2012-10,218.450,
2012-11,216.213,
2012-12,201.431,
2013-01,216.797,
2013-02,219.493,
2013-03,205.072,
2013-04,210.187,
2013-05,211.689,
2013-06,193.043,
2013-07,200.610,
2013-08,193.878,
2013-09,197.395,
2013-10,201.470,
2013-11,213.634,
2013-12,169.181,
2014-01,206.449,
2014-02,194.027,
2014-03,189.249,
2014-04,197.934,
2014-05,196.667,
2014-06,209.160,
2014-07,227.862,
2014-08,200.970,
2014-09,215.535,
2014-10,209.363,
2014-11,217.307,
2014-12,188.674,Provisional value
