"",BBK01.RU5713,BBK01.RU5713_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / New Zealand / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:28:34,
1982-06,0.007,
1982-07,0.057,
1982-08,0.061,
1982-09,0.057,
1982-10,0.074,
1982-11,0.024,
1982-12,0.018,
1983-01,0.030,
1983-02,0.072,
1983-03,0.011,
1983-04,0.024,
1983-05,0.008,
1983-06,0.012,
1983-07,0.015,
1983-08,0.010,
1983-09,0.024,
1983-10,0.024,
1983-11,0.023,
1983-12,0.016,
1984-01,0.025,
1984-02,0.016,
1984-03,0.011,
1984-04,0.120,
1984-05,0.012,
1984-06,0.012,
1984-07,0.009,
1984-08,0.012,
1984-09,0.012,
1984-10,0.092,
1984-11,0.090,
1984-12,0.042,
1985-01,0.028,
1985-02,0.029,
1985-03,0.018,
1985-04,0.022,
1985-05,0.019,
1985-06,0.018,
1985-07,0.025,
1985-08,0.031,
1985-09,0.021,
1985-10,0.027,
1985-11,0.035,
1985-12,0.027,
1986-01,0.078,
1986-02,0.177,
1986-03,0.023,
1986-04,0.018,
1986-05,0.021,
1986-06,0.038,
1986-07,0.053,
1986-08,0.039,
1986-09,0.042,
1986-10,0.063,
1986-11,0.040,
1986-12,0.124,
1987-01,0.025,
1987-02,0.027,
1987-03,0.013,
1987-04,0.022,
1987-05,0.024,
1987-06,0.018,
1987-07,0.035,
1987-08,0.038,
1987-09,0.152,
1987-10,0.033,
1987-11,0.116,
1987-12,0.050,
1988-01,0.037,
1988-02,0.056,
1988-03,0.035,
1988-04,0.036,
1988-05,0.043,
1988-06,0.040,
1988-07,0.049,
1988-08,0.044,
1988-09,0.042,
1988-10,0.059,
1988-11,0.055,
1988-12,0.040,
1989-01,0.042,
1989-02,0.053,
1989-03,0.020,
1989-04,0.027,
1989-05,0.042,
1989-06,0.018,
1989-07,0.023,
1989-08,0.016,
1989-09,0.017,
1989-10,0.033,
1989-11,0.135,
1989-12,0.022,
1990-01,0.024,
1990-02,0.029,
1990-03,0.041,
1990-04,0.061,
1990-05,0.177,
1990-06,0.033,
1990-07,0.027,
1990-08,0.033,
1990-09,0.021,
1990-10,0.021,
1990-11,0.017,
1990-12,0.027,
1991-01,0.022,
1991-02,0.035,
1991-03,0.029,
1991-04,0.021,
1991-05,0.030,
1991-06,0.029,
1991-07,0.033,
1991-08,0.019,
1991-09,0.027,
1991-10,0.034,
1991-11,0.017,
1991-12,0.016,
1992-01,0.028,
1992-02,0.024,
1992-03,0.027,
1992-04,0.022,
1992-05,0.025,
1992-06,0.030,
1992-07,0.022,
1992-08,0.018,
1992-09,0.020,
1992-10,0.018,
1992-11,0.020,
1992-12,0.019,
1993-01,0.019,
1993-02,0.022,
1993-03,0.021,
1993-04,0.020,
1993-05,0.020,
1993-06,0.026,
1993-07,0.026,
1993-08,0.026,
1993-09,0.022,
1993-10,0.032,
1993-11,0.035,
1993-12,0.026,
1994-01,0.026,
1994-02,0.025,
1994-03,0.032,
1994-04,0.052,
1994-05,0.027,
1994-06,0.024,
1994-07,0.033,
1994-08,0.022,
1994-09,0.021,
1994-10,0.025,
1994-11,0.021,
1994-12,0.025,
1995-01,0.026,
1995-02,0.022,
1995-03,0.103,
1995-04,0.024,
1995-05,0.028,
1995-06,0.026,
1995-07,0.026,
1995-08,0.025,
1995-09,0.026,
1995-10,0.028,
1995-11,0.051,
1995-12,0.026,
1996-01,0.028,
1996-02,0.029,
1996-03,0.025,
1996-04,0.026,
1996-05,0.035,
1996-06,0.039,
1996-07,0.034,
1996-08,0.046,
