"",BBK01.TS1483,BBK01.TS1483_FLAGS
"",Credit to non-financial corporations / Loans / With an agreed maturity of over 1 and up to 5 years / Domestic / Outstanding amounts at the end of the month (stocks) / Seasonally adjusted,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-27 09:16:26,
1999-01,60.6,
1999-02,63.3,
1999-03,64.3,
1999-04,65.2,
1999-05,63.5,
1999-06,64.1,
1999-07,65.2,
1999-08,65.5,
1999-09,69.4,
1999-10,69.9,
1999-11,70.0,
1999-12,72.0,
2000-01,72.9,
2000-02,73.7,
2000-03,74.2,
2000-04,75.0,
2000-05,75.0,
2000-06,76.1,
2000-07,77.0,
2000-08,77.7,
2000-09,78.1,
2000-10,78.7,
2000-11,79.4,
2000-12,78.4,
2001-01,77.3,
2001-02,77.5,
2001-03,78.4,
2001-04,78.4,
2001-05,79.6,
2001-06,79.4,
2001-07,79.3,
2001-08,79.2,
2001-09,80.2,
2001-10,80.4,
2001-11,81.1,
2001-12,82.3,
2002-01,82.3,
2002-02,83.1,
2002-03,84.1,
2002-04,84.6,
2002-05,84.9,
2002-06,84.5,
2002-07,84.8,
2002-08,84.5,
2002-09,84.2,
2002-10,86.1,
2002-11,84.2,
2002-12,84.9,
2003-01,86.0,
2003-02,85.4,
2003-03,84.9,
2003-04,84.8,
2003-05,84.6,
2003-06,84.9,
2003-07,84.4,
2003-08,85.9,
2003-09,85.4,
2003-10,86.1,
2003-11,86.2,
2003-12,85.6,
2004-01,86.4,
2004-02,85.8,
2004-03,85.6,
2004-04,85.7,
2004-05,87.9,
2004-06,88.1,
2004-07,88.0,
2004-08,88.7,
2004-09,88.0,
2004-10,85.3,
2004-11,84.6,
2004-12,84.1,
2005-01,84.6,
2005-02,84.0,
2005-03,83.0,
2005-04,81.6,
2005-05,81.1,
2005-06,81.1,
2005-07,82.2,
2005-08,84.2,
2005-09,84.9,
2005-10,85.1,
2005-11,84.5,
2005-12,83.0,
2006-01,82.2,
2006-02,82.7,
2006-03,83.5,
2006-04,83.6,
2006-05,84.0,
2006-06,85.9,
2006-07,87.9,
2006-08,85.9,
2006-09,87.9,
2006-10,87.6,
2006-11,88.0,
2006-12,86.5,
2007-01,87.8,
2007-02,87.6,
2007-03,87.2,
2007-04,87.4,
2007-05,89.8,
2007-06,89.4,
2007-07,89.2,
2007-08,91.7,
2007-09,92.5,
2007-10,90.8,
2007-11,92.7,
2007-12,97.9,
2008-01,99.8,
2008-02,102.2,
2008-03,103.2,
2008-04,104.0,
2008-05,104.3,
2008-06,105.0,
2008-07,106.2,
2008-08,108.4,
2008-09,109.0,
2008-10,112.9,
2008-11,113.6,
2008-12,115.7,
2009-01,118.2,
2009-02,119.1,
2009-03,117.8,
2009-04,120.4,
2009-05,120.2,
2009-06,120.4,
2009-07,122.3,
2009-08,121.7,
2009-09,122.0,
2009-10,121.2,
2009-11,120.2,
2009-12,122.6,
2010-01,121.5,
2010-02,121.1,
2010-03,116.6,
2010-04,116.2,
2010-05,115.9,
2010-06,115.4,
2010-07,114.3,
2010-08,113.6,
2010-09,112.9,
2010-10,112.9,
2010-11,113.3,
2010-12,112.8,
2011-01,111.6,
2011-02,111.9,
2011-03,112.3,
2011-04,109.7,
2011-05,109.5,
2011-06,107.6,
2011-07,107.9,
2011-08,109.7,
2011-09,109.4,
2011-10,110.3,
2011-11,111.0,
2011-12,111.0,
2012-01,110.4,
2012-02,108.7,
2012-03,109.2,
2012-04,109.1,
2012-05,109.9,
2012-06,109.5,
2012-07,110.4,
2012-08,109.8,
2012-09,109.0,
2012-10,109.2,
2012-11,110.1,
2012-12,109.6,
2013-01,108.5,
2013-02,108.6,
2013-03,108.7,
2013-04,107.8,
2013-05,108.8,
2013-06,108.0,
2013-07,109.1,
2013-08,109.2,
2013-09,107.2,
2013-10,107.6,
2013-11,108.2,
2013-12,107.0,
2014-01,107.4,
2014-02,107.5,
2014-03,108.0,
2014-04,110.8,
2014-05,111.0,
2014-06,109.8,
2014-07,109.2,
2014-08,109.7,
2014-09,109.5,
2014-10,110.4,
2014-11,111.2,
2014-12,107.9,Provisional value
2015-01,109.4,
