"",BBK01.OEAA49L,BBK01.OEAA49L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:17:35,
2002-01,137.926,
2002-04,131.363,
2002-07,133.846,
2002-10,123.764,
2003-01,147.402,
2003-04,148.676,
2003-07,148.713,
2003-10,154.027,
2004-01,177.798,
2004-04,169.683,
2004-07,183.704,
2004-10,174.887,
2005-01,176.452,
2005-04,183.720,
2005-07,185.620,
2005-10,176.834,
2006-01,179.215,
2006-04,178.912,
2006-07,185.149,
2006-10,176.982,
2007-01,188.697,
2007-04,203.847,
2007-07,197.995,
2007-10,186.673,
2008-01,229.633,
2008-04,198.499,
2008-07,216.285,
2008-10,169.765,
2009-01,163.033,
2009-04,171.412,
2009-07,143.814,
2009-10,133.226,
2010-01,135.661,
2010-04,144.823,
2010-07,134.032,
2010-10,131.998,
2011-01,130.922,
2011-04,138.790,
2011-07,142.747,
2011-10,123.534,
2012-01,135.729,
2012-04,134.626,
2012-07,136.128,
2012-10,131.138,
2013-01,138.053,
2013-04,137.193,
2013-07,126.508,
2013-10,128.145,
2014-01,131.105,
2014-04,136.284,
2014-07,139.973,
