"",BBK01.TS1493,BBK01.TS1493_FLAGS
"",Credit to non-financial corporations / Loans / With an agreed maturity of over 5 years / Domestic / Outstanding amounts at the end of the month (stocks) / Seasonally adjusted,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-27 09:16:26,
1999-01,430.7,
1999-02,429.2,
1999-03,424.0,
1999-04,424.3,
1999-05,426.4,
1999-06,428.4,
1999-07,430.8,
1999-08,432.9,
1999-09,440.8,
1999-10,442.4,
1999-11,445.4,
1999-12,452.1,
2000-01,454.6,
2000-02,456.6,
2000-03,459.8,
2000-04,459.6,
2000-05,462.7,
2000-06,464.7,
2000-07,466.3,
2000-08,469.0,
2000-09,471.1,
2000-10,472.8,
2000-11,473.9,
2000-12,474.0,
2001-01,475.0,
2001-02,477.5,
2001-03,480.3,
2001-04,479.9,
2001-05,481.9,
2001-06,482.9,
2001-07,483.8,
2001-08,485.7,
2001-09,486.7,
2001-10,487.3,
2001-11,487.9,
2001-12,487.8,
2002-01,489.6,
2002-02,490.5,
2002-03,492.4,
2002-04,492.2,
2002-05,493.3,
2002-06,492.9,
2002-07,495.1,
2002-08,495.6,
2002-09,494.4,
2002-10,494.9,
2002-11,494.0,
2002-12,494.6,
2003-01,493.4,
2003-02,493.6,
2003-03,493.4,
2003-04,493.2,
2003-05,492.7,
2003-06,492.6,
2003-07,493.0,
2003-08,494.3,
2003-09,492.9,
2003-10,493.4,
2003-11,493.2,
2003-12,491.8,
2004-01,490.7,
2004-02,490.8,
2004-03,492.3,
2004-04,493.4,
2004-05,495.5,
2004-06,494.5,
2004-07,493.4,
2004-08,492.4,
2004-09,491.9,
2004-10,492.2,
2004-11,490.8,
2004-12,487.6,
2005-01,487.5,
2005-02,486.3,
2005-03,486.0,
2005-04,485.5,
2005-05,486.6,
2005-06,486.3,
2005-07,487.3,
2005-08,484.4,
2005-09,484.7,
2005-10,485.8,
2005-11,485.7,
2005-12,485.7,
2006-01,495.2,
2006-02,496.1,
2006-03,495.3,
2006-04,495.7,
2006-05,496.1,
2006-06,496.8,
2006-07,496.3,
2006-08,497.2,
2006-09,498.1,
2006-10,496.7,
2006-11,496.4,
2006-12,495.5,
2007-01,496.1,
2007-02,496.5,
2007-03,498.6,
2007-04,497.0,
2007-05,496.8,
2007-06,497.3,
2007-07,498.0,
2007-08,501.5,
2007-09,502.1,
2007-10,503.4,
2007-11,505.0,
2007-12,507.2,
2008-01,508.4,
2008-02,508.3,
2008-03,509.9,
2008-04,512.1,
2008-05,513.8,
2008-06,514.5,
2008-07,517.0,
2008-08,519.6,
2008-09,523.5,
2008-10,530.1,
2008-11,528.5,
2008-12,528.3,
2009-01,530.1,
2009-02,529.7,
2009-03,529.2,
2009-04,525.7,
2009-05,524.8,
2009-06,523.9,
2009-07,525.8,
2009-08,525.9,
2009-09,526.1,
2009-10,526.0,
2009-11,529.0,
2009-12,527.4,
2010-01,528.6,
2010-02,530.0,
2010-03,530.0,
2010-04,531.9,
2010-05,535.3,
2010-06,537.2,
2010-07,537.7,
2010-08,539.7,
2010-09,537.2,
2010-10,537.6,
2010-11,540.6,
2010-12,541.4,
2011-01,540.9,
2011-02,542.2,
2011-03,542.0,
2011-04,541.5,
2011-05,543.2,
2011-06,544.1,
2011-07,544.6,
2011-08,544.3,
2011-09,546.7,
2011-10,547.7,
2011-11,548.5,
2011-12,550.0,
2012-01,551.0,
2012-02,551.9,
2012-03,553.8,
2012-04,553.1,
2012-05,556.3,
2012-06,556.9,
2012-07,559.8,
2012-08,559.9,
2012-09,559.0,
2012-10,558.7,
2012-11,558.5,
2012-12,556.9,
2013-01,555.9,
2013-02,557.3,
2013-03,559.0,
2013-04,558.7,
2013-05,558.4,
2013-06,558.9,
2013-07,558.0,
2013-08,556.7,
2013-09,556.7,
2013-10,557.6,
2013-11,558.7,
2013-12,559.3,
2014-01,560.4,
2014-02,558.6,
2014-03,557.6,
2014-04,558.4,
2014-05,560.3,
2014-06,558.8,
2014-07,559.3,
2014-08,560.9,
2014-09,562.3,
2014-10,563.5,
2014-11,564.0,
2014-12,549.3,Provisional value
2015-01,551.6,
