"",BBK01.BQ3319,BBK01.BQ3319_FLAGS
"",State government debt (Germany as a whole) - loans from social security funds,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 16:35:47,
1991-01,227.3,Corrected value
1991-04,233.0,Corrected value
1991-07,190.7,Corrected value
1991-10,244.9,Corrected value
1992-01,151.2,Corrected value
1992-04,217.0,Corrected value
1992-07,245.0,Corrected value
1992-10,311.9,Corrected value
1993-01,293.4,Corrected value
1993-04,383.0,Corrected value
1993-07,432.5,Corrected value
1993-10,203.0,Corrected value
1994-01,189.8,Corrected value
1994-04,149.5,Corrected value
1994-07,233.5,Corrected value
1994-10,320.9,Corrected value
1995-01,278.1,Corrected value
1995-04,187.0,Corrected value
1995-07,220.0,Corrected value
1995-10,191.9,Corrected value
1996-01,242.7,Corrected value
1996-04,111.1,Corrected value
1996-07,95.7,Corrected value
1996-10,27.6,Corrected value
1997-01,64.5,Corrected value
1997-04,55.0,Corrected value
1997-07,35.1,Corrected value
1997-10,31.9,Corrected value
1998-01,45.8,Corrected value
1998-04,27.6,Corrected value
1998-07,20.7,Corrected value
1998-10,22.1,Corrected value
1999-01,25.4,
1999-04,22.3,
1999-07,21.4,
1999-10,23.3,
2000-01,23.1,
2000-04,23.1,
2000-07,23.1,
2000-10,22.0,
2001-01,23.1,
2001-04,10.3,
2001-07,10.2,
2001-10,5.0,
2002-01,58.2,
2002-04,79.0,
2002-07,79.0,
2002-10,5.0,Corrected value
2003-01,7.0,
2003-04,7.6,
2003-07,2.8,
2003-10,3.8,
2004-01,30.7,
2004-04,30.7,
2004-07,27.2,
2004-10,3.2,
2005-01,3.0,
2005-04,3.0,
2005-07,2.7,
2005-10,2.5,
2006-01,2.5,
2006-04,2.4,
2006-07,2.3,
2006-10,2.2,
2007-01,2.1,
2007-04,2.0,
2007-07,1.9,
2007-10,1.9,
2008-01,1.8,
2008-04,2.8,
2008-07,2.8,
2008-10,2.7,
2009-01,6.0,
2009-04,11.9,
2009-07,11.8,
2009-10,7.8,
2010-01,10.2,
2010-04,10.2,
2010-07,15.1,
2010-10,1.1,
2011-01,67.0,
2011-04,62.0,
2011-07,62.0,
2011-10,62.0,
2012-01,51.3,
2012-04,51.5,
2012-07,51.5,
2012-10,51.5,
2013-01,1.5,
2013-04,4.7,
2013-07,9.7,
2013-10,34.7,
2014-01,9.7,Provisional value
2014-04,4.9,Provisional value
2014-07,4.9,Provisional value
