"",BBK01.OUH108,BBK01.OUH108_FLAGS
"",Domestic securities / Shares (including participation certificates) / Issued by banks (MFIs) / Savings banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:51:01,
1968-12,0.002,
1969-01,0.002,
1969-02,0.003,
1969-03,0.003,
1969-04,0.003,
1969-05,0.003,
1969-06,0.003,
1969-07,0.003,
1969-08,0.003,
1969-09,0.003,
1969-10,0.003,
1969-11,0.004,
1969-12,0.003,
1970-01,0.003,
1970-02,0.003,
1970-03,0.004,
1970-04,0.004,
1970-05,0.004,
1970-06,0.004,
1970-07,0.004,
1970-08,0.004,
1970-09,0.004,
1970-10,0.004,
1970-11,0.004,
1970-12,0.004,
1971-01,0.004,
1971-02,0.004,
1971-03,0.004,
1971-04,0.004,
1971-05,0.004,
1971-06,0.004,
1971-07,0.004,
1971-08,0.004,
1971-09,0.005,
1971-10,0.005,
1971-11,0.005,
1971-12,0.005,
1972-01,0.005,
1972-02,0.004,
1972-03,0.004,
1972-04,0.003,
1972-05,0.003,
1972-06,0.003,
1972-07,0.004,
1972-08,0.004,
1972-09,0.004,
1972-10,0.004,
1972-11,0.004,
1972-12,0.004,
1973-01,0.004,
1973-02,0.004,
1973-03,0.004,
1973-04,0.004,
1973-05,0.004,
1973-06,0.005,
1973-07,0.005,
1973-08,0.005,
1973-09,0.005,
1973-10,0.005,
1973-11,0.005,
1973-12,0.005,
1974-01,0.004,
1974-02,0.004,
1974-03,0.004,
1974-04,0.004,
1974-05,0.004,
1974-06,0.004,
1974-07,0.004,
1974-08,0.004,
1974-09,0.004,
1974-10,0.004,
1974-11,0.004,
1974-12,0.004,
1975-01,0.004,
1975-02,0.004,
1975-03,0.004,
1975-04,0.004,
1975-05,0.004,
1975-06,0.004,
1975-07,0.004,
1975-08,0.004,
1975-09,0.004,
1975-10,0.005,
1975-11,0.004,
1975-12,0.004,
1976-01,0.004,
1976-02,0.004,
1976-03,0.004,
1976-04,0.005,
1976-05,0.005,
1976-06,0.005,
1976-07,0.005,
1976-08,0.006,
1976-09,0.007,
1976-10,0.008,
1976-11,0.007,
1976-12,0.006,
1977-01,0.005,
