"",BBK01.OEAH01N,BBK01.OEAH01N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:27:12,
2002-01,435.795,
2002-04,439.041,
2002-07,436.825,
2002-10,453.593,
2003-01,453.995,
2003-04,453.658,
2003-07,450.425,
2003-10,458.189,
2004-01,453.404,
2004-04,453.325,
2004-07,454.655,
2004-10,389.190,
2005-01,412.520,
2005-04,419.133,
2005-07,414.569,
2005-10,427.639,
2006-01,426.030,
2006-04,442.287,
2006-07,444.311,
2006-10,460.652,
2007-01,458.456,
2007-04,463.631,
2007-07,480.223,
2007-10,497.280,
2008-01,502.022,
2008-04,508.986,
2008-07,509.345,
2008-10,543.620,
2009-01,541.113,
2009-04,542.635,
2009-07,550.849,
2009-10,555.652,
2010-01,557.425,
2010-04,581.155,
2010-07,562.273,
2010-10,570.430,
2011-01,560.615,
2011-04,571.891,
2011-07,575.384,
2011-10,589.113,
2012-01,593.741,
2012-04,610.459,
2012-07,599.404,
2012-10,565.808,
2013-01,563.001,
2013-04,564.364,
2013-07,555.142,
2013-10,557.964,
2014-01,556.196,
2014-04,549.740,
2014-07,555.699,
