"",BBK01.CEF205,BBK01.CEF205_FLAGS
"",Currency and deposits                                              debtor: Total           creditor:  OFI,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:35:30,
1999-01,18.9,
1999-04,17.4,
1999-07,17.0,
1999-10,13.5,
2000-01,22.4,
2000-04,15.5,
2000-07,16.2,
2000-10,13.5,
2001-01,21.1,
2001-04,20.0,
2001-07,21.2,
2001-10,21.1,
2002-01,34.6,
2002-04,36.0,
2002-07,31.2,
2002-10,16.4,
2003-01,26.7,
2003-04,33.2,
2003-07,40.2,
2003-10,35.6,
2004-01,48.1,
2004-04,41.2,
2004-07,47.7,
2004-10,39.8,
2005-01,66.7,
2005-04,58.6,
2005-07,73.3,
2005-10,55.9,
2006-01,86.8,
2006-04,83.5,
2006-07,99.1,
2006-10,78.4,
2007-01,115.5,
2007-04,117.0,
2007-07,121.7,
2007-10,118.3,
2008-01,163.4,
2008-04,161.8,
2008-07,175.0,
2008-10,183.9,
2009-01,244.0,
2009-04,243.2,
2009-07,240.1,
2009-10,274.9,
2010-01,270.2,
2010-04,313.8,
2010-07,321.0,
2010-10,332.6,
2011-01,331.3,
2011-04,375.1,
2011-07,425.4,
2011-10,363.8,
2012-01,370.7,
2012-04,406.1,
2012-07,403.5,
2012-10,350.5,
2013-01,402.2,
2013-04,435.2,
2013-07,209.3,
2013-10,202.5,
2014-01,229.8,
2014-04,234.3,
2014-07,230.8,
