"",BBK01.OEAF06M,BBK01.OEAF06M_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:08:27,
2002-01,17.671,
2002-04,18.065,
2002-07,18.486,
2002-10,18.879,
2003-01,19.110,
2003-04,19.102,
2003-07,18.231,
2003-10,18.414,
2004-01,18.174,
2004-04,18.473,
2004-07,18.661,
2004-10,18.031,
2005-01,17.950,
2005-04,18.061,
2005-07,17.649,
2005-10,17.789,
2006-01,17.670,
2006-04,18.177,
2006-07,18.601,
2006-10,17.904,
2007-01,17.824,
2007-04,17.401,
2007-07,17.835,
2007-10,17.949,
2008-01,17.207,
2008-04,17.221,
2008-07,16.697,
2008-10,16.961,
2009-01,17.677,
2009-04,18.746,
2009-07,19.861,
2009-10,19.856,
2010-01,19.871,
2010-04,20.378,
2010-07,20.803,
2010-10,20.954,
2011-01,20.471,
2011-04,20.189,
2011-07,20.227,
2011-10,20.410,
2012-01,20.594,
2012-04,21.147,
2012-07,21.410,
2012-10,21.576,
2013-01,21.136,
2013-04,21.575,
2013-07,21.525,
2013-10,21.868,
2014-01,22.103,
2014-04,21.699,
2014-07,22.301,
