"",BBK01.PQB350,BBK01.PQB350_FLAGS
"",Lending to domestic enterprises and resident individuals / Total / Commercial banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:19:35,
1958-10,13.364,
1959-01,-,Nothing exists
1959-04,13.861,
1959-07,-,Nothing exists
1959-10,15.309,
1960-01,-,Nothing exists
1960-04,16.057,
1960-07,-,Nothing exists
1960-10,17.535,
1961-01,-,Nothing exists
1961-04,19.336,
1961-07,-,Nothing exists
1961-10,20.662,
1962-01,-,Nothing exists
1962-04,21.827,
1962-07,-,Nothing exists
1962-10,22.574,
1963-01,-,Nothing exists
1963-04,23.689,
1963-07,-,Nothing exists
1963-10,24.499,
1964-01,-,Nothing exists
1964-04,25.314,
1964-07,-,Nothing exists
1964-10,26.858,
1965-01,27.188,
1965-04,28.659,
1965-07,29.185,
1965-10,29.415,
1966-01,30.051,
1966-04,31.051,
1966-07,31.338,
1966-10,31.423,
1967-01,30.793,
1967-04,31.491,
1967-07,32.014,
1967-10,33.128,
1968-01,32.782,
1968-04,34.278,
1968-07,35.378,
1968-10,37.239,
1969-01,38.832,
1969-04,40.431,
1969-07,41.883,
1969-10,47.187,
1970-01,47.296,
1970-04,49.664,
1970-07,50.587,
1970-10,52.915,
1971-01,53.313,
1971-04,55.743,
1971-07,58.090,
1971-10,62.247,
1972-01,63.968,
1972-04,67.920,
1972-07,69.692,
1972-10,75.311,
1973-01,76.400,
1973-04,78.509,
1973-07,80.018,
1973-10,80.130,
1974-01,80.501,
1974-04,82.651,
1974-07,83.006,
1974-10,84.144,
1975-01,80.890,
1975-04,80.331,
1975-07,80.104,
1975-10,84.258,
1976-01,81.561,
1976-04,85.285,
1976-07,86.813,
1976-10,92.919,
1977-01,90.331,
1977-04,93.520,
1977-07,95.699,
1977-10,101.210,
1978-01,97.842,
1978-04,100.998,
1978-07,104.086,
1978-10,110.661,
1979-01,109.470,
1979-04,115.797,
1979-07,117.395,
1979-10,123.843,
1980-01,120.815,
1980-04,124.655,
1980-07,124.803,
1980-10,132.773,
1981-01,131.373,
1981-04,133.000,
1981-07,133.339,
1981-10,137.592,
1982-01,134.098,
1982-04,136.532,
1982-07,137.985,
1982-10,143.029,
1983-01,138.936,
1983-04,143.370,
1983-07,146.333,
1983-10,152.271,
1984-01,150.016,
1984-04,154.037,
1984-07,156.929,
1984-10,162.107,
1985-01,161.752,
1985-04,164.843,
1985-07,164.719,
1985-10,172.039,
1986-01,171.365,
1986-04,176.511,
1986-07,178.769,
1986-10,202.000,
1987-01,200.314,
1987-04,201.534,
1987-07,207.005,
1987-10,211.168,
1988-01,212.758,
1988-04,218.427,
1988-07,221.488,
1988-10,230.693,
1989-01,233.915,
1989-04,241.331,
1989-07,247.243,
1989-10,258.025,
1990-01,266.018,
1990-04,346.319,
1990-07,359.623,
1990-10,370.256,
1991-01,377.350,
1991-04,389.855,
1991-07,396.021,
1991-10,404.081,
1992-01,407.857,
1992-04,419.198,
1992-07,418.768,
1992-10,415.222,
1993-01,375.010,
1993-04,381.908,
1993-07,387.955,
1993-10,398.822,
1994-01,402.269,
1994-04,408.134,
1994-07,417.245,
1994-10,427.094,
1995-01,429.375,
1995-04,443.500,
1995-07,445.295,
1995-10,456.634,
1996-01,464.810,
1996-04,473.645,
1996-07,477.889,
1996-10,496.132,
1997-01,498.727,
1997-04,508.945,
1997-07,509.400,
1997-10,519.767,
1998-01,520.735,
1998-04,527.357,
1998-07,531.271,
1998-10,548.990,
1999-01,533.617,
1999-04,541.825,
1999-07,545.632,
1999-10,559.648,
2000-01,572.895,
2000-04,592.500,
2000-07,599.838,
2000-10,600.485,
2001-01,611.121,
2001-04,605.487,
2001-07,602.061,
2001-10,605.292,
2002-01,600.728,
2002-04,599.932,
2002-07,599.251,
2002-10,594.099,
2003-01,593.585,
2003-04,588.547,
2003-07,586.127,
2003-10,578.939,
2004-01,575.438,
2004-04,573.308,
2004-07,579.402,
2004-10,574.776,
2005-01,578.825,
2005-04,584.103,
2005-07,583.581,
2005-10,580.067,
2006-01,595.925,
2006-04,603.487,
2006-07,611.610,
2006-10,586.679,
2007-01,613.830,
2007-04,617.405,
2007-07,620.828,
2007-10,626.563,
2008-01,651.761,
2008-04,660.366,
2008-07,665.576,
2008-10,662.032,
2009-01,674.562,
2009-04,672.281,
2009-07,671.554,
2009-10,653.805,
2010-01,639.850,
2010-04,653.018,
2010-07,641.021,
2010-10,641.729,
2011-01,648.544,
2011-04,654.771,
2011-07,670.443,
2011-10,670.061,
2012-01,670.256,
2012-04,677.352,
2012-07,685.091,
2012-10,674.798,
2013-01,690.080,
2013-04,703.255,
2013-07,640.905,
2013-10,640.612,
2014-01,644.601,
2014-04,649.617,
2014-07,656.219,
2014-10,657.560,
