"",BBK01.QUV915,BBK01.QUV915_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / Countries in Asia / All currencies",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:22:43,
2001-12,78.009,
2002-01,81.980,
2002-02,81.721,
2002-03,81.974,
2002-04,77.572,
2002-05,76.111,
2002-06,72.553,
2002-07,75.609,
2002-08,74.117,
2002-09,70.205,
2002-10,66.825,
2002-11,63.163,
2002-12,60.938,
2003-01,56.633,
2003-02,56.915,
2003-03,59.470,
2003-04,64.200,
2003-05,57.102,
2003-06,56.967,
2003-07,55.664,
2003-08,53.142,
2003-09,49.274,
2003-10,48.842,
2003-11,46.741,
2003-12,45.961,
2004-01,45.848,
2004-02,43.648,
2004-03,47.183,
2004-04,45.308,
2004-05,45.234,
2004-06,42.713,
2004-07,43.747,
2004-08,46.024,
2004-09,45.358,
2004-10,43.740,
2004-11,43.518,
2004-12,45.192,
2005-01,46.164,
2005-02,47.465,
2005-03,46.772,
2005-04,47.115,
2005-05,47.896,
2005-06,49.709,
2005-07,48.979,
2005-08,48.217,
2005-09,56.129,
2005-10,51.768,
2005-11,53.068,
2005-12,54.742,
2006-01,50.411,
2006-02,51.742,
2006-03,52.764,
2006-04,47.331,
2006-05,45.044,
2006-06,50.572,
2006-07,50.842,
2006-08,50.812,
2006-09,52.218,
2006-10,52.010,
2006-11,54.126,
2006-12,58.171,
2007-01,57.843,
2007-02,55.312,
2007-03,60.694,
2007-04,58.086,
2007-05,59.770,
2007-06,64.468,
2007-07,65.324,
2007-08,66.739,
2007-09,65.000,
2007-10,67.914,
2007-11,70.252,
2007-12,71.285,
2008-01,69.304,
2008-02,68.442,
2008-03,63.365,
2008-04,64.352,
2008-05,66.629,
2008-06,72.790,
2008-07,71.486,
2008-08,72.729,
2008-09,76.732,
2008-10,76.007,
2008-11,80.932,
2008-12,71.431,
2009-01,86.233,
2009-02,85.238,
2009-03,83.947,
2009-04,84.185,
2009-05,75.458,
2009-06,64.869,
2009-07,67.505,
2009-08,66.696,
2009-09,67.887,
2009-10,63.217,
2009-11,64.285,
2009-12,68.893,
2010-01,64.552,
2010-02,65.563,
2010-03,67.895,
2010-04,67.540,
2010-05,74.150,
2010-06,75.377,
2010-07,74.650,
2010-08,76.851,
2010-09,68.136,
2010-10,66.548,
2010-11,70.377,
2010-12,68.186,
2011-01,64.450,
2011-02,66.191,
2011-03,62.003,
2011-04,61.435,
2011-05,56.993,
2011-06,57.217,
2011-07,57.013,
2011-08,57.963,
2011-09,62.190,
2011-10,67.116,
2011-11,70.544,
2011-12,76.565,
2012-01,85.490,
2012-02,84.467,
2012-03,90.243,
2012-04,94.457,
2012-05,99.540,
2012-06,104.438,
2012-07,114.601,
2012-08,114.298,
2012-09,104.066,
2012-10,100.864,
2012-11,95.239,
2012-12,80.629,
2013-01,78.880,
2013-02,78.957,
2013-03,76.279,
2013-04,78.420,
2013-05,75.314,
2013-06,69.868,
2013-07,66.253,
2013-08,66.978,
2013-09,64.218,
2013-10,66.895,
2013-11,66.618,
2013-12,64.342,
2014-01,71.391,
2014-02,69.400,
2014-03,66.324,
2014-04,70.947,
2014-05,72.257,
2014-06,75.312,
2014-07,78.359,
2014-08,78.810,
2014-09,84.535,
2014-10,85.217,
2014-11,90.409,
2014-12,81.366,
