"",BBK01.QX7113,BBK01.QX7113_FLAGS
"","Foreign branches: Liabilities to non-residents, total / Greece / Euro",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:44:38,
1995-01,0.735,
1995-02,0.608,
1995-03,0.782,
1995-04,0.659,
1995-05,0.612,
1995-06,0.416,
1995-07,0.415,
1995-08,0.508,
1995-09,0.440,
1995-10,0.318,
1995-11,0.612,
1995-12,0.630,
1996-01,0.478,
1996-02,0.518,
1996-03,0.512,
1996-04,0.313,
1996-05,0.408,
1996-06,0.331,
1996-07,0.553,
1996-08,0.689,
1996-09,0.837,
1996-10,1.138,
1996-11,1.454,
1996-12,1.079,
1997-01,0.891,
1997-02,0.894,
1997-03,0.788,
1997-04,0.587,
1997-05,0.525,
1997-06,0.511,
1997-07,0.790,
1997-08,0.968,
1997-09,0.818,
1997-10,0.744,
1997-11,0.653,
1997-12,1.009,
1998-01,0.632,
1998-02,0.756,
1998-03,0.670,
1998-04,0.440,
1998-05,0.581,
1998-06,0.654,
1998-07,0.599,
1998-08,0.371,
1998-09,0.604,
1998-10,0.730,
1998-11,1.036,
1998-12,0.761,
1999-01,1.385,
1999-02,1.351,
1999-03,1.152,
1999-04,1.259,
1999-05,1.162,
1999-06,1.132,
1999-07,1.099,
1999-08,0.870,
1999-09,0.878,
1999-10,0.898,
1999-11,1.021,
1999-12,0.273,
2000-01,0.729,
2000-02,0.472,
2000-03,0.690,
2000-04,1.167,
2000-05,0.610,
2000-06,0.545,
2000-07,0.630,
2000-08,0.580,
2000-09,0.700,
2000-10,0.369,
2000-11,0.463,
2000-12,0.293,
2001-01,0.845,
2001-02,0.896,
2001-03,0.927,
2001-04,0.919,
2001-05,0.932,
2001-06,0.834,
2001-07,0.747,
2001-08,1.259,
2001-09,1.532,
2001-10,1.338,
2001-11,1.747,
2001-12,1.162,
2002-01,1.121,
2002-02,2.145,
2002-03,1.567,
2002-04,1.928,
2002-05,2.371,
2002-06,2.918,
2002-07,3.842,
2002-08,3.928,
2002-09,3.155,
2002-10,3.522,
2002-11,3.862,
2002-12,3.081,
2003-01,3.125,
2003-02,3.772,
2003-03,3.487,
2003-04,2.529,
2003-05,2.695,
2003-06,2.398,
2003-07,2.544,
2003-08,2.564,
2003-09,2.493,
2003-10,2.938,
2003-11,2.117,
2003-12,2.077,
2004-01,1.905,
2004-02,1.621,
2004-03,2.086,
2004-04,1.778,
2004-05,2.724,
2004-06,2.785,
2004-07,2.401,
2004-08,2.616,
2004-09,2.152,
2004-10,1.492,
2004-11,1.725,
2004-12,1.704,
2005-01,2.219,
2005-02,2.198,
2005-03,1.781,
2005-04,1.831,
2005-05,2.563,
2005-06,1.921,
2005-07,2.168,
2005-08,2.054,
2005-09,1.250,
2005-10,1.195,
2005-11,1.523,
2005-12,1.472,
2006-01,2.012,
2006-02,1.549,
2006-03,1.245,
2006-04,1.681,
2006-05,1.358,
2006-06,1.045,
2006-07,1.261,
2006-08,1.191,
2006-09,1.132,
2006-10,1.094,
2006-11,1.028,
2006-12,1.068,
2007-01,1.264,
2007-02,0.872,
2007-03,0.934,
2007-04,0.818,
2007-05,1.038,
2007-06,1.016,
2007-07,1.022,
2007-08,1.120,
2007-09,1.009,
2007-10,1.054,
2007-11,1.168,
2007-12,0.870,
2008-01,1.247,
2008-02,1.409,
2008-03,0.890,
2008-04,0.804,
2008-05,0.802,
2008-06,0.986,
2008-07,0.635,
2008-08,0.702,
2008-09,0.525,
2008-10,0.565,
2008-11,0.484,
2008-12,0.480,
2009-01,0.427,
2009-02,0.493,
2009-03,0.366,
2009-04,0.669,
2009-05,0.396,
2009-06,0.449,
2009-07,0.422,
2009-08,0.450,
2009-09,0.358,
2009-10,0.358,
2009-11,0.547,
2009-12,0.378,
2010-01,0.438,
2010-02,0.417,
2010-03,0.412,
2010-04,0.573,
2010-05,0.630,
2010-06,0.576,
2010-07,0.610,
2010-08,0.708,
2010-09,0.662,
2010-10,0.660,
2010-11,0.629,
2010-12,0.532,
2011-01,0.504,
2011-02,0.598,
2011-03,0.516,
2011-04,0.906,
2011-05,0.842,
2011-06,0.685,
2011-07,0.978,
2011-08,1.033,
2011-09,0.933,
2011-10,0.985,
2011-11,0.655,
2011-12,0.721,
2012-01,0.814,
2012-02,0.844,
2012-03,0.861,
2012-04,0.804,
2012-05,0.755,
2012-06,0.632,
2012-07,0.717,
2012-08,0.763,
2012-09,0.811,
2012-10,0.890,
2012-11,0.933,
2012-12,0.828,
2013-01,0.779,
2013-02,0.660,
2013-03,0.648,
2013-04,0.744,
2013-05,0.695,
2013-06,0.535,
2013-07,0.669,
2013-08,0.635,
2013-09,0.683,
2013-10,0.719,
2013-11,0.806,
2013-12,0.776,
2014-01,0.696,
2014-02,0.671,
2014-03,0.874,
2014-04,0.627,
2014-05,0.609,
2014-06,0.636,
2014-07,0.749,
2014-08,0.676,
2014-09,0.622,
2014-10,0.667,
2014-11,0.701,
