"",BBK01.WZ3333,BBK01.WZ3333_FLAGS
"",Term structure of interest rates on Pfandbriefe (method by Svensson) / residual maturity of 12.0 years / end of month,
unit,PROZENT (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:10:51,
2000-01,6.23,
2000-02,6.08,
2000-03,6.01,
2000-04,6.15,
2000-05,6.04,
2000-06,6.07,
2000-07,6.07,
2000-08,6.12,
2000-09,6.12,
2000-10,6.07,
2000-11,5.89,
2000-12,5.75,
2001-01,5.69,
2001-02,5.65,
2001-03,5.71,
2001-04,5.85,
2001-05,5.86,
2001-06,5.85,
2001-07,5.70,
2001-08,5.70,
2001-09,5.51,
2001-10,5.29,
2001-11,5.46,
2001-12,5.54,
2002-01,5.56,
2002-02,5.71,
2002-03,5.75,
2002-04,5.74,
2002-05,5.64,
2002-06,5.53,
2002-07,5.33,
2002-08,5.18,
2002-09,5.11,
2002-10,5.25,
2002-11,5.08,
2002-12,4.94,
2003-01,4.76,
2003-02,4.77,
2003-03,4.91,
2003-04,4.63,
2003-05,4.41,
2003-06,4.62,
2003-07,4.81,
2003-08,4.83,
2003-09,4.83,
2003-10,4.96,
2003-11,4.93,
2003-12,4.84,
2004-01,4.89,
2004-02,4.72,
2004-03,4.68,
2004-04,4.86,
2004-05,4.91,
2004-06,4.73,
2004-07,4.87,
2004-08,4.71,
2004-09,4.65,
2004-10,4.55,
2004-11,4.43,
2004-12,4.28,
2005-01,4.12,
2005-02,4.22,
2005-03,4.19,
2005-04,3.99,
2005-05,3.92,
2005-06,3.76,
2005-07,3.79,
2005-08,3.69,
2005-09,3.64,
2005-10,3.88,
2005-11,3.91,
2005-12,3.85,
2006-01,3.91,
2006-02,3.93,
2006-03,4.17,
2006-04,4.37,
2006-05,4.33,
2006-06,4.45,
2006-07,4.35,
2006-08,4.30,
2006-09,4.18,
2006-10,4.17,
2006-11,4.11,
2006-12,4.15,
2007-01,4.44,
2007-02,4.30,
2007-03,4.40,
2007-04,4.54,
2007-05,4.71,
2007-06,4.89,
2007-07,4.82,
2007-08,4.70,
2007-09,4.78,
2007-10,4.68,
2007-11,4.72,
2007-12,4.89,
2008-01,4.68,
2008-02,4.71,
2008-03,4.70,
2008-04,4.85,
2008-05,4.97,
2008-06,5.07,
2008-07,5.05,
2008-08,4.87,
2008-09,4.87,
2008-10,4.71,
2008-11,4.47,
2008-12,4.40,
2009-01,4.56,
2009-02,4.46,
2009-03,4.50,
2009-04,4.55,
2009-05,4.77,
2009-06,4.61,
2009-07,4.51,
2009-08,4.35,
2009-09,4.34,
2009-10,4.36,
2009-11,4.28,
2009-12,4.37,
2010-01,4.30,
2010-02,4.15,
2010-03,4.11,
2010-04,4.02,
2010-05,3.85,
2010-06,3.82,
2010-07,3.85,
2010-08,3.26,
2010-09,3.47,
2010-10,3.71,
2010-11,3.94,
2010-12,4.13,
2011-01,4.19,
2011-02,4.23,
2011-03,4.35,
2011-04,4.34,
2011-05,4.14,
2011-06,4.22,
2011-07,4.06,
2011-08,3.86,
2011-09,3.65,
2011-10,3.84,
2011-11,3.91,
2011-12,3.62,
2012-01,3.54,
2012-02,3.46,
2012-03,3.53,
2012-04,3.45,
2012-05,2.82,
2012-06,3.18,
2012-07,2.93,
2012-08,2.79,
2012-09,2.63,
2012-10,2.92,
2012-11,2.85,
2012-12,2.54,
2013-01,2.70,
2013-02,2.78,
2013-03,2.77,
2013-04,2.42,
2013-05,2.59,
2013-06,2.80,
2013-07,2.66,
2013-08,2.93,
2013-09,2.87,
2013-10,2.80,
2013-11,2.80,
2013-12,2.94,
2014-01,2.69,
2014-02,2.54,
2014-03,2.50,
2014-04,2.42,
2014-05,2.16,
2014-06,1.99,
2014-07,1.88,
2014-08,1.56,
2014-09,1.63,
2014-10,1.49,
2014-11,1.29,
2014-12,1.17,
2015-01,1.02,
