"",BBK01.WX0024,BBK01.WX0024_FLAGS
"",Disount interest rates pursuant to section 253 (2) of the German Commercial Code including spread / residual maturity of 2.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:02,
2008-12,4.07,
2009-01,4.08,
2009-02,4.08,
2009-03,4.08,
2009-04,4.08,
2009-05,4.07,
2009-06,4.05,
2009-07,4.04,
2009-08,4.02,
2009-09,4.01,
2009-10,4.00,Corrected value
2009-11,3.98,
2009-12,3.97,
2010-01,3.96,
2010-02,3.96,
2010-03,3.95,
2010-04,3.94,
2010-05,3.94,
2010-06,3.93,
2010-07,3.93,
2010-08,3.92,
2010-09,3.91,
2010-10,3.91,
2010-11,3.90,
2010-12,3.90,
2011-01,3.90,
2011-02,3.90,
2011-03,3.91,
2011-04,3.91,
2011-05,3.91,
2011-06,3.91,
2011-07,3.91,
2011-08,3.92,
2011-09,3.93,
2011-10,3.93,
2011-11,3.94,
2011-12,3.94,
2012-01,3.94,
2012-02,3.93,
2012-03,3.92,
2012-04,3.91,
2012-05,3.90,
2012-06,3.90,
2012-07,3.88,
2012-08,3.87,
2012-09,3.85,
2012-10,3.83,
2012-11,3.81,
2012-12,3.79,
2013-01,3.77,
2013-02,3.74,
2013-03,3.71,
2013-04,3.68,
2013-05,3.65,
2013-06,3.62,
2013-07,3.59,
2013-08,3.56,
2013-09,3.53,
2013-10,3.50,
2013-11,3.47,
2013-12,3.43,
2014-01,3.40,
2014-02,3.36,
2014-03,3.33,
2014-04,3.29,
2014-05,3.24,
2014-06,3.20,
2014-07,3.15,
2014-08,3.11,
2014-09,3.06,
2014-10,3.01,
2014-11,2.96,
2014-12,2.90,
2015-01,2.85,
