"",BBNZ1.Q.DE.Y.H.0071.A,BBNZ1.Q.DE.Y.H.0071.A_FLAGS
"",Germany / National accounts / Origin of GDP / All economic sectors / Chain-linked index / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-25 17:37:39,
1991-01,78.17,
1991-04,77.22,
1991-07,77.17,
1991-10,78.23,
1992-01,79.57,
1992-04,78.76,
1992-07,78.63,
1992-10,78.41,
1993-01,77.98,
1993-04,77.76,
1993-07,78.12,
1993-10,78.19,
1994-01,78.77,
1994-04,79.19,
1994-07,79.88,
1994-10,81.20,
1995-01,80.68,
1995-04,81.35,
1995-07,81.62,
1995-10,81.94,
1996-01,80.74,
1996-04,82.20,
1996-07,82.50,
1996-10,83.38,
1997-01,82.66,
1997-04,83.82,
1997-07,84.21,
1997-10,85.22,
1998-01,85.47,
1998-04,85.27,
1998-07,85.65,
1998-10,85.81,
1999-01,85.94,
1999-04,86.34,
1999-07,87.29,
1999-10,88.32,
2000-01,89.37,
2000-04,90.11,
2000-07,90.39,
2000-10,90.55,
2001-01,92.07,
2001-04,91.91,
2001-07,91.98,
2001-10,92.27,
2002-01,92.13,
2002-04,92.20,
2002-07,92.53,
2002-10,92.52,
2003-01,91.42,
2003-04,91.23,
2003-07,92.08,
2003-10,92.25,
2004-01,92.27,
2004-04,93.07,
2004-07,92.88,
2004-10,92.79,
2005-01,92.70,
2005-04,93.21,
2005-07,93.91,
2005-10,94.33,
2006-01,95.24,
2006-04,96.72,
2006-07,97.97,
2006-10,99.06,
2007-01,99.89,
2007-04,100.78,
2007-07,101.69,
2007-10,102.14,
2008-01,102.96,
2008-04,102.74,
2008-07,102.27,
2008-10,99.97,
2009-01,95.34,
2009-04,95.28,
2009-07,95.91,
2009-10,96.58,
2010-01,98.14,
2010-04,99.55,
2010-07,100.36,
2010-10,100.96,
2011-01,103.15,
2011-04,103.10,
2011-07,103.68,
2011-10,103.58,
2012-01,104.07,
2012-04,104.25,
2012-07,104.37,
2012-10,103.68,
2013-01,103.63,
2013-04,104.10,
2013-07,104.48,
2013-10,105.08,
2014-01,105.98,
2014-04,105.52,
2014-07,105.77,
2014-10,106.23,
