"",BBK01.OEAC05G,BBK01.OEAC05G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:49:57,
2002-01,23.591,
2002-04,24.472,
2002-07,23.777,
2002-10,23.910,
2003-01,23.129,
2003-04,22.541,
2003-07,22.121,
2003-10,22.155,
2004-01,21.780,
2004-04,22.018,
2004-07,21.255,
2004-10,20.923,
2005-01,20.751,
2005-04,20.676,
2005-07,20.483,
2005-10,20.321,
2006-01,20.252,
2006-04,20.417,
2006-07,20.041,
2006-10,19.826,
2007-01,19.797,
2007-04,19.966,
2007-07,19.889,
2007-10,20.189,
2008-01,20.622,
2008-04,20.779,
2008-07,21.369,
2008-10,20.792,
2009-01,20.819,
2009-04,21.041,
2009-07,20.879,
2009-10,20.025,
2010-01,20.726,
2010-04,20.387,
2010-07,19.950,
2010-10,19.793,
2011-01,20.019,
2011-04,20.099,
2011-07,20.309,
2011-10,20.236,
2012-01,20.647,
2012-04,21.177,
2012-07,21.249,
2012-10,21.407,
2013-01,21.603,
2013-04,21.834,
2013-07,21.427,
2013-10,21.297,
2014-01,21.451,
2014-04,21.722,
2014-07,21.673,
