"",BBK01.OEAA49N,BBK01.OEAA49N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:18:21,
2002-01,25.012,
2002-04,24.122,
2002-07,24.726,
2002-10,24.643,
2003-01,24.070,
2003-04,25.377,
2003-07,23.775,
2003-10,21.529,
2004-01,20.378,
2004-04,21.524,
2004-07,19.638,
2004-10,15.744,
2005-01,19.826,
2005-04,20.328,
2005-07,23.613,
2005-10,25.500,
2006-01,26.182,
2006-04,33.787,
2006-07,39.137,
2006-10,40.584,
2007-01,36.404,
2007-04,41.032,
2007-07,43.693,
2007-10,45.934,
2008-01,39.622,
2008-04,44.081,
2008-07,47.655,
2008-10,49.100,
2009-01,44.723,
2009-04,42.605,
2009-07,41.803,
2009-10,42.715,
2010-01,43.564,
2010-04,41.111,
2010-07,37.219,
2010-10,35.146,
2011-01,30.829,
2011-04,31.202,
2011-07,31.122,
2011-10,32.413,
2012-01,30.097,
2012-04,25.601,
2012-07,26.460,
2012-10,22.609,
2013-01,23.280,
2013-04,22.730,
2013-07,21.892,
2013-10,21.588,
2014-01,21.484,
2014-04,21.335,
2014-07,21.121,
