"",BBK01.OEAC23N,BBK01.OEAC23N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:52:10,
2002-01,2.286,
2002-04,1.912,
2002-07,2.297,
2002-10,2.152,
2003-01,2.115,
2003-04,1.916,
2003-07,2.389,
2003-10,2.415,
2004-01,2.828,
2004-04,2.614,
2004-07,2.613,
2004-10,1.964,
2005-01,4.441,
2005-04,1.953,
2005-07,2.241,
2005-10,2.208,
2006-01,2.950,
2006-04,2.564,
2006-07,2.759,
2006-10,3.063,
2007-01,3.691,
2007-04,5.262,
2007-07,4.601,
2007-10,5.537,
2008-01,6.254,
2008-04,6.207,
2008-07,10.446,
2008-10,11.810,
2009-01,10.107,
2009-04,13.296,
2009-07,18.327,
2009-10,13.665,
2010-01,12.481,
2010-04,21.014,
2010-07,17.710,
2010-10,16.771,
2011-01,17.138,
2011-04,20.547,
2011-07,36.301,
2011-10,33.878,
2012-01,25.778,
2012-04,24.898,
2012-07,27.174,
2012-10,21.987,
2013-01,24.678,
2013-04,22.638,
2013-07,4.462,
2013-10,4.342,
2014-01,4.780,
2014-04,4.460,
2014-07,4.141,
