"",BBK01.OUD018,BBK01.OUD018_FLAGS
"",Money market paper issued by foreign banks (MFIs) / Regional banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:47:08,
1993-12,0.043,
1994-01,0.051,
1994-02,0.049,
1994-03,0.034,
1994-04,0.037,
1994-05,0.024,
1994-06,0.024,
1994-07,0.029,
1994-08,0.044,
1994-09,0.074,
1994-10,0.047,
1994-11,0.056,
1994-12,0.040,
1995-01,0.016,
1995-02,0.013,
1995-03,0.012,
1995-04,0.011,
1995-05,0.024,
1995-06,0.014,
1995-07,0.012,
1995-08,0.010,
1995-09,0.010,
1995-10,0.012,
1995-11,0.011,
1995-12,0.006,
1996-01,0.014,
1996-02,0.033,
1996-03,0.022,
1996-04,0.026,
1996-05,0.025,
1996-06,0.023,
1996-07,0.025,
1996-08,0.021,
1996-09,0.018,
1996-10,0.026,
1996-11,0.024,
1996-12,0.030,
1997-01,0.030,
1997-02,0.030,
1997-03,0.030,
1997-04,0.028,
1997-05,0.041,
1997-06,0.036,
1997-07,0.057,
1997-08,0.046,
1997-09,0.050,
1997-10,0.079,
1997-11,0.072,
1997-12,0.024,
1998-01,0.053,
1998-02,0.027,
1998-03,0.800,
1998-04,0.039,
1998-05,0.036,
1998-06,0.034,
1998-07,0.035,
1998-08,0.018,
1998-09,0.022,
1998-10,0.024,
1998-11,0.020,
1998-12,0.019,
1999-01,0.003,
1999-02,0.008,
1999-03,0.003,
1999-04,0.010,
1999-05,0.006,
1999-06,0.006,
1999-07,0.049,
1999-08,0.049,
1999-09,0.114,
1999-10,0.116,
1999-11,0.114,
1999-12,0.114,
2000-01,0.114,
2000-02,0.114,
2000-03,0.117,
2000-04,0.122,
2000-05,0.124,
2000-06,0.073,
2000-07,0.074,
2000-08,0.074,
2000-09,0.009,
2000-10,0.009,
2000-11,0.051,
2000-12,0.054,
2001-01,0.054,
2001-02,0.059,
2001-03,0.057,
2001-04,0.051,
2001-05,0.051,
2001-06,0.051,
2001-07,0.051,
2001-08,0.052,
2001-09,0.052,
2001-10,0.034,
2001-11,0.006,
2001-12,0.011,
2002-01,0.012,
2002-02,0.006,
2002-03,0.011,
2002-04,0.006,
2002-05,0.005,
2002-06,0.005,
2002-07,0.005,
2002-08,0.010,
2002-09,0.010,
2002-10,0.010,
2002-11,4.093,
2002-12,0.026,
2003-01,0.026,
2003-02,0.011,
2003-03,0.001,
2003-04,0.001,
2003-05,-,Nothing exists
2003-06,0.003,
2003-07,0.003,
2003-08,0.005,
2003-09,0.003,
2003-10,0.003,
2003-11,0.003,
2003-12,-,Nothing exists
2004-01,-,Nothing exists
2004-02,-,Nothing exists
2004-03,0.002,
2004-04,-,Nothing exists
2004-05,-,Nothing exists
2004-06,0.001,
2004-07,0.001,
2004-08,-,Nothing exists
2004-09,-,Nothing exists
2004-10,0.005,
2004-11,0.031,
2004-12,0.026,
2005-01,0.006,
2005-02,0.006,
2005-03,0.006,
2005-04,0.006,
2005-05,0.006,
2005-06,0.012,
2005-07,0.002,
2005-08,0.014,
2005-09,-,Nothing exists
2005-10,0.015,
2005-11,0.016,
2005-12,0.001,
2006-01,0.001,
2006-02,-,Nothing exists
2006-03,1.116,
2006-04,1.115,
2006-05,1.100,
2006-06,1.500,
2006-07,1.500,
2006-08,1.715,
2006-09,1.700,
2006-10,1.700,
2006-11,1.700,
2006-12,1.710,
2007-01,1.720,
2007-02,1.721,
2007-03,1.737,
2007-04,1.735,
2007-05,1.710,
2007-06,1.735,
2007-07,1.710,
2007-08,2.010,
2007-09,2.010,
2007-10,2.010,
2007-11,1.810,
2007-12,3.601,
2008-01,3.901,
2008-02,3.701,
2008-03,3.252,
2008-04,3.451,
2008-05,3.733,
2008-06,3.440,
2008-07,3.381,
2008-08,3.631,
2008-09,3.313,
2008-10,3.237,
2008-11,2.508,
2008-12,1.926,
2009-01,1.327,
2009-02,1.424,
2009-03,0.863,
2009-04,0.486,
2009-05,0.230,
2009-06,0.125,
2009-07,0.110,
2009-08,0.149,
2009-09,0.150,
2009-10,0.100,
2009-11,0.009,
2009-12,0.010,
2010-01,0.010,
2010-02,0.040,
2010-03,0.040,
2010-04,0.040,
2010-05,0.030,
2010-06,0.030,
2010-07,0.030,
2010-08,0.030,
2010-09,0.030,
2010-10,0.030,
2010-11,0.032,
2010-12,0.030,
2011-01,0.030,
2011-02,0.001,
2011-03,-,Nothing exists
2011-04,0.015,
2011-05,0.015,
2011-06,0.025,
2011-07,0.026,
2011-08,0.027,
2011-09,0.027,
2011-10,0.030,
2011-11,0.028,
2011-12,0.027,
2012-01,0.029,
2012-02,0.102,
2012-03,0.135,
2012-04,0.140,
2012-05,0.155,
2012-06,0.151,
2012-07,0.152,
2012-08,0.152,
2012-09,0.137,
2012-10,0.162,
2012-11,0.085,
2012-12,0.059,
2013-01,0.063,
2013-02,0.053,
2013-03,0.047,
2013-04,0.068,
2013-05,0.052,
2013-06,0.052,
2013-07,0.053,
2013-08,0.049,
2013-09,0.042,
2013-10,0.042,
2013-11,0.044,
2013-12,0.137,
2014-01,0.136,
2014-02,0.147,
2014-03,0.134,
2014-04,0.134,
2014-05,0.134,
2014-06,0.116,
2014-07,0.115,
2014-08,0.064,
2014-09,0.066,
2014-10,0.086,
2014-11,0.150,
2014-12,0.180,Provisional value
