"",BBK01.OEAH38G,BBK01.OEAH38G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:20,
2002-01,1.818,
2002-04,1.784,
2002-07,1.723,
2002-10,1.663,
2003-01,1.640,
2003-04,1.682,
2003-07,1.624,
2003-10,1.567,
2004-01,1.526,
2004-04,1.569,
2004-07,1.565,
2004-10,1.644,
2005-01,1.723,
2005-04,1.857,
2005-07,1.825,
2005-10,1.802,
2006-01,1.803,
2006-04,1.808,
2006-07,1.826,
2006-10,1.792,
2007-01,1.696,
2007-04,1.680,
2007-07,1.646,
2007-10,1.633,
2008-01,1.724,
2008-04,1.697,
2008-07,1.671,
2008-10,1.654,
2009-01,1.505,
2009-04,1.440,
2009-07,1.480,
2009-10,1.478,
2010-01,1.492,
2010-04,1.429,
2010-07,1.475,
2010-10,1.439,
2011-01,1.352,
2011-04,1.381,
2011-07,1.307,
2011-10,1.298,
2012-01,1.323,
2012-04,1.258,
2012-07,1.237,
2012-10,1.232,
2013-01,1.305,
2013-04,1.293,
2013-07,1.232,
2013-10,1.227,
2014-01,1.285,
2014-04,1.233,
2014-07,1.209,
