"",BBK01.TXI357,BBK01.TXI357_FLAGS
"",LENDING TO ENTERPRISES AND HOUSEHOLDS / TOTAL / GERMAN CONTRIBUTION,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:21,
1980-01,583140,
1980-02,587742,
1980-03,594038,
1980-04,598847,
1980-05,603041,
1980-06,610564,
1980-07,611817,
1980-08,613975,
1980-09,619661,
1980-10,624744,
1980-11,632242,
1980-12,645190,
1981-01,643749,
1981-02,650277,
1981-03,654422,
1981-04,656813,
1981-05,659614,
1981-06,668012,
1981-07,669128,
1981-08,672330,
1981-09,677554,
1981-10,680820,
1981-11,682536,
1981-12,692286,
1982-01,690052,
1982-02,690960,
1982-03,692956,
1982-04,693898,
1982-05,696020,
1982-06,703901,
1982-07,706707,
1982-08,708605,
1982-09,713803,
1982-10,717847,
1982-11,718017,
1982-12,729456,
1983-01,724211,
1983-02,725435,
1983-03,728393,
1983-04,731306,
1983-05,734539,
1983-06,744492,
1983-07,746515,
1983-08,750306,
1983-09,758218,
1983-10,761865,
1983-11,765852,
1983-12,779117,
1984-01,774353,
1984-02,777307,
1984-03,782140,
1984-04,784359,
1984-05,788616,
1984-06,796018,
1984-07,798334,
1984-08,801515,
1984-09,809260,
1984-10,812274,
1984-11,815578,
1984-12,827240,
1985-01,824360,
1985-02,828601,
1985-03,834259,
1985-04,834954,
1985-05,837586,
1985-06,845889,
1985-07,844929,
1985-08,846366,
1985-09,851337,
1985-10,855835,
1985-11,860752,
1985-12,882088,
1986-01,877176,
1986-02,879336,
1986-03,884474,
1986-04,886617,
1986-05,889825,
1986-06,898500,
1986-07,899514,
1986-08,901678,
1986-09,905699,
1986-10,907308,
1986-11,911187,
1986-12,918841,
1987-01,916396,
1987-02,915726,
1987-03,918024,
1987-04,918198,
1987-05,919302,
1987-06,925825,
1987-07,927326,
1987-08,931303,
1987-09,938793,
1987-10,942240,
1987-11,942452,
1987-12,949080,
1988-01,945724,
1988-02,946861,
1988-03,951891,
1988-04,952823,
1988-05,955546,
1988-06,965415,
1988-07,966510,
1988-08,969192,
1988-09,976157,
1988-10,977821,
1988-11,982240,
1988-12,994243,
1989-01,991531,
1989-02,995943,
1989-03,1001282,
1989-04,1005538,
1989-05,1009915,
1989-06,1020380,
1989-07,1022109,
1989-08,1025301,
1989-09,1036351,
1989-10,1041191,
1989-11,1048440,
1989-12,1065468,
1990-01,1069412,
1990-02,1076504,
1990-03,1084661,
1990-04,1088357,
1990-05,1091800,
1990-06,1193498,
1990-07,1197803,
1990-08,1203987,
1990-09,1218268,
1990-10,1223348,
1990-11,1229148,
1990-12,1251231,
1991-01,1250728,
1991-02,1253556,
1991-03,1268409,
1991-04,1274569,
1991-05,1283922,
1991-06,1301454,
1991-07,1310062,
1991-08,1316144,
1991-09,1328670,
1991-10,1340946,
1991-11,1355843,
1991-12,1380676,
1992-01,1385070,
1992-02,1393957,
1992-03,1406244,
1992-04,1418785,
1992-05,1427411,
1992-06,1446595,
1992-07,1451458,
1992-08,1460738,
1992-09,1469875,
1992-10,1482081,
1992-11,1493462,
1992-12,1499696,
1993-01,1501105,
1993-02,1508432,
1993-03,1520584,
1993-04,1525467,
1993-05,1533329,
1993-06,1547752,
1993-07,1555533,
1993-08,1558463,
1993-09,1577499,
1993-10,1592007,
1993-11,1600380,
1993-12,1636810,
1994-01,1638376,
1994-02,1642321,
1994-03,1657340,
1994-04,1666265,
1994-05,1672256,
1994-06,1688260,
1994-07,1698134,
1994-08,1707158,
1994-09,1721179,
1994-10,1733025,
1994-11,1746185,
1994-12,1754184,
1995-01,1723358,
1995-02,1730214,
1995-03,1735272,
1995-04,1743299,
1995-05,1747738,
1995-06,1763192,
1995-07,1764498,
1995-08,1773726,
1995-09,1790751,
1995-10,1797314,
1995-11,1812226,
1995-12,1834591,
1996-01,1836002,
1996-02,1843738,
1996-03,1856682,
1996-04,1869237,
1996-05,1874760,
1996-06,1882301,
1996-07,1887926,
1996-08,1896703,
1996-09,1906543,
1996-10,1915180,
1996-11,1929376,
1996-12,1968259,
1997-01,1965059,
1997-02,1978000,
1997-03,1990026,
1997-04,1999153,
1997-05,2008820,
1997-06,2024156,
1997-07,2026110,
1997-08,2033968,
1997-09,2044587,
1997-10,2050058,
1997-11,2060209,
1997-12,2087755,
1998-01,2093410,
1998-02,2106023,
1998-03,2126028,
1998-04,2142333,
1998-05,2152625,
1998-06,2154034,
1998-07,2156768,
1998-08,2166077,
1998-09,2181193,
1998-10,2191808,
1998-11,2211813,
1998-12,2261717,
1999-01,2235486,
1999-02,2241885,
1999-03,2270362,
1999-04,2282909,
1999-05,2296413,
1999-06,2301478,
1999-07,2308060,
1999-08,2314767,
1999-09,2330257,
1999-10,2341224,
1999-11,2360990,
1999-12,2391709,
2000-01,2399968,
2000-02,2414007,
2000-03,2457732,
2000-04,2474481,
2000-05,2489870,
2000-06,2462978,
2000-07,2467347,
2000-08,2479823,
2000-09,2499755,
2000-10,2505751,
2000-11,2518979,
2000-12,2529437,
2001-01,2539844,
2001-02,2557740,
2001-03,2582702,
2001-04,2592401,
2001-05,2601139,
2001-06,2578009,
2001-07,2569455,
2001-08,2566265,
2001-09,2575013,
2001-10,2579879,
2001-11,2587215,
2001-12,2608327,
2002-01,2600594,
2002-02,2600119,
2002-03,2597626,
2002-04,2605714,
2002-05,2606899,
2002-06,2596011,
2002-07,2589539,
2002-08,2594922,
2002-09,2605334,
2002-10,2611277,
2002-11,2615301,
2002-12,2630793,
2003-01,2623186,
2003-02,2627275,
2003-03,2624815,
2003-04,2629034,
2003-05,2629887,
2003-06,2629773,
2003-07,2620758,
2003-08,2624789,
2003-09,2634590,
2003-10,2624543,
2003-11,2637885,
2003-12,2630942,
2004-01,2621056,
2004-02,2619529,
2004-03,2629494,
2004-04,2646048,
2004-05,2634523,
2004-06,2621623,
2004-07,2619373,
2004-08,2607967,
2004-09,2616924,
2004-10,2615445,
2004-11,2625970,
2004-12,2620262,
2005-01,2623939,
2005-02,2622035,
2005-03,2619750,
2005-04,2669980,
2005-05,2656065,
2005-06,2644933,
2005-07,2646816,
2005-08,2648763,
2005-09,2666297,
2005-10,2676608,
