"",BBDB1.A.DE.N.BN2BCDEF.C.IFRS.B.A.K.P.P007.ABA.A,BBDB1.A.DE.N.BN2BCDEF.C.IFRS.B.A.K.P.P007.ABA.A_FLAGS
"",Liabilities / absolute value / Non-financial listed groups / Germany / Groups with a focus on the production sector / Equity and liabilities,
unit,Euro (hypothetically euro-based),
unit multiplier,thousand,
last update,2014-12-15 13:13:12,
2005,823611000,
2006,854972730,
2007,829925775,
2008,950757511,
2009,938475934,
2010,982391477,
2011,1052635025,
2012,1096840060,
2013,1102332348,
"","General: Non-financial groups listed in Germany, which publish IFRS consolidated financial statements on a quarterly basis and make a noteworthy contribution to value added in Germany. Including groups in agriculture and forestry. End-of-year data.",
