"",BBK01.WU0054,BBK01.WU0054_FLAGS
"",Gross sales of domestic debt securities at nominal value / Bank debt securities,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-11 10:15:12,
1948-01,-,Nothing exists
1948-02,-,Nothing exists
1948-03,-,Nothing exists
1948-04,-,Nothing exists
1948-05,-,Nothing exists
1948-06,-,Nothing exists
1948-07,0,
1948-08,-,Nothing exists
1948-09,0,
1948-10,4,
1948-11,1,
1948-12,-,Nothing exists
1949-01,9,
1949-02,5,
1949-03,12,
1949-04,20,
1949-05,5,
1949-06,7,
1949-07,9,
1949-08,9,
1949-09,14,
1949-10,11,
1949-11,7,
1949-12,23,
1950-01,46,
1950-02,14,
1950-03,14,
1950-04,10,
1950-05,13,
1950-06,11,
1950-07,15,
1950-08,22,
1950-09,14,
1950-10,14,
1950-11,13,
1950-12,22,
1951-01,24,
1951-02,15,
1951-03,17,
1951-04,41,
1951-05,11,
1951-06,15,
1951-07,31,
1951-08,30,
1951-09,34,
1951-10,40,
1951-11,25,
1951-12,38,
1952-01,28,
1952-02,12,
1952-03,35,
1952-04,44,
1952-05,31,
1952-06,19,
1952-07,18,
1952-08,23,
1952-09,31,
1952-10,42,
1952-11,48,
1952-12,187,
1953-01,61,
1953-02,44,
1953-03,55,
1953-04,57,
1953-05,50,
1953-06,51,
1953-07,88,
1953-08,58,
1953-09,51,
1953-10,107,
1953-11,84,
1953-12,162,
1954-01,117,
1954-02,168,
1954-03,79,
1954-04,90,
1954-05,121,
1954-06,286,
1954-07,236,
1954-08,161,
1954-09,123,
1954-10,104,
1954-11,117,
1954-12,171,
1955-01,183,
1955-02,102,
1955-03,30,
1955-04,99,
1955-05,106,
1955-06,200,
1955-07,248,
1955-08,137,
1955-09,142,
1955-10,107,
1955-11,39,
1955-12,98,
1956-01,82,
1956-02,95,
1956-03,100,
1956-04,90,
1956-05,73,
1956-06,92,
1956-07,67,
1956-08,41,
1956-09,69,
1956-10,34,
1956-11,34,
1956-12,78,
1957-01,87,
1957-02,51,
1957-03,74,
1957-04,77,
1957-05,92,
1957-06,54,
1957-07,112,
1957-08,121,
1957-09,161,
1957-10,167,
1957-11,176,
1957-12,133,
1958-01,183,
1958-02,235,
1958-03,208,
1958-04,262,
1958-05,86,
1958-06,147,
1958-07,251,
1958-08,237,
1958-09,178,
1958-10,199,
1958-11,141,
1958-12,164,
1959-01,610,
1959-02,237,
1959-03,247,
1959-04,279,
1959-05,323,
1959-06,224,
1959-07,343,
1959-08,191,
1959-09,222,
1959-10,145,
1959-11,238,
1959-12,296,
1960-01,214,
1960-02,178,
1960-03,192,
1960-04,160,
1960-05,138,
1960-06,89,
1960-07,249,
1960-08,224,
1960-09,135,
1960-10,182,
1960-11,112,
1960-12,155,
1961-01,368,
1961-02,297,
1961-03,394,
1961-04,289,
1961-05,290,
1961-06,378,
1961-07,253,
1961-08,295,
1961-09,255,
1961-10,316,
1961-11,269,
1961-12,329,
1962-01,543,
1962-02,355,
1962-03,332,
1962-04,261,
1962-05,413,
1962-06,282,
1962-07,412,
1962-08,303,
1962-09,350,
1962-10,269,
1962-11,252,
1962-12,313,
1963-01,766,
1963-02,298,
1963-03,420,
1963-04,427,
1963-05,403,
1963-06,353,
1963-07,455,
1963-08,423,
1963-09,341,
1963-10,465,
1963-11,439,
1963-12,472,
1964-01,1059,
1964-02,467,
1964-03,506,
1964-04,554,
1964-05,304,
1964-06,388,
1964-07,536,
1964-08,440,
1964-09,411,
1964-10,428,
1964-11,321,
1964-12,617,
1965-01,695,
1965-02,689,
1965-03,481,
1965-04,474,
1965-05,323,
1965-06,412,
1965-07,671,
1965-08,311,
1965-09,338,
1965-10,305,
1965-11,374,
1965-12,378,
1966-01,636,
1966-02,336,
1966-03,287,
1966-04,230,
1966-05,251,
1966-06,245,
1966-07,306,
1966-08,286,
1966-09,322,
1966-10,270,
1966-11,239,
1966-12,460,
1967-01,469,
1967-02,468,
1967-03,495,
1967-04,360,
1967-05,530,
1967-06,429,
1967-07,567,
1967-08,527,
1967-09,506,
1967-10,712,
1967-11,633,
1967-12,601,
1968-01,1258,
1968-02,783,
1968-03,765,
1968-04,671,
1968-05,639,
1968-06,526,
1968-07,786,
1968-08,767,
1968-09,526,
1968-10,746,
1968-11,479,
1968-12,926,
1969-01,1052,
1969-02,843,
1969-03,493,
1969-04,632,
1969-05,750,
1969-06,355,
1969-07,771,
1969-08,670,
1969-09,575,
1969-10,825,
1969-11,452,
1969-12,483,
1970-01,453,
1970-02,569,
1970-03,721,
1970-04,748,
1970-05,396,
1970-06,511,
1970-07,786,
1970-08,667,
1970-09,637,
1970-10,792,
1970-11,793,
1970-12,1011,
1971-01,779,
1971-02,527,
1971-03,807,
1971-04,1044,
1971-05,805,
1971-06,677,
1971-07,1180,
1971-08,884,
1971-09,904,
1971-10,958,
1971-11,945,
1971-12,1086,
1972-01,2458,
1972-02,1934,
1972-03,1703,
1972-04,1570,
1972-05,1596,
1972-06,1601,
1972-07,1868,
1972-08,1433,
1972-09,1268,
1972-10,1046,
1972-11,1055,
1972-12,1194,
1973-01,1836,
1973-02,2102,
1973-03,1239,
1973-04,1125,
1973-05,1456,
1973-06,2179,
1973-07,1936,
1973-08,1849,
1973-09,990,
1973-10,1734,
1973-11,922,
1973-12,1082,
1974-01,1339,
1974-02,857,
1974-03,1139,
1974-04,1837,
1974-05,1524,
1974-06,1522,
1974-07,1892,
1974-08,2330,
1974-09,1633,
1974-10,1948,
1974-11,2349,
1974-12,1671,
1975-01,2519,
1975-02,2611,
1975-03,2050,
1975-04,2657,
1975-05,2057,
1975-06,2112,
1975-07,2576,
1975-08,2262,
1975-09,2883,
1975-10,2854,
1975-11,2217,
1975-12,2394,
1976-01,3664,
1976-02,2998,
1976-03,2703,
1976-04,2008,
1976-05,1513,
1976-06,1734,
1976-07,2661,
1976-08,2486,
1976-09,1991,
1976-10,2114,
1976-11,1530,
1976-12,1639,
1977-01,3001,
1977-02,1785,
1977-03,2516,
1977-04,1880,
1977-05,1500,
1977-06,2014,
1977-07,3289,
