"",BBK01.EU8132,BBK01.EU8132_FLAGS
"",External position of the Bundesbank since the beginning of EMU / Securities / Bonds and notes,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:53:31,
1998-12,39752.656,comment
1999-01,33241.268,
1999-02,32850.889,
1999-03,35399.929,
1999-04,34258.100,
1999-05,34838.351,
1999-06,35581.309,
1999-07,35880.187,
1999-08,36539.893,
1999-09,35297.227,
1999-10,36827.601,
1999-11,36390.523,
1999-12,39117.728,
2000-01,41117.436,
2000-02,40775.152,
2000-03,42197.167,
2000-04,41571.362,
2000-05,42102.445,
2000-06,42951.964,
2000-07,40374.140,
2000-08,41467.241,
2000-09,44901.515,
2000-10,45334.902,
2000-11,45065.396,
2000-12,42926.661,
2001-01,43862.310,
2001-02,42773.619,
2001-03,42507.214,
2001-04,41692.670,
2001-05,44622.107,
2001-06,43718.666,
2001-07,41627.942,
2001-08,40723.264,
2001-09,41285.245,
2001-10,41429.800,
2001-11,41022.819,
2001-12,40263.914,
2002-01,38685.727,
2002-02,37436.700,
2002-03,36935.243,
2002-04,36594.849,
2002-05,34401.952,
2002-06,31572.514,
2002-07,31170.794,
2002-08,29867.913,
2002-09,29539.096,
2002-10,28737.930,
2002-11,29074.553,
2002-12,27972.607,
2003-01,26669.547,
2003-02,26902.142,
2003-03,26012.987,
2003-04,24941.463,
2003-05,23647.787,
2003-06,23676.326,
2003-07,22961.575,
2003-08,25045.183,
2003-09,23623.738,
2003-10,24033.953,
2003-11,23227.152,
2003-12,21500.237,
2004-01,22367.842,
2004-02,22463.169,
2004-03,22716.180,
2004-04,23088.805,
2004-05,22707.543,
2004-06,20042.428,
2004-07,20853.496,
2004-08,20470.609,
2004-09,19808.828,
2004-10,17889.977,
2004-11,17942.207,
2004-12,17597.781,
2005-01,20259.125,
2005-02,19358.373,
2005-03,19719.709,
2005-04,19678.979,
2005-05,21274.163,
2005-06,21415.824,
2005-07,22049.688,
2005-08,20901.889,
2005-09,20855.363,
2005-10,21239.247,
2005-11,21827.075,
2005-12,22349.350,
2006-01,22069.400,
2006-02,23319.317,
2006-03,20813.438,
2006-04,21431.638,
2006-05,21117.687,
2006-06,20635.282,
2006-07,21025.764,
2006-08,21748.434,
2006-09,22226.199,
2006-10,22455.494,
2006-11,21712.736,
2006-12,21381.405,
2007-01,22497.986,
2007-02,21931.902,
2007-03,22311.497,
2007-04,22749.086,
2007-05,23025.253,
2007-06,23020.485,
2007-07,22011.741,
2007-08,22430.658,
2007-09,21753.360,
2007-10,21507.056,
2007-11,21074.211,
2007-12,20718.733,
2008-01,20598.993,
2008-02,20088.457,
2008-03,20241.386,
2008-04,21505.332,
2008-05,21400.680,
2008-06,19079.503,
2008-07,18695.144,
2008-08,19945.831,
2008-09,20429.985,
2008-10,22908.015,
2008-11,23712.342,
2008-12,21663.986,
2009-01,22731.648,
2009-02,23379.868,
2009-03,22454.554,
2009-04,22641.457,
2009-05,21920.434,
2009-06,20719.728,
2009-07,20319.564,
2009-08,18799.698,
2009-09,16957.895,
2009-10,15818.390,
2009-11,15522.039,
2009-12,16385.601,
2010-01,16724.044,
2010-02,17675.530,
2010-03,19933.931,
2010-04,19589.343,
2010-05,21137.023,
2010-06,20835.141,
2010-07,19824.343,
2010-08,20844.758,
2010-09,19444.901,
2010-10,18709.377,
2010-11,20215.477,
2010-12,19785.488,
2011-01,19985.514,
2011-02,19974.743,
2011-03,19407.470,
2011-04,19030.737,
2011-05,19884.228,
2011-06,20252.471,
2011-07,20238.584,
2011-08,21162.783,
2011-09,22333.785,
2011-10,22112.219,
2011-11,22236.132,
2011-12,22722.184,
2012-01,22484.993,
2012-02,23543.427,
2012-03,23527.281,
2012-04,22486.038,
2012-05,24788.523,
2012-06,24794.378,
2012-07,24554.515,
2012-08,23019.739,
2012-09,21868.837,
2012-10,21766.248,
2012-11,22722.768,
2012-12,22026.407,
2013-01,21241.537,
2013-02,21175.788,
2013-03,22280.631,
2013-04,22380.724,
2013-05,22341.951,
2013-06,22967.443,
2013-07,22395.042,
2013-08,23861.505,
2013-09,22661.184,
2013-10,22470.731,
2013-11,23633.210,
2013-12,23116.599,
2014-01,23983.082,
2014-02,23765.217,
2014-03,23943.961,
2014-04,22939.494,
2014-05,23680.096,
2014-06,24529.763,
2014-07,23050.733,
2014-08,22913.846,
2014-09,23635.808,
2014-10,23717.936,
2014-11,24304.083,
2014-12,25295.005,
2015-01,26808.386,
