"",BBK01.BQ1830,BBK01.BQ1830_FLAGS
1978-04,-,Nothing exists
1978-07,-,Nothing exists
1978-10,-,Nothing exists
1979-01,-,Nothing exists
1979-04,-,Nothing exists
1979-07,-,Nothing exists
1979-10,302.7,
1980-01,740.8,
1980-04,2984.0,
1980-07,3753.1,
1980-10,4418.1,
1981-01,6836.9,
1981-04,7832.6,
1981-07,8905.7,
1981-10,10251.2,
1982-01,11865.9,
1982-04,12628.7,
1982-07,14731.0,
1982-10,17536.5,
1983-01,20063.2,
1983-04,21180.5,
1983-07,22731.8,
1983-10,24160.9,
1984-01,26388.9,
1984-04,27519.2,
1984-07,29740.8,
1984-10,31313.7,
1985-01,31784.6,
1985-04,32853.6,
1985-07,35056.4,
1985-10,36789.8,
1986-01,37468.2,
1986-04,39081.8,
1986-07,40443.6,
1986-10,40957.0,
1987-01,43513.3,
1987-04,44289.2,
1987-07,44151.3,
1987-10,43161.8,
1988-01,43859.2,
1988-04,43319.3,
1988-07,45006.4,
1988-10,45865.5,
1989-01,44578.8,
1989-04,46553.0,
1989-07,45882.2,
1989-10,47995.2,
1990-01,49677.6,
1990-04,53672.9,
1990-07,57113.7,
1990-10,62896.2,
1991-01,67798.8,
1991-04,66405.7,
1991-07,68300.1,
1991-10,68340.7,
1992-01,72269.5,
1992-04,73776.6,
1992-07,77847.4,
1992-10,78649.3,
1993-01,88594.4,
1993-04,92726.3,
1993-07,94794.8,
1993-10,96515.1,
1994-01,95818.3,
1994-04,94344.7,
1994-07,92450.4,
1994-10,92920.6,
1995-01,88490.6,
1995-04,86715.7,
1995-07,87896.7,
1995-10,87287.4,
1996-01,82677.5,
1996-04,83449.4,
1996-07,85531.4,
1996-10,90071.3,
1997-01,91720.0,
1997-04,99926.9,
1997-07,96052.1,
1997-10,90867.2,
1998-01,88412.0,
1998-04,92864.2,
1998-07,96988.6,
1998-10,102142.9,
1999-01,106551.6,
1999-04,111259.3,
1999-07,114904.9,
1999-10,120997.7,
2000-01,121722.5,
2000-04,123093.4,
2000-07,123234.9,
2000-10,126275.8,
2001-01,127739.4,
2001-04,129892.0,
2001-07,130958.6,
2001-10,130045.4,
2002-01,133420.5,
2002-04,133289.0,
2002-07,135501.5,
2002-10,137668.6,
2003-01,143172.2,
2003-04,150626.9,
2003-07,146729.1,
2003-10,153610.5,
2004-01,159492.5,
2004-04,162473.6,
2004-07,166625.1,
2004-10,168957.5,
2005-01,162643.5,
2005-04,170388.7,
2005-07,163335.4,
2005-10,174422.5,
2006-01,167403.4,
2006-04,177719.6,
2006-07,171892.0,
2006-10,179939.6,
2007-01,166619.6,
2007-04,175566.8,
2007-07,162292.4,
2007-10,177393.7,
2008-01,173295.0,
2008-04,168937.9,
2008-07,177594.4,
2008-10,172036.5,
2009-01,177859.1,comment
2009-04,174146.4,
2009-07,181325.5,comment
2009-10,174219.4,
2010-01,191721.6,
2010-04,192682.3,
2010-07,203056.1,
2010-10,195534.2,
2011-01,211820.6,
2011-04,208669.3,
2011-07,219784.9,
2011-10,214210.9,
2012-01,226485.9,
2012-04,224606.9,
2012-07,237745.9,
2012-10,234355.2,
2013-01,248588.8,
2013-04,234611.8,
2013-07,247941.6,
2013-10,245372.1,
2014-01,259343.5,
2014-04,253524.4,
2014-07,265789.0,
"","General: For Germany as a whole (western Germany up to and including 1990) From March 2009, including the debt of the Investment and Repayment Fund. From July 2009, including the debt of the Financial Market Stabilisation Fund (SoFFin).",
"","Comment on 2009-01: From March 2009, including the debt of the Investment and Repayment Fund.",
"","Comment on 2009-07: From July 2009, including debt of the Financial Market Stabilisation Fund (SoFFin).",
