"",BBK01.OU9911,BBK01.OU9911_FLAGS
"",Deposits and borrowing from domestic enterprises (non-MFIs) / Total / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:18:09,
1999-01,2.418,
1999-02,2.435,
1999-03,2.427,
1999-04,2.424,
1999-05,2.389,
1999-06,2.152,
1999-07,2.148,
1999-08,2.112,
1999-09,2.211,
1999-10,2.240,
1999-11,2.260,
1999-12,2.232,
2000-01,2.302,
2000-02,2.259,
2000-03,2.134,
2000-04,2.142,
2000-05,2.088,
2000-06,2.071,
2000-07,2.060,
2000-08,2.086,
2000-09,2.035,
2000-10,2.037,
2000-11,2.015,
2000-12,2.031,
2001-01,2.068,
2001-02,2.036,
2001-03,1.964,
2001-04,1.983,
2001-05,1.936,
2001-06,1.939,
2001-07,1.954,
2001-08,1.974,
2001-09,1.996,
2001-10,1.966,
2001-11,1.874,
2001-12,1.938,
2002-01,2.032,
2002-02,2.000,
2002-03,1.988,
2002-04,1.975,
2002-05,1.973,
2002-06,1.949,
2002-07,1.927,
2002-08,1.929,
2002-09,1.931,
2002-10,1.955,
2002-11,1.970,
2002-12,1.925,
2003-01,1.854,
2003-02,1.825,
2003-03,1.813,
2003-04,1.819,
2003-05,1.800,
2003-06,1.831,
2003-07,1.851,
2003-08,1.858,
2003-09,1.854,
2003-10,1.903,
2003-11,1.898,
2003-12,1.868,
2004-01,2.105,
2004-02,2.073,
2004-03,1.803,
2004-04,1.801,
2004-05,1.713,
2004-06,1.794,
2004-07,1.787,
2004-08,1.788,
2004-09,1.765,
2004-10,1.787,
2004-11,1.797,
2004-12,1.792,
2005-01,1.918,
2005-02,1.929,
2005-03,1.827,
2005-04,1.833,
2005-05,1.821,
2005-06,1.864,
2005-07,1.851,
2005-08,1.872,
2005-09,1.892,
2005-10,1.920,
2005-11,1.927,
2005-12,1.964,
2006-01,2.015,
2006-02,1.969,
2006-03,1.915,
2006-04,1.892,
2006-05,1.913,
2006-06,1.880,
2006-07,1.870,
2006-08,1.865,
2006-09,1.864,
2006-10,1.845,
2006-11,1.829,
2006-12,1.832,
2007-01,1.814,
2007-02,1.788,
2007-03,1.809,
2007-04,1.856,
2007-05,1.858,
2007-06,1.823,
2007-07,1.830,
2007-08,1.838,
2007-09,1.843,
2007-10,1.831,
2007-11,1.826,
2007-12,1.819,
2008-01,2.252,
2008-02,2.240,
2008-03,2.194,
2008-04,2.194,
2008-05,2.116,
2008-06,2.092,
2008-07,2.087,
2008-08,2.128,
2008-09,2.181,
2008-10,2.209,
2008-11,2.189,
2008-12,2.428,
2009-01,2.396,
2009-02,2.412,
2009-03,2.376,
2009-04,2.379,
2009-05,2.357,
2009-06,2.328,
2009-07,2.378,
2009-08,2.432,
2009-09,2.480,
2009-10,2.657,
2009-11,2.690,
2009-12,2.776,
2010-01,2.827,
2010-02,2.821,
2010-03,2.738,
2010-04,2.733,
2010-05,2.776,
2010-06,2.810,
2010-07,2.833,
2010-08,2.823,
2010-09,2.846,
2010-10,2.837,
2010-11,2.882,
2010-12,3.020,
2011-01,3.073,
2011-02,3.059,
2011-03,2.995,
2011-04,3.009,
2011-05,2.868,
2011-06,2.909,
2011-07,2.929,
2011-08,2.909,
2011-09,2.913,
2011-10,2.908,
2011-11,2.958,
2011-12,2.991,
2012-01,2.998,
2012-02,2.920,
2012-03,2.922,
2012-04,2.960,
2012-05,2.962,
2012-06,2.841,
2012-07,2.894,
2012-08,2.900,
2012-09,2.907,
2012-10,2.888,
2012-11,2.870,
2012-12,2.907,
2013-01,2.840,
2013-02,2.821,
2013-03,2.847,
2013-04,2.838,
2013-05,2.814,
2013-06,2.874,
2013-07,2.880,
2013-08,2.812,
2013-09,2.790,
2013-10,2.805,
2013-11,2.786,
2013-12,2.831,
2014-01,2.696,
2014-02,2.682,
2014-03,2.677,
2014-04,2.695,
2014-05,2.695,
2014-06,2.660,
2014-07,2.709,
2014-08,2.715,
2014-09,2.706,
2014-10,2.740,
2014-11,2.693,
2014-12,2.702,Provisional value
