"",BBK01.EU8139,BBK01.EU8139_FLAGS
"",External position of the Bundesbank since the beginning of EMU / Claims within the Eurosystem / Share in the capital of the ECB,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:53:33,
1998-12,1224.675,comment
1999-01,1224.675,
1999-02,1224.676,
1999-03,1224.675,
1999-04,1224.675,
1999-05,1224.675,
1999-06,1224.675,
1999-07,1224.675,
1999-08,1224.675,
1999-09,1224.675,
1999-10,1224.675,
1999-11,1224.675,
1999-12,1224.675,
2000-01,1224.675,
2000-02,1224.675,
2000-03,1224.675,
2000-04,1224.675,
2000-05,1224.675,
2000-06,1224.675,
2000-07,1224.675,
2000-08,1224.675,
2000-09,1224.675,
2000-10,1224.675,
2000-11,1224.675,
2000-12,1224.675,
2001-01,1224.675,
2001-02,1224.675,
2001-03,1224.675,
2001-04,1224.675,
2001-05,1224.675,
2001-06,1224.675,
2001-07,1224.675,
2001-08,1224.675,
2001-09,1224.675,
2001-10,1224.675,
2001-11,1224.675,
2001-12,1224.675,
2002-01,1224.675,
2002-02,1224.675,
2002-03,1224.675,
2002-04,1224.675,
2002-05,1224.675,
2002-06,1224.675,
2002-07,1224.675,
2002-08,1224.675,
2002-09,1224.675,
2002-10,1224.675,
2002-11,1224.675,
2002-12,1224.675,
2003-01,1224.675,
2003-02,1224.675,
2003-03,1224.675,
2003-04,1224.675,
2003-05,1224.675,
2003-06,1224.675,
2003-07,1224.675,
2003-08,1224.675,
2003-09,1224.675,
2003-10,1224.675,
2003-11,1224.675,
2003-12,1224.675,
2004-01,1170.200,
2004-02,1170.200,
2004-03,1170.200,
2004-04,1170.200,
2004-05,1182.984,
2004-06,1182.984,
2004-07,1182.984,
2004-08,1182.984,
2004-09,1182.984,
2004-10,1182.984,
2004-11,1182.984,
2004-12,1182.984,
2005-01,1182.984,
2005-02,1182.984,
2005-03,1182.984,
2005-04,1182.984,
2005-05,1182.984,
2005-06,1182.984,
2005-07,1182.984,
2005-08,1182.984,
2005-09,1182.984,
2005-10,1182.984,
2005-11,1182.984,
2005-12,1182.984,
2006-01,1182.984,
2006-02,1182.984,
2006-03,1182.984,
2006-04,1182.984,
2006-05,1182.984,
2006-06,1182.984,
2006-07,1182.984,
2006-08,1182.984,
2006-09,1182.984,
2006-10,1182.984,
2006-11,1182.984,
2006-12,1182.984,
2007-01,1188.963,
2007-02,1188.963,
2007-03,1196.431,
2007-04,1196.431,
2007-05,1196.431,
2007-06,1196.431,
2007-07,1196.431,
2007-08,1196.431,
2007-09,1196.431,
2007-10,1196.431,
2007-11,1196.431,
2007-12,1196.431,
2008-01,1196.431,
2008-02,1196.431,
2008-03,1196.431,
2008-04,1196.431,
2008-05,1196.431,
2008-06,1196.431,
2008-07,1196.431,
2008-08,1196.431,
2008-09,1196.431,
2008-10,1196.431,
2008-11,1196.431,
2008-12,1196.431,
2009-01,1105.193,
2009-02,1105.193,
2009-03,1090.912,
2009-04,1090.912,
2009-05,1090.912,
2009-06,1090.912,
2009-07,1090.912,
2009-08,1090.912,
2009-09,1090.912,
2009-10,1090.912,
2009-11,1090.912,
2009-12,1090.912,
2010-01,1090.912,
2010-02,1090.912,
2010-03,1090.912,
2010-04,1090.912,
2010-05,1090.912,
2010-06,1090.912,
2010-07,1090.912,
2010-08,1090.912,
2010-09,1090.912,
2010-10,1090.912,
2010-11,1090.912,
2010-12,1406.534,
2011-01,1406.534,
2011-02,1406.534,
2011-03,1406.534,
2011-04,1406.534,
2011-05,1406.534,
2011-06,1406.534,
2011-07,1406.534,
2011-08,1406.534,
2011-09,1406.534,
2011-10,1406.534,
2011-11,1406.534,
2011-12,1722.155,
2012-01,1722.155,
2012-02,1722.155,
2012-03,1722.155,
2012-04,1722.155,
2012-05,1722.155,
2012-06,1722.155,
2012-07,1722.155,
2012-08,1722.155,
2012-09,1722.155,
2012-10,1722.155,
2012-11,1722.155,
2012-12,2037.777,
2013-01,2037.777,
2013-02,2037.777,
2013-03,2037.777,
2013-04,2037.777,
2013-05,2037.777,
2013-06,2037.777,
2013-07,2030.804,
2013-08,2030.804,
2013-09,2030.804,
2013-10,2030.804,
2013-11,2030.804,
2013-12,2030.804,
2014-01,1948.209,
2014-02,1948.209,
2014-03,1948.209,
2014-04,1948.209,
2014-05,1948.209,
2014-06,1948.209,
2014-07,1948.209,
2014-08,1948.209,
2014-09,1948.209,
2014-10,1948.209,
2014-11,1948.209,
2014-12,1948.209,
2015-01,1948.209,
