"",BBK01.QUJ372,BBK01.QUJ372_FLAGS
"",Banks in Germany: Long-term loans and advances to foreign banks / Slovenia / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:11:34,
1994-01,0.029,
1994-02,0.030,
1994-03,0.031,
1994-04,0.037,
1994-05,0.036,
1994-06,0.036,
1994-07,0.036,
1994-08,0.035,
1994-09,0.037,
1994-10,0.039,
1994-11,0.041,
1994-12,0.053,
1995-01,0.054,
1995-02,0.057,
1995-03,0.056,
1995-04,0.057,
1995-05,0.062,
1995-06,0.061,
1995-07,0.063,
1995-08,0.063,
1995-09,0.065,
1995-10,0.063,
1995-11,0.063,
1995-12,0.097,
1996-01,0.103,
1996-02,0.107,
1996-03,0.112,
1996-04,0.126,
1996-05,0.127,
1996-06,0.138,
1996-07,0.155,
1996-08,0.160,
1996-09,0.160,
1996-10,0.158,
1996-11,0.156,
1996-12,0.160,
1997-01,0.160,
1997-02,0.156,
1997-03,0.154,
1997-04,0.154,
1997-05,0.142,
1997-06,0.139,
1997-07,0.134,
1997-08,0.133,
1997-09,0.130,
1997-10,0.133,
1997-11,0.133,
1997-12,0.137,
1998-01,0.135,
1998-02,0.135,
1998-03,0.133,
1998-04,0.138,
1998-05,0.135,
1998-06,0.144,
1998-07,0.150,
1998-08,0.151,
1998-09,.,No value available
1998-10,.,No value available
1998-11,.,No value available
1998-12,.,No value available
1999-01,.,No value available
1999-02,.,No value available
1999-03,.,No value available
1999-04,.,No value available
1999-05,.,No value available
1999-06,.,No value available
1999-07,.,No value available
1999-08,.,No value available
1999-09,.,No value available
1999-10,.,No value available
1999-11,0.184,
1999-12,.,No value available
2000-01,.,No value available
2000-02,.,No value available
2000-03,.,No value available
2000-04,.,No value available
2000-05,.,No value available
2000-06,.,No value available
2000-07,.,No value available
2000-08,0.231,
2000-09,.,No value available
2000-10,0.231,
2000-11,0.292,
2000-12,.,No value available
2001-01,.,No value available
2001-02,.,No value available
2001-03,0.303,
2001-04,0.302,
2001-05,0.308,
2001-06,0.304,
2001-07,0.303,
2001-08,0.297,
2001-09,0.297,
2001-10,0.307,
2001-11,0.291,
2001-12,0.289,
2002-01,0.281,
2002-02,0.288,
2002-03,0.290,
2002-04,0.286,
2002-05,0.251,
2002-06,0.273,
2002-07,0.267,
2002-08,0.275,
2002-09,0.274,
2002-10,0.281,
2002-11,0.308,
2002-12,0.329,
2003-01,0.338,
2003-02,0.345,
2003-03,0.362,
2003-04,0.369,
2003-05,0.361,
2003-06,0.392,
2003-07,0.406,
2003-08,0.410,
2003-09,0.416,
2003-10,0.436,
2003-11,0.429,
2003-12,0.431,
2004-01,0.436,
2004-02,0.434,
2004-03,0.484,
2004-04,0.516,
2004-05,0.519,
2004-06,0.561,
2004-07,0.576,
2004-08,0.699,
2004-09,0.766,
2004-10,0.765,
2004-11,0.733,
2004-12,0.727,
2005-01,0.719,
2005-02,0.738,
2005-03,0.746,
2005-04,0.763,
2005-05,0.793,
2005-06,1.040,
2005-07,1.047,
2005-08,1.125,
2005-09,1.283,
2005-10,1.342,
2005-11,1.339,
2005-12,1.426,
2006-01,1.455,
2006-02,1.424,
2006-03,1.431,
2006-04,1.465,
2006-05,1.668,
2006-06,1.638,
2006-07,1.637,
2006-08,1.639,
2006-09,1.623,
2006-10,1.612,
2006-11,1.592,
2006-12,1.654,
2007-01,1.824,
2007-02,1.806,
2007-03,1.819,
2007-04,2.051,
2007-05,2.181,
2007-06,2.177,
2007-07,2.176,
2007-08,2.138,
2007-09,2.140,
2007-10,2.161,
2007-11,2.178,
2007-12,2.179,
2008-01,2.156,
2008-02,2.220,
2008-03,2.188,
2008-04,2.138,
2008-05,2.145,
2008-06,2.105,
2008-07,2.103,
2008-08,2.068,
2008-09,2.037,
2008-10,2.053,
2008-11,2.013,
2008-12,1.925,
2009-01,1.875,
2009-02,1.838,
2009-03,1.800,
2009-04,1.769,
2009-05,1.733,
2009-06,1.660,
2009-07,1.644,
2009-08,1.644,
2009-09,1.610,
2009-10,1.520,
2009-11,1.580,
2009-12,1.509,
2010-01,1.491,
2010-02,1.442,
2010-03,1.404,
2010-04,1.314,
2010-05,1.341,
2010-06,1.293,
2010-07,1.306,
2010-08,1.303,
2010-09,1.301,
2010-10,1.217,
2010-11,1.236,
2010-12,1.135,
2011-01,1.107,
2011-02,1.025,
2011-03,1.009,
2011-04,0.909,
2011-05,0.856,
2011-06,0.848,
2011-07,0.831,
2011-08,0.830,
2011-09,0.822,
2011-10,0.747,
2011-11,0.717,
2011-12,0.701,
2012-01,0.688,
2012-02,0.665,
2012-03,0.736,
2012-04,0.666,
2012-05,0.641,
2012-06,0.618,
2012-07,0.604,
2012-08,0.602,
2012-09,0.592,
2012-10,0.576,
2012-11,0.561,
2012-12,0.541,
2013-01,0.536,
2013-02,0.521,
2013-03,0.515,
2013-04,0.515,
2013-05,0.515,
2013-06,0.515,
2013-07,0.495,
2013-08,0.495,
2013-09,0.461,
2013-10,0.461,
2013-11,0.441,
2013-12,0.441,
2014-01,0.441,
2014-02,0.441,
2014-03,0.437,
2014-04,0.437,
2014-05,0.437,
2014-06,0.437,
2014-07,0.437,
2014-08,0.437,
2014-09,0.434,
2014-10,0.434,
2014-11,0.384,
2014-12,0.384,
