"",BBK01.WU5010,BBK01.WU5010_FLAGS
"",Exchange rates on the Frankfurt exchange / NOK 100 = DM ... / Norway,
unit,DEM (hypothetically euro-based),
unit multiplier,one,
last update,2012-04-18 09:19:24,
1953-12,58.400,
1954-01,58.414,
1954-02,58.499,
1954-03,58.554,
1954-04,58.688,
1954-05,58.750,
1954-06,58.687,
1954-07,58.574,
1954-08,58.568,
1954-09,58.618,
1954-10,58.718,
1954-11,58.799,
1954-12,58.756,
1955-01,58.703,
1955-02,58.796,
1955-03,58.943,
1955-04,58.912,
1955-05,58.731,
1955-06,58.539,
1955-07,58.411,
1955-08,58.488,
1955-09,58.481,
1955-10,58.614,
1955-11,58.699,
1955-12,58.660,
1956-01,58.628,
1956-02,58.587,
1956-03,58.575,
1956-04,58.646,
1956-05,58.620,
1956-06,58.429,
1956-07,58.389,
1956-08,58.466,
1956-09,58.523,
1956-10,58.546,
1956-11,58.640,
1956-12,58.754,
1957-01,58.762,
1957-02,58.760,
1957-03,58.795,
1957-04,58.794,
1957-05,58.735,
1957-06,58.631,
1957-07,58.439,
1957-08,58.442,
1957-09,58.579,
1957-10,58.870,
1957-11,58.855,
1957-12,58.799,
1958-01,58.846,
1958-02,58.835,
1958-03,58.768,
1958-04,58.638,
1958-05,58.525,
1958-06,58.455,
1958-07,58.394,
1958-08,58.458,
1958-09,58.456,
1958-10,58.453,
1958-11,58.474,
1958-12,58.454,
1959-01,58.576,
1959-02,58.596,
1959-03,58.690,
1959-04,58.784,
1959-05,58.744,
1959-06,58.735,
1959-07,58.742,
1959-08,58.742,
1959-09,58.623,
1959-10,58.598,
1959-11,58.440,
1959-12,58.378,
1960-01,58.330,
1960-02,58.351,
1960-03,58.417,
1960-04,58.535,
1960-05,58.468,
1960-06,58.422,
1960-07,58.468,
1960-08,58.501,
1960-09,58.556,
1960-10,58.549,
1960-11,58.566,
1960-12,58.484,
1961-01,58.427,
1961-02,58.355,
1961-03,55.894,
1961-04,55.541,
1961-05,55.444,
1961-06,55.439,
1961-07,55.506,
1961-08,55.917,
1961-09,56.125,
1961-10,56.175,
1961-11,56.222,
1961-12,56.148,
1962-01,56.042,
1962-02,56.126,
1962-03,56.123,
1962-04,56.117,
1962-05,56.068,
1962-06,55.963,
1962-07,55.838,
1962-08,55.931,
1962-09,55.939,
1962-10,56.017,
1962-11,56.075,
1962-12,55.951,
1963-01,56.081,
1963-02,56.018,
1963-03,55.933,
1963-04,55.907,
1963-05,55.780,
1963-06,55.719,
1963-07,55.732,
1963-08,55.719,
1963-09,55.621,
1963-10,55.587,
1963-11,55.545,
1963-12,55.528,
1964-01,55.545,
1964-02,55.479,
1964-03,55.541,
1964-04,55.603,
1964-05,55.619,
1964-06,55.574,
1964-07,55.538,
1964-08,55.514,
1964-09,55.490,
1964-10,55.480,
1964-11,55.510,
1964-12,55.594,
1965-01,55.610,
1965-02,55.630,
1965-03,55.588,
1965-04,55.604,
1965-05,55.714,
1965-06,55.902,
1965-07,55.995,
1965-08,56.092,
1965-09,56.113,
1965-10,56.073,
1965-11,56.017,
1965-12,56.020,
1966-01,56.158,
1966-02,56.181,
1966-03,56.125,
1966-04,56.126,
1966-05,56.127,
1966-06,55.973,
1966-07,55.796,
1966-08,55.826,
1966-09,55.801,
1966-10,55.736,
1966-11,55.655,
1966-12,55.582,
1967-01,55.604,
1967-02,55.548,
1967-03,55.572,
1967-04,55.603,
1967-05,55.642,
1967-06,55.698,
1967-07,55.947,
1967-08,55.962,
1967-09,55.937,
1967-10,55.975,
1967-11,55.771,
1967-12,55.787,
1968-01,56.048,
1968-02,56.043,
1968-03,55.862,
1968-04,55.794,
1968-05,55.731,
1968-06,55.940,
1968-07,56.109,
1968-08,56.190,
1968-09,55.632,
1968-10,55.736,
1968-11,55.675,
1968-12,55.932,
1969-01,56.008,
1969-02,56.215,
1969-03,56.278,
1969-04,56.197,
1969-05,55.892,
1969-06,56.082,
1969-07,56.020,
1969-08,55.821,
1969-09,55.496,
1969-10,52.186,
1969-11,51.627,
1969-12,51.600,
1970-01,51.555,
1970-02,51.615,
1970-03,51.453,
1970-04,51.003,
1970-05,50.832,
1970-06,50.827,
1970-07,50.827,
1970-08,50.840,
1970-09,50.828,
1970-10,50.835,
1970-11,50.822,
1970-12,51.113,
1971-01,50.945,
1971-02,50.851,
1971-03,50.887,
1971-04,50.996,
1971-05,49.940,
1971-06,49.422,
1971-07,49.012,
1971-08,48.723,
1971-09,48.730,
1971-10,48.568,
1971-11,48.592,
1971-12,48.495,
1972-01,48.208,
1972-02,47.912,
1972-03,48.068,
1972-04,48.166,
1972-05,48.408,
1972-06,48.539,
1972-07,48.580,
1972-08,48.867,
1972-09,48.565,
1972-10,48.561,
1972-11,48.511,
1972-12,48.594,
1973-01,48.371,
1973-02,48.381,
1973-03,47.910,
1973-04,47.974,
1973-05,48.068,
1973-06,46.982,
1973-07,44.343,
1973-08,44.029,
1973-09,43.785,
1973-10,44.153,
1973-11,46.009,
1973-12,46.946,
1974-01,47.145,
1974-02,47.030,
1974-03,46.425,
1974-04,45.974,
1974-05,46.171,
1974-06,46.524,
1974-07,47.373,
1974-08,47.790,
1974-09,47.914,
1974-10,47.122,
1974-11,46.270,
1974-12,46.274,
1975-01,46.328,
1975-02,46.539,
1975-03,47.220,
1975-04,47.641,
1975-05,47.552,
1975-06,47.763,
1975-07,47.562,
1975-08,47.144,
1975-09,46.730,
1975-10,46.744,
1975-11,46.908,
1975-12,47.207,
1976-01,46.855,
1976-02,46.370,
1976-03,46.164,
1976-04,46.187,
1976-05,46.617,
1976-06,46.473,
1976-07,46.094,
1976-08,45.910,
1976-09,45.905,
1976-10,45.703,
1976-11,45.777,
1976-12,45.761,
1977-01,45.349,
1977-02,45.490,
1977-03,45.550,
1977-04,44.918,
1977-05,44.735,
1977-06,44.548,
1977-07,43.444,
1977-08,43.705,
1977-09,42.372,
1977-10,41.540,
1977-11,41.101,
1977-12,41.030,
1978-01,41.132,
1978-02,39.447,
1978-03,38.212,
1978-04,38.047,
1978-05,38.682,
1978-06,38.574,
1978-07,38.094,
1978-08,37.978,
1978-09,37.817,
1978-10,37.397,
1978-11,37.579,
1978-12,36.943,
1979-01,36.485,
1979-02,36.435,
1979-03,36.496,
1979-04,36.838,
1979-05,36.770,
1979-06,36.536,
1979-07,36.169,
1979-08,36.363,
1979-09,36.031,
