"",BBK01.OEAC31L,BBK01.OEAC31L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:52:52,
2002-01,12.948,
2002-04,13.147,
2002-07,13.623,
2002-10,13.854,
2003-01,14.086,
2003-04,14.291,
2003-07,15.114,
2003-10,16.132,
2004-01,16.376,
2004-04,16.950,
2004-07,17.085,
2004-10,16.496,
2005-01,17.328,
2005-04,17.166,
2005-07,20.165,
2005-10,20.740,
2006-01,21.491,
2006-04,22.422,
2006-07,22.248,
2006-10,21.214,
2007-01,25.627,
2007-04,26.865,
2007-07,27.283,
2007-10,29.620,
2008-01,31.026,
2008-04,30.124,
2008-07,32.718,
2008-10,32.804,
2009-01,33.325,
2009-04,34.241,
2009-07,33.082,
2009-10,34.223,
2010-01,30.384,
2010-04,30.314,
2010-07,30.531,
2010-10,30.163,
2011-01,30.066,
2011-04,28.443,
2011-07,28.365,
2011-10,27.854,
2012-01,28.246,
2012-04,28.370,
2012-07,27.618,
2012-10,26.698,
2013-01,26.128,
2013-04,25.530,
2013-07,26.249,
2013-10,25.755,
2014-01,25.656,
2014-04,25.267,
2014-07,24.923,
