"",BBDE1.M.DE.Y.AEA1.N2C280000.F.C.I10.A,BBDE1.M.DE.Y.AEA1.N2C280000.F.C.I10.A_FLAGS
"",Orders received / At constant prices / Germany / 28 Manufacture of machinery and equipment n.e.c. / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:17:59,
1991-01,82.7,
1991-02,79.5,
1991-03,80.5,
1991-04,80.7,
1991-05,76.1,
1991-06,81.7,
1991-07,78.7,
1991-08,83.6,
1991-09,76.8,
1991-10,79.9,
1991-11,81.4,
1991-12,82.8,
1992-01,79.8,
1992-02,77.9,
1992-03,79.0,
1992-04,76.4,
1992-05,76.2,
1992-06,74.0,
1992-07,70.8,
1992-08,73.2,
1992-09,74.0,
1992-10,67.2,
1992-11,69.1,
1992-12,70.8,
1993-01,68.0,
1993-02,69.3,
1993-03,66.2,
1993-04,67.5,
1993-05,67.3,
1993-06,66.1,
1993-07,66.8,
1993-08,64.5,
1993-09,69.3,
1993-10,68.8,
1993-11,71.7,
1993-12,71.1,
1994-01,65.8,
1994-02,68.1,
1994-03,70.5,
1994-04,72.5,
1994-05,73.0,
1994-06,77.1,
1994-07,74.0,
1994-08,71.7,
1994-09,76.4,
1994-10,84.0,
1994-11,77.9,
1994-12,80.4,
1995-01,74.0,
1995-02,77.4,
1995-03,77.0,
1995-04,74.2,
1995-05,77.3,
1995-06,73.4,
1995-07,75.9,
1995-08,75.2,
1995-09,77.0,
1995-10,72.1,
1995-11,70.5,
1995-12,73.5,
1996-01,69.1,
1996-02,70.9,
1996-03,72.7,
1996-04,72.3,
1996-05,71.0,
1996-06,70.9,
1996-07,72.3,
1996-08,70.7,
1996-09,73.7,
1996-10,73.9,
1996-11,72.3,
1996-12,70.1,
1997-01,72.6,
1997-02,72.4,
1997-03,74.6,
1997-04,77.2,
1997-05,73.4,
1997-06,77.3,
1997-07,79.8,
1997-08,78.2,
1997-09,84.5,
1997-10,79.4,
1997-11,81.3,
1997-12,77.6,
1998-01,82.0,
1998-02,79.7,
1998-03,82.2,
1998-04,80.0,
1998-05,80.5,
1998-06,82.7,
1998-07,78.9,
1998-08,77.6,
1998-09,78.0,
1998-10,73.8,
1998-11,74.2,
1998-12,79.0,
1999-01,74.9,
1999-02,73.6,
1999-03,73.1,
1999-04,75.5,
1999-05,74.8,
1999-06,76.2,
1999-07,75.8,
1999-08,77.5,
1999-09,79.1,
1999-10,78.4,
1999-11,81.7,
1999-12,79.1,
2000-01,82.0,
2000-02,86.4,
2000-03,86.4,
2000-04,87.9,
2000-05,89.1,
2000-06,87.7,
2000-07,91.3,
2000-08,93.2,
2000-09,89.9,
2000-10,89.3,
2000-11,91.8,
2000-12,88.8,
2001-01,88.8,
2001-02,88.6,
2001-03,88.5,
2001-04,83.5,
2001-05,87.7,
2001-06,83.5,
2001-07,83.9,
2001-08,81.9,
2001-09,83.9,
2001-10,82.8,
2001-11,78.1,
2001-12,86.9,
2002-01,81.7,
2002-02,82.1,
2002-03,82.5,
2002-04,83.4,
2002-05,83.6,
2002-06,86.8,
2002-07,82.0,
2002-08,83.6,
2002-09,84.5,
2002-10,82.2,
2002-11,86.1,
2002-12,82.1,
2003-01,85.4,
2003-02,83.5,
2003-03,83.9,
2003-04,83.3,
2003-05,80.4,
2003-06,82.9,
2003-07,85.1,
2003-08,80.9,
2003-09,85.9,
2003-10,89.6,
2003-11,90.8,
2003-12,92.9,
2004-01,88.7,
2004-02,89.3,
2004-03,95.8,
2004-04,93.6,
2004-05,95.5,
2004-06,93.0,
2004-07,95.1,
2004-08,92.2,
2004-09,91.2,
2004-10,89.1,
2004-11,90.3,
2004-12,93.4,
2005-01,96.8,
2005-02,94.5,
2005-03,91.6,
2005-04,93.6,
2005-05,94.6,
2005-06,96.7,
2005-07,98.5,
2005-08,98.4,
2005-09,100.1,
2005-10,104.4,
2005-11,103.5,
2005-12,100.9,
2006-01,107.1,
2006-02,100.7,
2006-03,102.7,
2006-04,108.4,
2006-05,111.3,
2006-06,108.7,
2006-07,111.7,
2006-08,114.6,
2006-09,112.4,
2006-10,116.8,
2006-11,114.6,
2006-12,114.8,
2007-01,122.0,
2007-02,125.1,
2007-03,128.5,
2007-04,118.9,
2007-05,133.2,
2007-06,127.7,
2007-07,129.5,
2007-08,128.1,
2007-09,127.1,
2007-10,132.0,
2007-11,130.2,
2007-12,134.2,
2008-01,131.3,
2008-02,132.5,
2008-03,131.8,
2008-04,134.5,
2008-05,123.7,
2008-06,121.8,
2008-07,119.3,
2008-08,128.9,
2008-09,121.1,
2008-10,106.4,
2008-11,97.4,
2008-12,81.4,
2009-01,75.7,
2009-02,70.8,
2009-03,73.0,
2009-04,67.7,
2009-05,66.9,
2009-06,72.4,
2009-07,72.8,
2009-08,73.8,
2009-09,81.1,
2009-10,79.6,
2009-11,86.8,
2009-12,84.6,
2010-01,82.5,
2010-02,91.2,
2010-03,91.1,
2010-04,93.9,
