"",BBK01.OEAH95L,BBK01.OEAH95L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:26:36,
2002-01,0.915,
2002-04,0.817,
2002-07,0.811,
2002-10,0.842,
2003-01,0.828,
2003-04,0.823,
2003-07,0.814,
2003-10,0.820,
2004-01,0.802,
2004-04,0.801,
2004-07,0.800,
2004-10,0.809,
2005-01,0.797,
2005-04,0.778,
2005-07,0.758,
2005-10,0.764,
2006-01,0.763,
2006-04,0.796,
2006-07,0.799,
2006-10,0.790,
2007-01,0.789,
2007-04,0.782,
2007-07,0.755,
2007-10,0.750,
2008-01,0.742,
2008-04,0.723,
2008-07,0.720,
2008-10,0.795,
2009-01,0.820,
2009-04,0.814,
2009-07,0.835,
2009-10,0.848,
2010-01,0.834,
2010-04,0.823,
2010-07,0.810,
2010-10,0.804,
2011-01,0.797,
2011-04,0.802,
2011-07,0.804,
2011-10,0.830,
2012-01,0.858,
2012-04,0.897,
2012-07,0.901,
2012-10,0.877,
2013-01,0.854,
2013-04,0.835,
2013-07,0.804,
2013-10,0.803,
2014-01,0.786,
2014-04,0.770,
2014-07,0.756,
