"",BBK01.OUB302,BBK01.OUB302_FLAGS
"",Time deposits of local government and local government associations / for more than two years / Commercial banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:25:43,
1999-01,0.535,
1999-02,0.539,
1999-03,0.570,
1999-04,0.586,
1999-05,0.590,
1999-06,0.604,
1999-07,0.636,
1999-08,0.650,
1999-09,0.651,
1999-10,0.662,
1999-11,0.619,
1999-12,0.616,
2000-01,0.615,
2000-02,0.601,
2000-03,0.587,
2000-04,0.604,
2000-05,0.570,
2000-06,0.551,
2000-07,0.555,
2000-08,0.565,
2000-09,0.572,
2000-10,0.572,
2000-11,0.582,
2000-12,0.577,
2001-01,0.577,
2001-02,0.562,
2001-03,0.528,
2001-04,0.556,
2001-05,0.560,
2001-06,0.567,
2001-07,0.571,
2001-08,0.570,
2001-09,0.581,
2001-10,0.473,
2001-11,0.496,
2001-12,0.496,
2002-01,0.522,
2002-02,0.513,
2002-03,0.607,
2002-04,0.607,
2002-05,0.593,
2002-06,0.597,
2002-07,0.665,
2002-08,0.647,
2002-09,0.644,
2002-10,0.647,
2002-11,0.643,
2002-12,0.658,
2003-01,0.657,
2003-02,0.665,
2003-03,0.579,
2003-04,0.585,
2003-05,0.596,
2003-06,0.588,
2003-07,0.608,
2003-08,0.629,
2003-09,0.636,
2003-10,0.646,
2003-11,0.676,
2003-12,0.652,
2004-01,0.663,
2004-02,0.684,
2004-03,0.696,
2004-04,0.699,
2004-05,0.699,
2004-06,0.678,
2004-07,0.685,
2004-08,0.702,
2004-09,0.710,
2004-10,0.694,
2004-11,0.706,
2004-12,0.728,
2005-01,0.729,
2005-02,0.727,
2005-03,0.721,
2005-04,0.736,
2005-05,0.736,
2005-06,0.729,
2005-07,0.728,
2005-08,0.671,
2005-09,0.654,
2005-10,0.668,
2005-11,0.677,
2005-12,0.875,
2006-01,0.877,
2006-02,0.901,
2006-03,0.921,
2006-04,0.943,
2006-05,0.994,
2006-06,1.006,
2006-07,0.997,
2006-08,1.023,
2006-09,1.034,
2006-10,1.065,
2006-11,1.050,
2006-12,1.052,
2007-01,1.169,
2007-02,1.162,
2007-03,1.169,
2007-04,1.173,
2007-05,1.181,
2007-06,1.192,
2007-07,1.163,
2007-08,1.168,
2007-09,1.199,
2007-10,1.197,
2007-11,1.172,
2007-12,1.173,
2008-01,1.194,
2008-02,1.185,
2008-03,1.202,
2008-04,1.219,
2008-05,1.235,
2008-06,1.244,
2008-07,1.278,
2008-08,1.273,
2008-09,1.283,
2008-10,1.364,
2008-11,1.239,
2008-12,1.286,
2009-01,1.231,
2009-02,1.259,
2009-03,1.230,
2009-04,1.225,
2009-05,1.279,
2009-06,1.289,
2009-07,1.303,
2009-08,1.322,
2009-09,1.335,
2009-10,1.375,
2009-11,1.376,
2009-12,1.372,
2010-01,1.388,
2010-02,1.380,
2010-03,1.404,
2010-04,1.366,
2010-05,1.414,
2010-06,1.420,
2010-07,1.492,
2010-08,1.541,
2010-09,1.526,
2010-10,1.555,
2010-11,1.594,
2010-12,1.597,
2011-01,1.615,
2011-02,1.711,
2011-03,1.719,
2011-04,1.756,
2011-05,1.785,
2011-06,1.804,
2011-07,1.813,
2011-08,1.793,
2011-09,1.798,
2011-10,1.802,
2011-11,1.714,
2011-12,1.734,
2012-01,1.763,
2012-02,1.800,
2012-03,1.816,
2012-04,1.851,
2012-05,1.932,
2012-06,2.087,
2012-07,2.108,
2012-08,2.180,
2012-09,2.189,
2012-10,2.207,
2012-11,2.232,
2012-12,2.166,
2013-01,2.168,
2013-02,2.209,
2013-03,2.380,
2013-04,2.208,
2013-05,2.228,
2013-06,2.278,
2013-07,2.271,
2013-08,2.318,
2013-09,2.304,
2013-10,2.346,
2013-11,2.375,
2013-12,2.356,
2014-01,2.302,
2014-02,2.344,
2014-03,2.356,
2014-04,2.370,
2014-05,2.352,
2014-06,2.363,
2014-07,2.342,
2014-08,2.388,
2014-09,2.359,
2014-10,2.388,
2014-11,2.334,
2014-12,2.420,Provisional value
