"",BBK01.OEAH33Q,BBK01.OEAH33Q_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:29:09,
2002-01,11.289,
2002-04,11.400,
2002-07,10.246,
2002-10,10.691,
2003-01,11.573,
2003-04,11.603,
2003-07,12.209,
2003-10,11.974,
2004-01,12.537,
2004-04,12.271,
2004-07,12.686,
2004-10,20.793,
2005-01,21.117,
2005-04,21.192,
2005-07,21.233,
2005-10,21.265,
2006-01,21.265,
2006-04,21.023,
2006-07,14.024,
2006-10,16.451,
2007-01,16.757,
2007-04,17.418,
2007-07,17.454,
2007-10,17.952,
2008-01,17.914,
2008-04,18.292,
2008-07,18.254,
2008-10,18.001,
2009-01,19.970,
2009-04,20.318,
2009-07,21.114,
2009-10,20.962,
2010-01,20.557,
2010-04,20.219,
2010-07,19.511,
2010-10,18.856,
2011-01,18.878,
2011-04,18.719,
2011-07,24.509,
2011-10,23.884,
2012-01,22.806,
2012-04,21.931,
2012-07,21.455,
2012-10,20.784,
2013-01,20.453,
2013-04,20.206,
2013-07,19.445,
2013-10,19.118,
2014-01,18.583,
2014-04,18.048,
2014-07,17.792,
