"",BBK01.OUZ446,BBK01.OUZ446_FLAGS
"","Sureties, Building and loan associations",
unit,EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:58:13,
1999-01,0.353,
1999-02,0.383,
1999-03,0.396,
1999-04,0.421,
1999-05,0.448,
1999-06,0.560,
1999-07,0.615,
1999-08,0.672,
1999-09,0.699,
1999-10,0.744,
1999-11,0.718,
1999-12,0.726,
2000-01,0.736,
2000-02,0.746,
2000-03,0.729,
2000-04,0.729,
2000-05,0.729,
2000-06,0.764,
2000-07,0.777,
2000-08,0.791,
2000-09,0.782,
2000-10,0.789,
2000-11,1.117,
2000-12,1.121,
2001-01,1.115,
2001-02,1.122,
2001-03,1.121,
2001-04,1.126,
2001-05,1.124,
2001-06,1.134,
2001-07,1.132,
2001-08,1.136,
2001-09,1.133,
2001-10,1.130,
2001-11,1.127,
2001-12,1.147,
2002-01,1.132,
2002-02,1.131,
2002-03,1.128,
2002-04,1.126,
2002-05,1.123,
2002-06,1.121,
2002-07,1.113,
2002-08,1.109,
2002-09,1.098,
2002-10,1.091,
2002-11,1.036,
2002-12,1.158,
2003-01,1.136,
2003-02,0.969,
2003-03,0.904,
2003-04,0.538,
2003-05,0.839,
2003-06,0.730,
2003-07,0.684,
2003-08,0.658,
2003-09,0.620,
2003-10,0.591,
2003-11,0.553,
2003-12,0.515,
2004-01,0.499,
2004-02,0.486,
2004-03,0.481,
2004-04,0.234,
2004-05,0.232,
2004-06,0.231,
2004-07,0.220,
2004-08,0.217,
2004-09,0.210,
2004-10,0.209,
2004-11,0.203,
2004-12,0.193,
2005-01,0.192,
2005-02,0.184,
2005-03,0.182,
2005-04,0.175,
2005-05,0.174,
2005-06,0.171,
2005-07,0.272,
2005-08,0.265,
2005-09,0.258,
2005-10,0.253,
2005-11,0.247,
2005-12,0.236,
2006-01,0.234,
2006-02,0.225,
2006-03,0.219,
2006-04,0.214,
2006-05,0.209,
2006-06,0.205,
2006-07,0.199,
2006-08,0.193,
2006-09,0.191,
2006-10,0.186,
2006-11,0.180,
2006-12,0.177,
2007-01,0.172,
2007-02,0.166,
2007-03,0.159,
2007-04,0.152,
2007-05,0.147,
2007-06,0.156,
2007-07,0.152,
2007-08,0.151,
2007-09,0.147,
2007-10,0.146,
2007-11,0.140,
2007-12,0.135,
2008-01,0.130,
2008-02,0.127,
2008-03,0.122,
2008-04,0.117,
2008-05,0.115,
2008-06,0.113,
2008-07,0.110,
2008-08,0.107,
2008-09,0.106,
2008-10,0.104,
2008-11,0.101,
2008-12,0.097,
2009-01,0.095,
2009-02,0.090,
2009-03,0.088,
2009-04,0.086,
2009-05,0.083,
2009-06,0.082,
2009-07,0.080,
2009-08,0.079,
2009-09,0.079,
2009-10,0.078,
2009-11,0.076,
2009-12,0.074,
2010-01,0.073,
2010-02,0.072,
2010-03,0.071,
2010-04,0.069,
2010-05,0.069,
2010-06,0.070,
2010-07,0.046,
2010-08,0.069,
2010-09,0.067,
2010-10,0.066,
2010-11,0.066,
2010-12,0.066,
2011-01,0.064,
2011-02,0.063,
2011-03,0.064,
2011-04,0.063,
2011-05,0.063,
2011-06,0.065,
2011-07,0.065,
2011-08,0.065,
2011-09,0.064,
2011-10,0.064,
2011-11,0.063,
2011-12,0.063,
2012-01,0.062,
2012-02,0.062,
2012-03,0.061,
2012-04,0.061,
2012-05,0.061,
2012-06,0.061,
2012-07,0.061,
2012-08,0.061,
2012-09,0.061,
2012-10,0.061,
2012-11,0.061,
2012-12,0.060,
2013-01,0.059,
2013-02,0.059,
2013-03,0.059,
2013-04,0.058,
2013-05,0.057,
2013-06,0.056,
2013-07,0.055,
2013-08,0.055,
2013-09,0.043,
2013-10,0.042,
2013-11,0.042,
2013-12,0.027,
2014-01,0.026,
2014-02,0.025,
2014-03,0.024,
2014-04,0.023,
2014-05,0.023,
2014-06,0.022,
2014-07,0.021,
2014-08,0.020,
2014-09,0.020,
2014-10,0.019,
2014-11,0.019,
