"",BBK01.OEAH18V,BBK01.OEAH18V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:31:52,
2002-01,6.350,
2002-04,6.429,
2002-07,6.708,
2002-10,6.623,
2003-01,5.998,
2003-04,5.331,
2003-07,5.560,
2003-10,6.191,
2004-01,5.269,
2004-04,4.698,
2004-07,4.771,
2004-10,5.771,
2005-01,5.150,
2005-04,5.203,
2005-07,4.962,
2005-10,5.221,
2006-01,5.035,
2006-04,5.416,
2006-07,5.481,
2006-10,5.906,
2007-01,6.208,
2007-04,6.371,
2007-07,6.368,
2007-10,7.394,
2008-01,7.616,
2008-04,7.690,
2008-07,8.193,
2008-10,8.373,
2009-01,6.208,
2009-04,5.167,
2009-07,4.092,
2009-10,4.178,
2010-01,3.793,
2010-04,3.918,
2010-07,3.602,
2010-10,3.670,
2011-01,3.718,
2011-04,3.663,
2011-07,4.341,
2011-10,4.920,
2012-01,4.691,
2012-04,5.686,
2012-07,5.622,
2012-10,5.509,
2013-01,5.501,
2013-04,5.054,
2013-07,5.493,
2013-10,5.679,
2014-01,5.305,
2014-04,5.701,
2014-07,5.497,
