"",BBK01.QU6358,BBK01.QU6358_FLAGS
"",All foreign subsidiaries: Short-term liabilities to foreign banks / Brazil / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:20:29,
1984-12,0.438,
1985-01,0.401,
1985-02,0.318,
1985-03,0.572,
1985-04,0.367,
1985-05,0.315,
1985-06,0.314,
1985-07,0.323,
1985-08,0.311,
1985-09,0.342,
1985-10,0.328,
1985-11,0.225,
1985-12,0.250,
1986-01,0.108,
1986-02,0.174,
1986-03,0.208,
1986-04,0.205,
1986-05,0.246,
1986-06,0.190,
1986-07,0.184,
1986-08,0.148,
1986-09,0.160,
1986-10,0.108,
1986-11,0.070,
1986-12,0.107,
1987-01,0.039,
1987-02,0.001,
1987-03,0.002,
1987-04,0.002,
1987-05,0.002,
1987-06,0.003,
1987-07,0.002,
1987-08,0.002,
1987-09,0.002,
1987-10,0.002,
1987-11,0.002,
1987-12,0.001,
1988-01,-,Nothing exists
1988-02,0.001,
1988-03,.,No value available
1988-04,.,No value available
1988-05,.,No value available
1988-06,-,Nothing exists
1988-07,0.001,
1988-08,0.001,
1988-09,.,No value available
1988-10,.,No value available
1988-11,.,No value available
1988-12,0.040,
1989-01,0.012,
1989-02,0.002,
1989-03,.,No value available
1989-04,.,No value available
1989-05,.,No value available
1989-06,.,No value available
1989-07,.,No value available
1989-08,.,No value available
1989-09,.,No value available
1989-10,.,No value available
1989-11,.,No value available
1989-12,.,No value available
1990-01,.,No value available
1990-02,.,No value available
1990-03,.,No value available
1990-04,.,No value available
1990-05,.,No value available
1990-06,.,No value available
1990-07,.,No value available
1990-08,.,No value available
1990-09,.,No value available
1990-10,.,No value available
1990-11,0.001,
1990-12,.,No value available
1991-01,.,No value available
1991-02,.,No value available
1991-03,0.005,
1991-04,0.003,
1991-05,0.003,
1991-06,.,No value available
1991-07,.,No value available
1991-08,.,No value available
1991-09,.,No value available
1991-10,.,No value available
1991-11,.,No value available
1991-12,.,No value available
1992-01,.,No value available
1992-02,0.044,
1992-03,0.015,
1992-04,0.035,
1992-05,0.030,
1992-06,0.031,
1992-07,0.032,
1992-08,0.057,
1992-09,0.094,
1992-10,0.147,
1992-11,0.121,
1992-12,0.099,
1993-01,0.060,
1993-02,0.175,
1993-03,0.126,
1993-04,0.177,
1993-05,0.139,
1993-06,0.204,
1993-07,0.201,
1993-08,0.251,
1993-09,0.181,
1993-10,0.070,
1993-11,0.080,
1993-12,.,No value available
1994-01,.,No value available
1994-02,.,No value available
1994-03,0.089,
1994-04,0.223,
1994-05,0.156,
1994-06,0.125,
1994-07,0.162,
1994-08,0.216,
1994-09,0.094,
1994-10,0.081,
1994-11,0.080,
1994-12,0.080,
1995-01,0.086,
1995-02,0.113,
1995-03,0.083,
1995-04,0.073,
1995-05,0.108,
1995-06,0.090,
1995-07,0.069,
1995-08,0.086,
1995-09,0.138,
1995-10,0.153,
1995-11,0.101,
1995-12,0.235,
1996-01,0.219,
1996-02,0.218,
1996-03,0.480,
1996-04,0.708,
1996-05,0.578,
1996-06,0.363,
1996-07,0.553,
1996-08,0.525,
1996-09,0.182,
1996-10,0.095,
1996-11,0.348,
1996-12,0.120,
1997-01,0.147,
1997-02,0.311,
1997-03,0.224,
1997-04,0.247,
1997-05,0.174,
1997-06,0.233,
1997-07,0.398,
1997-08,0.625,
1997-09,0.508,
1997-10,0.830,
1997-11,1.398,
1997-12,1.109,
1998-01,1.312,
1998-02,0.588,
1998-03,0.625,
1998-04,1.554,
1998-05,0.742,
1998-06,0.520,
1998-07,1.039,
1998-08,0.722,
1998-09,0.734,
1998-10,0.852,
1998-11,0.577,
1998-12,0.195,
1999-01,0.107,
1999-02,0.191,
1999-03,0.189,
1999-04,0.084,
1999-05,0.068,
1999-06,0.104,
1999-07,0.137,
1999-08,0.045,
1999-09,0.176,
1999-10,0.416,
1999-11,0.546,
1999-12,0.170,
2000-01,0.439,
2000-02,0.572,
2000-03,0.350,
2000-04,0.652,
2000-05,0.609,
2000-06,0.408,
2000-07,0.686,
2000-08,0.726,
2000-09,0.261,
2000-10,0.276,
2000-11,0.339,
2000-12,0.230,
2001-01,0.274,
2001-02,0.197,
2001-03,0.300,
2001-04,0.240,
2001-05,0.318,
2001-06,1.490,
2001-07,1.345,
2001-08,1.707,
2001-09,1.566,
2001-10,2.117,
2001-11,2.728,
2001-12,2.626,
2002-01,2.941,
2002-02,2.731,
2002-03,2.742,
2002-04,1.061,
2002-05,1.619,
2002-06,2.448,
2002-07,1.921,
2002-08,1.340,
2002-09,1.829,
2002-10,1.022,
2002-11,0.678,
2002-12,0.551,
2003-01,0.684,
2003-02,0.386,
2003-03,0.384,
2003-04,0.308,
2003-05,0.229,
2003-06,0.465,
2003-07,0.665,
2003-08,0.735,
2003-09,0.614,
2003-10,0.539,
2003-11,0.602,
2003-12,0.609,
2004-01,0.686,
2004-02,0.670,
2004-03,0.492,
2004-04,0.739,
2004-05,0.730,
2004-06,0.444,
2004-07,0.336,
2004-08,0.441,
2004-09,0.583,
2004-10,0.260,
2004-11,0.563,
2004-12,0.525,
2005-01,0.595,
2005-02,0.632,
2005-03,0.582,
2005-04,0.384,
2005-05,0.535,
2005-06,0.549,
2005-07,0.352,
2005-08,0.411,
2005-09,0.494,
2005-10,0.540,
2005-11,0.294,
2005-12,0.319,
2006-01,0.404,
2006-02,0.418,
2006-03,0.578,
2006-04,0.502,
2006-05,0.442,
2006-06,0.664,
2006-07,0.479,
2006-08,0.331,
2006-09,0.324,
2006-10,0.408,
2006-11,0.609,
2006-12,0.532,
2007-01,0.099,
2007-02,0.135,
2007-03,0.221,
2007-04,0.124,
2007-05,0.120,
2007-06,0.193,
2007-07,0.098,
2007-08,0.123,
2007-09,0.119,
2007-10,0.136,
2007-11,0.104,
2007-12,0.065,
2008-01,0.030,
2008-02,0.042,
2008-03,0.054,
2008-04,0.046,
2008-05,0.092,
2008-06,0.133,
2008-07,0.073,
2008-08,0.059,
2008-09,0.041,
2008-10,0.044,
2008-11,0.214,
2008-12,0.164,
2009-01,0.216,
2009-02,0.210,
2009-03,0.196,
2009-04,0.213,
2009-05,0.085,
2009-06,0.082,
2009-07,0.046,
2009-08,0.037,
2009-09,0.045,
2009-10,0.060,
2009-11,0.057,
2009-12,.,No value available
2010-01,.,No value available
2010-02,.,No value available
2010-03,.,No value available
2010-04,.,No value available
2010-05,0.031,
2010-06,0.025,
2010-07,0.015,
2010-08,.,No value available
2010-09,0.017,
2010-10,0.031,
2010-11,0.040,
2010-12,0.033,
2011-01,0.032,
2011-02,0.032,
2011-03,0.065,
2011-04,0.065,
2011-05,0.081,
2011-06,.,No value available
2011-07,0.007,
2011-08,.,No value available
2011-09,0.010,
2011-10,0.124,
2011-11,0.121,
2011-12,0.019,
2012-01,.,No value available
2012-02,0.097,
2012-03,0.114,
2012-04,0.133,
2012-05,0.174,
2012-06,0.192,
2012-07,0.187,
2012-08,0.205,
2012-09,0.157,
2012-10,0.167,
2012-11,0.158,
2012-12,0.167,
2013-01,0.161,
2013-02,0.156,
2013-03,0.037,
2013-04,0.036,
2013-05,0.033,
2013-06,0.028,
2013-07,0.010,
2013-08,0.016,
2013-09,0.033,
2013-10,0.020,
2013-11,0.012,
2013-12,.,No value available
2014-01,.,No value available
2014-02,.,No value available
2014-03,0.010,
2014-04,.,No value available
2014-05,.,No value available
2014-06,0.010,
2014-07,0.011,
2014-08,0.050,
2014-09,0.045,
2014-10,0.008,
2014-11,0.008,
