"",BBK01.PC3673,BBK01.PC3673_FLAGS
"",Other loans to domestic employees and other individuals / Medium-term / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:26:59,
1985-10,0.650,
1986-01,0.643,
1986-04,0.659,
1986-07,0.663,
1986-10,0.658,
1987-01,0.647,
1987-04,0.661,
1987-07,0.669,
1987-10,0.655,
1988-01,0.650,
1988-04,0.652,
1988-07,0.715,
1988-10,0.782,
1989-01,0.819,
1989-04,0.845,
1989-07,0.871,
1989-10,0.825,
1990-01,0.838,
1990-04,0.907,
1990-07,0.932,
1990-10,0.903,
1991-01,0.978,
1991-04,1.008,
1991-07,1.061,
1991-10,1.152,
1992-01,1.220,
1992-04,1.139,
1992-07,1.178,
1992-10,1.424,
1993-01,1.360,
1993-04,1.365,
1993-07,1.362,
1993-10,1.324,
1994-01,3.070,
1994-04,3.153,
1994-07,3.238,
1994-10,3.292,
1995-01,3.292,
1995-04,3.399,
1995-07,3.427,
1995-10,3.406,
1996-01,3.506,
1996-04,3.613,
1996-07,3.721,
1996-10,3.767,
1997-01,3.790,
1997-04,4.709,
1997-07,3.834,
1997-10,3.875,
1998-01,3.869,
1998-04,3.855,
1998-07,3.795,
1998-10,3.752,
1999-01,4.964,
1999-04,5.114,
1999-07,5.126,
1999-10,5.183,
2000-01,6.629,
2000-04,6.714,
2000-07,6.847,
2000-10,7.347,
2001-01,7.660,
2001-04,8.187,
2001-07,8.426,
2001-10,8.270,
2002-01,7.828,
2002-04,9.225,
2002-07,9.688,
2002-10,9.723,
2003-01,10.024,
2003-04,10.257,
2003-07,10.369,
2003-10,10.530,
2004-01,10.817,
2004-04,11.105,
2004-07,11.353,
2004-10,11.449,
2005-01,11.431,
2005-04,11.968,
2005-07,12.188,
2005-10,13.276,
2006-01,13.439,
2006-04,13.823,
2006-07,14.072,
2006-10,14.401,
2007-01,14.339,
2007-04,14.655,
2007-07,15.099,
2007-10,14.582,
2008-01,14.667,
2008-04,14.814,
2008-07,14.194,
2008-10,14.892,
2009-01,15.404,
2009-04,15.912,
2009-07,16.483,
2009-10,17.415,
2010-01,17.268,
2010-04,16.630,
2010-07,15.962,
2010-10,15.976,
2011-01,15.967,
2011-04,16.028,
2011-07,15.948,
2011-10,15.017,
2012-01,14.322,
2012-04,14.365,
2012-07,14.512,
2012-10,14.455,
2013-01,15.371,
2013-04,15.547,
2013-07,15.912,
2013-10,15.942,
2014-01,15.998,
2014-04,15.210,
2014-07,15.476,
2014-10,15.626,
