"",BBK01.BQ1825,BBK01.BQ1825_FLAGS
"","Central, state and local government debt - old debt - equalisation claims",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 16:35:24,
1950-10,9366.8,
1951-01,.,No value available
1951-04,.,No value available
1951-07,.,No value available
1951-10,9845.1,
1952-01,.,No value available
1952-04,.,No value available
1952-07,.,No value available
1952-10,10380.5,
1953-01,.,No value available
1953-04,.,No value available
1953-07,.,No value available
1953-10,10446.2,
1954-01,.,No value available
1954-04,.,No value available
1954-07,.,No value available
1954-10,10504.6,
1955-01,.,No value available
1955-04,.,No value available
1955-07,.,No value available
1955-10,10580.5,
1956-01,.,No value available
1956-04,.,No value available
1956-07,.,No value available
1956-10,10516.7,
1957-01,.,No value available
1957-04,.,No value available
1957-07,.,No value available
1957-10,10498.6,
1958-01,.,No value available
1958-04,.,No value available
1958-07,.,No value available
1958-10,10466.1,
1959-01,.,No value available
1959-04,.,No value available
1959-07,.,No value available
1959-10,10512.2,
1960-01,.,No value available
1960-04,.,No value available
1960-07,.,No value available
1960-10,10530.8,
1961-01,.,No value available
1961-04,.,No value available
1961-07,.,No value available
1961-10,10430.4,
1962-01,-,Nothing exists
1962-04,-,Nothing exists
1962-07,-,Nothing exists
1962-10,10369.2,
1963-01,-,Nothing exists
1963-04,-,Nothing exists
1963-07,-,Nothing exists
1963-10,10439.9,
1964-01,-,Nothing exists
1964-04,-,Nothing exists
1964-07,-,Nothing exists
1964-10,10506.9,
1965-01,-,Nothing exists
1965-04,-,Nothing exists
1965-07,-,Nothing exists
1965-10,10475.9,
1966-01,10468.4,
1966-04,10441.1,
1966-07,10431.8,
1966-10,10397.8,
1967-01,10389.3,
1967-04,10353.9,
1967-07,10349.4,
1967-10,10315.3,
1968-01,10304.4,
1968-04,10269.9,
1968-07,10245.3,
1968-10,10175.6,
1969-01,10154.9,
1969-04,10084.3,
1969-07,10053.8,
1969-10,10013.6,
1970-01,9988.3,
1970-04,9951.4,
1970-07,9926.2,
1970-10,9883.7,
1971-01,9870.0,
1971-04,9826.4,
1971-07,9811.9,
1971-10,9770.7,
1972-01,9756.5,
1972-04,9714.6,
1972-07,9702.6,
1972-10,9660.2,
1973-01,9647.8,
1973-04,9595.3,
1973-07,9576.8,
1973-10,9531.8,
1974-01,9520.4,
1974-04,9475.6,
1974-07,9462.8,
1974-10,9423.8,
1975-01,9405.2,
1975-04,9366.2,
1975-07,9349.4,
1975-10,9305.1,
1976-01,9288.1,
1976-04,9246.3,
1976-07,9237.6,
1976-10,9186.0,
1977-01,9167.8,
1977-04,9120.7,
1977-07,9103.4,
1977-10,9055.1,
1978-01,9037.0,
1978-04,8972.0,
1978-07,8969.6,
1978-10,8919.9,
1979-01,8901.0,
1979-04,8860.8,
1979-07,8831.9,
1979-10,8781.0,
1980-01,8761.7,
1980-04,8708.1,
1980-07,8691.7,
1980-10,8636.0,
1981-01,8618.2,
1981-04,8562.6,
1981-07,8529.2,
1981-10,8488.9,
1982-01,8470.1,
1982-04,8412.6,
1982-07,8393.8,
1982-10,8335.0,
1983-01,8315.9,
1983-04,8261.6,
1983-07,8242.0,
1983-10,8177.0,
1984-01,8157.0,
1984-04,8108.3,
1984-07,8075.9,
1984-10,8013.2,
1985-01,7992.6,
1985-04,7941.4,
1985-07,7908.4,
1985-10,7844.3,
1986-01,7822.8,
1986-04,7751.4,
1986-07,7735.6,
1986-10,7669.3,
1987-01,7647.1,
1987-04,7579.6,
1987-07,7557.1,
1987-10,7488.4,
1988-01,7465.5,
1988-04,7378.1,
1988-07,7372.5,
1988-10,7301.6,
1989-01,7277.9,
1989-04,7205.8,
1989-07,7181.7,
1989-10,7108.2,
1990-01,7083.7,
1990-04,7030.9,
1990-07,6991.7,
1990-10,6908.8,
1991-01,6883.3,
1991-04,6819.9,
1991-07,6780.5,
1991-10,6702.4,
1992-01,6676.1,
1992-04,6596.6,
1992-07,6569.8,
1992-10,39506.8,
1993-01,39538.5,
1993-04,40012.3,
1993-07,40496.7,
1993-10,44063.4,
1994-01,44214.6,
1994-04,43296.7,
1994-07,42708.6,
1994-10,44532.3,
1995-01,43989.3,
1995-04,44046.3,
1995-07,44235.7,
1995-10,44522.6,
1996-01,44679.5,
1996-04,44709.7,
1996-07,43338.1,
1996-10,45927.2,
1997-01,46188.4,
1997-04,46366.1,
1997-07,45025.1,
1997-10,45697.2,
1998-01,45723.2,
1998-04,45745.9,
1998-07,44691.7,
1998-10,45291.4,
1999-01,45320.9,
1999-04,45341.8,
1999-07,45259.6,
1999-10,45175.1,
2000-01,45280.8,
2000-04,45280.5,
2000-07,44146.4,
2000-10,44145.9,
2001-01,10103.3,
2001-04,10125.2,
2001-07,8992.1,
2001-10,8986.4,
2002-01,8986.4,
2002-04,8986.4,
2002-07,7847.8,
2002-10,7844.7,
2003-01,7844.7,
2003-04,7845.1,
2003-07,6706.4,
2003-10,6710.6,
2004-01,6710.6,
2004-04,6710.6,
2004-07,5571.7,
2004-10,5572.4,
2005-01,5572.4,
2005-04,5572.4,
2005-07,4442.5,
2005-10,4442.5,
2006-01,4442.5,
2006-04,4442.5,
2006-07,4442.5,
2006-10,4442.5,
2007-01,4442.5,
2007-04,4442.5,
2007-07,4442.5,
2007-10,4442.5,
2008-01,4442.5,
2008-04,4442.5,
2008-07,4442.5,
2008-10,4442.5,
2009-01,4442.5,
2009-04,4442.5,
2009-07,4442.5,
2009-10,4441.9,
2010-01,4441.9,
2010-04,4439.8,
2010-07,4439.8,
2010-10,4439.8,
2011-01,4439.8,
2011-04,4439.8,
2011-07,4439.8,
2011-10,4439.8,
2012-01,4439.8,
2012-04,4439.8,
2012-07,4439.8,
2012-10,4439.8,
2013-01,4439.8,
2013-04,4439.8,
2013-07,4439.8,
2013-10,4439.8,
2014-01,4439.8,
2014-04,4439.8,
2014-07,4439.8,
"",General: For Germany as a whole (western Germany up to and including 1990). Excluding offsets against outstanding claims.,
