"",BBK01.OUA250,BBK01.OUA250_FLAGS
"",Savings deposits of foreign non-banks (non-MFIs) / At three months' notice / All categories of banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:12:12,
1968-12,0.470,
1969-01,0.452,
1969-02,0.449,
1969-03,0.450,
1969-04,0.458,
1969-05,0.466,
1969-06,0.474,
1969-07,0.484,
1969-08,0.496,
1969-09,0.507,
1969-10,0.507,
1969-11,0.497,
1969-12,0.504,
1970-01,0.493,
1970-02,0.483,
1970-03,0.476,
1970-04,0.472,
1970-05,0.469,
1970-06,0.464,
1970-07,0.464,
1970-08,0.465,
1970-09,0.470,
1970-10,0.472,
1970-11,0.479,
1970-12,0.497,
1971-01,0.502,
1971-02,0.506,
1971-03,0.509,
1971-04,0.518,
1971-05,0.516,
1971-06,0.525,
1971-07,0.523,
1971-08,0.504,
1971-09,0.502,
1971-10,0.503,
1971-11,0.508,
1971-12,0.531,
1972-01,0.535,
1972-02,0.537,
1972-03,0.541,
1972-04,0.545,
1972-05,0.556,
1972-06,0.559,
1972-07,0.561,
1972-08,0.567,
1972-09,0.567,
1972-10,0.566,
1972-11,0.565,
1972-12,0.583,
1973-01,0.579,
1973-02,0.578,
1973-03,0.581,
1973-04,0.581,
1973-05,0.585,
1973-06,0.580,
1973-07,0.574,
1973-08,0.564,
1973-09,0.557,
1973-10,0.554,
1973-11,0.550,
1973-12,0.565,
1974-01,0.559,
1974-02,0.555,
1974-03,0.550,
1974-04,0.548,
1974-05,0.548,
1974-06,0.546,
1974-07,0.541,
1974-08,0.543,
1974-09,0.541,
1974-10,0.544,
1974-11,0.549,
1974-12,0.573,
1975-01,0.576,
1975-02,0.583,
1975-03,0.592,
1975-04,0.601,
1975-05,0.605,
1975-06,0.612,
1975-07,0.618,
1975-08,0.626,
1975-09,0.647,
1975-10,0.662,
1975-11,0.677,
1975-12,0.720,
1976-01,0.737,
1976-02,0.758,
1976-03,0.776,
1976-04,0.798,
1976-05,0.817,
1976-06,0.827,
1976-07,0.835,
1976-08,0.847,
1976-09,0.854,
1976-10,0.868,
1976-11,0.881,
1976-12,0.929,
1977-01,0.934,
1977-02,0.947,
1977-03,0.956,
1977-04,0.969,
1977-05,0.982,
1977-06,0.992,
1977-07,1.006,
1977-08,1.012,
1977-09,1.021,
1977-10,1.032,
1977-11,1.042,
1977-12,1.093,
1978-01,1.101,
1978-02,1.101,
1978-03,1.107,
1978-04,1.114,
1978-05,1.110,
1978-06,1.117,
1978-07,1.125,
1978-08,1.136,
1978-09,1.153,
1978-10,1.164,
1978-11,1.183,
1978-12,1.230,
1979-01,1.239,
1979-02,1.247,
1979-03,1.247,
1979-04,1.247,
1979-05,1.242,
1979-06,1.240,
1979-07,1.233,
1979-08,1.226,
1979-09,1.215,
1979-10,1.220,
1979-11,1.229,
1979-12,1.284,
1980-01,1.287,
1980-02,1.292,
1980-03,1.304,
1980-04,1.302,
1980-05,1.304,
1980-06,1.307,
1980-07,1.317,
1980-08,1.329,
1980-09,1.338,
1980-10,1.343,
1980-11,1.344,
1980-12,1.418,
1981-01,1.418,
1981-02,1.412,
1981-03,1.401,
1981-04,1.395,
1981-05,1.399,
1981-06,1.402,
1981-07,1.420,
1981-08,1.441,
1981-09,1.463,
1981-10,1.486,
1981-11,1.497,
1981-12,1.619,
1982-01,1.635,
1982-02,1.658,
1982-03,1.670,
1982-04,1.681,
1982-05,1.692,
1982-06,1.714,
1982-07,1.747,
1982-08,1.760,
1982-09,1.774,
1982-10,1.788,
1982-11,1.808,
1982-12,1.945,
1983-01,1.956,
1983-02,1.979,
1983-03,1.992,
1983-04,2.011,
1983-05,2.018,
1983-06,2.022,
1983-07,2.019,
1983-08,2.022,
1983-09,2.024,
1983-10,2.021,
1983-11,2.047,
1983-12,2.148,
1984-01,2.162,
1984-02,2.165,
1984-03,2.169,
1984-04,2.169,
1984-05,2.167,
1984-06,2.168,
1984-07,2.164,
1984-08,2.172,
1984-09,2.185,
1984-10,2.205,
1984-11,2.214,
1984-12,2.334,
1985-01,2.351,
1985-02,2.364,
1985-03,2.379,
1985-04,2.389,
1985-05,2.399,
1985-06,2.412,
1985-07,2.427,
1985-08,2.436,
1985-09,2.446,
1985-10,2.458,
1985-11,2.470,
1985-12,2.600,
1986-01,2.602,
1986-02,2.619,
1986-03,2.617,
1986-04,2.633,
1986-05,2.635,
1986-06,2.645,
1986-07,2.659,
1986-08,2.662,
1986-09,2.659,
1986-10,2.681,
1986-11,2.699,
1986-12,2.831,
1987-01,2.860,
1987-02,2.881,
1987-03,2.882,
1987-04,2.901,
1987-05,2.904,
1987-06,2.930,
1987-07,2.946,
1987-08,2.946,
1987-09,2.955,
1987-10,2.967,
1987-11,2.982,
1987-12,3.126,
1988-01,3.152,
1988-02,3.177,
1988-03,3.193,
1988-04,3.206,
1988-05,3.223,
1988-06,3.234,
1988-07,3.227,
1988-08,3.214,
1988-09,3.205,
1988-10,3.193,
1988-11,3.187,
1988-12,3.299,
1989-01,3.291,
1989-02,3.296,
1989-03,3.270,
1989-04,3.265,
1989-05,3.249,
1989-06,3.255,
1989-07,3.250,
1989-08,3.241,
1989-09,3.236,
1989-10,3.232,
1989-11,3.236,
1989-12,3.357,
1990-01,3.336,
1990-02,3.319,
1990-03,3.301,
1990-04,3.287,
1990-05,3.247,
1990-06,3.280,
1990-07,3.229,
1990-08,3.211,
1990-09,3.215,
1990-10,3.231,
1990-11,3.263,
1990-12,3.425,
1991-01,3.451,
1991-02,3.477,
1991-03,3.497,
1991-04,3.507,
1991-05,3.522,
1991-06,3.530,
1991-07,3.552,
1991-08,3.574,
1991-09,3.598,
1991-10,3.627,
1991-11,3.664,
1991-12,3.869,
1992-01,3.891,
1992-02,3.920,
1992-03,3.950,
1992-04,3.995,
1992-05,4.018,
1992-06,4.055,
1992-07,4.082,
1992-08,4.135,
1992-09,4.230,
1992-10,4.400,
1992-11,4.604,
1992-12,5.167,
1993-01,5.367,
1993-02,5.526,
1993-03,5.657,
1993-04,5.752,
1993-05,5.816,
1993-06,5.831,
1993-07,5.772,
1993-08,5.702,
1993-09,5.659,
1993-10,5.634,
1993-11,5.627,
1993-12,5.874,
1994-01,5.889,
1994-02,5.945,
1994-03,5.973,
1994-04,5.991,
1994-05,5.996,
1994-06,6.000,
1994-07,6.000,
1994-08,5.989,
1994-09,5.990,
1994-10,5.994,
1994-11,6.016,
1994-12,6.244,
1995-01,6.235,
1995-02,6.244,
1995-03,6.240,
1995-04,6.281,
1995-05,6.312,
1995-06,6.363,
1995-07,6.399,
1995-08,6.464,
1995-09,6.536,
1995-10,6.625,
1995-11,6.715,
1995-12,7.102,
1996-01,7.252,
1996-02,7.413,
1996-03,7.521,
1996-04,7.637,
1996-05,7.683,
1996-06,7.752,
1996-07,7.772,
1996-08,7.805,
1996-09,7.885,
1996-10,7.947,
1996-11,7.979,
1996-12,8.333,
1997-01,8.386,
1997-02,8.419,
1997-03,8.438,
1997-04,8.424,
1997-05,8.415,
1997-06,8.394,
1997-07,8.384,
1997-08,8.388,
1997-09,8.366,
1997-10,8.363,
1997-11,8.384,
1997-12,8.661,
1998-01,8.672,
1998-02,8.696,
1998-03,8.691,
1998-04,8.652,
1998-05,8.613,
1998-06,8.593,
1998-07,8.562,
1998-08,8.559,
1998-09,8.530,
