"",BBEX3.M.STD.USD.CA.AC.A01,BBEX3.M.STD.USD.CA.AC.A01_FLAGS
1994-08,806.55750,
1994-09,816.13100,
1994-10,828.36950,
1994-11,949.87800,
1994-12,1219.78025,
1995-01,1610.04245,
1995-02,1245.66445,
1995-03,1199.03450,
1995-04,1181.21030,
1995-05,1258.32285,
1995-06,1258.68400,
1995-07,1270.68600,
1995-08,1375.56885,
1995-09,1464.83975,
1995-10,1763.58920,
1995-11,1768.76325,
1995-12,1756.87565,
1996-01,1852.13310,
1996-02,1870.50010,
1996-03,1985.65395,
1996-04,2127.05455,
1996-05,2317.19830,
1996-06,2385.12780,
1996-07,2319.28790,
1996-08,2280.15225,
1996-09,2277.29910,
1996-10,2290.58740,
1996-11,2321.36765,
1996-12,2833.20910,
1997-01,2997.84120,
1997-02,3219.60900,
1997-03,3384.59070,
1997-04,3891.72380,
1997-05,4349.74810,
1997-06,4612.65625,
1997-07,4867.94280,
1997-08,5036.06785,
1997-09,5189.98000,
1997-10,5602.89990,
1997-11,6305.92695,
1997-12,6969.73140,
1998-01,6893.01690,
1998-02,6893.01180,
1998-03,6883.00090,
1998-04,6886.13835,
1998-05,6904.90060,
1998-06,6904.64390,
1998-07,6856.14580,
1998-08,6855.53980,
1998-09,6873.09410,
1998-10,6873.74360,
1998-11,6885.00000,
1998-12,6885.00000,
1999-01,6885.00000,
1999-02,6910.00000,
1999-03,6930.00000,
1999-04,7100.00000,
1999-05,7100.00000,
1999-06,7200.00000,
1999-07,7200.00000,
1999-08,7200.00000,
1999-09,7200.00000,
1999-10,7300.00000,
1999-11,7300.00000,
1999-12,7300.00000,
2000-01,7350.00000,
2000-02,7350.00000,
2000-03,7450.00000,
2000-04,7475.00000,
2000-05,7725.00000,
2000-06,8221.51000,
2000-07,8195.43000,
2000-08,8203.52500,
2000-09,8210.62000,
2000-10,8727.54500,
2000-11,8643.63500,
2000-12,8610.65000,
2001-01,8594.27000,
2001-02,8613.33500,
2001-03,8796.30500,
2001-04,8837.35000,
2001-05,8968.84000,
2001-06,8975.99500,
2001-07,8937.24000,
2001-08,8849.10500,
2001-09,8875.02000,
2001-10,8957.00000,
2001-11,9013.81000,
2001-12,9019.71500,
2002-01,9085.92000,
2002-02,8954.19000,
2002-03,9016.15000,
2002-04,9012.64000,
2002-05,9073.40500,
2002-06,9071.40000,
2002-07,9091.38500,
2002-08,9095.84000,
2002-09,9183.50000,
2002-10,9202.78000,
2002-11,9196.33000,
2002-12,9190.75000,
2003-01,9183.12000,
2003-02,9254.96500,
2003-03,9303.80000,
2003-04,9305.28500,
2003-05,9302.02500,
2003-06,9327.90500,
2003-07,9327.04500,
2003-08,9489.57000,
2003-09,9390.50500,
2003-10,9460.56500,
2003-11,9498.17500,
2003-12,9455.89500,
2004-01,9509.72500,
2004-02,9557.17000,
2004-03,9699.40500,
2004-04,9793.29500,
2004-05,9920.89500,
2004-06,9994.95500,
2004-07,10054.35500,
2004-08,10123.55000,
2004-09,10148.10500,
2004-10,10068.29000,
2004-11,10113.67000,
2004-12,10103.96500,
2005-01,10121.84500,
2005-02,10133.48500,
2005-03,10155.45000,
2005-04,10185.44500,
2005-05,10185.79500,
2005-06,10186.00000,
2005-07,10229.86000,
2005-08,10289.87500,
2005-09,10828.33500,
2005-10,11446.73500,
2005-11,11878.97000,
2005-12,11929.70000,
2006-01,12155.08500,
2006-02,12118.90000,
2006-03,11748.75500,
2006-04,11941.50500,
2006-05,12441.29000,
2006-06,12587.20500,
2006-07,12597.05500,
2006-08,12630.75500,
2006-09,12673.94000,
2006-10,12942.39000,
2006-11,13011.04000,
2006-12,13073.94000,
2007-01,13095.36000,
2007-02,13290.86000,
2007-03,13295.39000,
2007-04,13444.10500,
2007-05,13495.67500,
2007-06,13498.39000,
2007-07,13502.20000,
2007-08,13489.99500,
2007-09,13743.40500,
2007-10,13753.25500,
2007-11,14094.00500,
2007-12,14362.34000,
2008-01,14619.56500,
2008-02,14619.49500,
2008-03,14742.32000,
2008-04,14735.93000,
2008-05,14713.32500,
2008-06,14628.39500,
2008-07,14601.78000,
2008-08,14637.53500,
2008-09,14506.12500,
2008-10,14722.64500,
2008-11,14711.32500,
2008-12,15228.11000,
2009-01,16718.27500,
2009-02,17164.50000,
2009-03,16630.43500,
2009-04,16543.06000,
2009-05,15863.35500,
2009-06,15584.89000,
2009-07,15638.67500,
2009-08,15710.70500,
2009-09,16019.41000,
2009-10,16225.79500,
2009-11,16150.49500,
2009-12,16814.49000,
2010-01,17632.51000,
2010-02,18299.17000,
2010-03,18308.67000,
2010-04,18620.81500,
2010-05,19931.97000,
2010-06,19951.30000,comment
2010-07,18887.25000,
2010-08,19436.02500,
2010-09,18338.59500,
2010-10,17813.19500,
2010-11,18776.62500,
2010-12,18587.16500,
2011-01,18004.19500,
2011-02,17936.16000,
2011-03,17518.63000,
2011-04,16684.97500,
2011-05,17295.23000,
2011-06,17111.78500,
2011-07,17309.78500,
2011-08,17139.11500,
2011-09,18108.54000,
2011-10,17583.52500,
2011-11,18509.11500,
2011-12,19151.02000,
2012-01,18778.05500,
2012-02,18346.77500,
2012-03,18888.70000,comment
2012-04,18678.58500,
2012-05,19643.28500,
2012-06,19877.40000,
2012-07,20156.58000,
2012-08,19677.73500,
2012-09,19216.62000,
2012-10,19043.16500,
2012-11,18996.27000,
2012-12,18723.92500,
2013-01,18228.90000,
2013-02,18846.87000,
2013-03,19276.65000,
2013-04,18823.88000,
2013-05,19069.64500,
2013-06,18940.88000,
2013-07,18581.56500,
2013-08,18606.77500,
2013-09,18285.61000,
2013-10,17945.29000,
2013-11,18160.50000,
2013-12,17908.83500,
2014-01,18139.15000,
2014-02,17869.94000,
2014-03,17941.38000,
2014-04,17815.77000,
2014-05,18099.24500,
2014-06,18141.81000,
2014-07,18419.33500,
2014-08,18731.03000,
2014-09,19387.17500,
2014-10,19593.38500,
2014-11,19778.64500,
2014-12,20237.56000,
2015-01,21815.06500,
2015-02,21811.21500,
"","General: The unit of account for 1,000 dobras is 1 conto.",
"","Source: Calculated on the basis of the buying and selling rates of the following banks:  Since November 1993 Banco Central de São Tomé e Príncipe, São Tomé 1978 - October 1993 Banco Nacional de São Tomé e Príncipe, São Tomé",
"",Comment on 1984-04: Exchange rate as of 26 April 1984.,
"","Comment on 1987-07: On 22 July 1987, the dobra was devalued. We recorded the following exchange rates (buying/selling rate):21 July 1987 USD 1 = STD 36.1385 / 38.373922 July 1987 USD 1 = STD 75.8825 / 80.5763.Calculated using this exchange rates the dobra was devalued against the US dollar by 52.4%.",
"","Comment on 1988-07: On 22 July 1988, the dobra was devalued. We recorded the following exchange rates (buying/selling rate):21 July 1988 USD 1 = STD 79.3480 / 81.764022 July 1988 USD 1 = STD 98.5040 / 101.5040.Calculated using this exchange rates the dobra was devalued against the US dollar by 19.4%.",
"","Comment on 1989-02: On 13 February 1989, the dobra was devalued. We recorded the following exchange rates (buying/selling rate):10 February 1989 USD 1 = STD 99.1940 / 102.216013 February 1989 USD 1 = STD 118.2010 / 121.8010.Calculated using this exchange rates the dobra was devalued against the US dollar by 16.1%.",
"","Comment on 1991-05: On 16 May 1991, the dobra was devalued. We recorded the following exchange rates (buying/selling rate):15 May 1991 USD 1 = STD 150.5180 / 155.102016 May 1991 USD 1 = STD 185.1540 / 188.8940.Calculated using this exchange rates the dobra was devalued against the US dollar by 18.3% (middle rate).",
"","Comment on 1991-09: On 2 September 1991, the dobra was devalued. We recorded the following exchange rates (buying/selling rate):31 August 1991 USD 1 = STD 182.5520 / 186.24002 September 1991 USD 1 = STD 257.4100 / 262.6100.Calculated using this exchange rates the dobra was devalued against the US dollar by 29.1%.",
"",Comment on 2010-06: Exchange rate as of 21 June 2010.,
"",Comment on 2012-03: Exchange rate as of 6 April 2012.,
