"",BBK01.OEAH74N,BBK01.OEAH74N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:27:38,
2002-01,6.355,
2002-04,5.656,
2002-07,4.650,
2002-10,3.852,
2003-01,4.670,
2003-04,4.970,
2003-07,4.727,
2003-10,4.847,
2004-01,4.164,
2004-04,5.667,
2004-07,4.841,
2004-10,4.152,
2005-01,4.098,
2005-04,4.445,
2005-07,4.147,
2005-10,5.200,
2006-01,5.797,
2006-04,10.196,
2006-07,9.270,
2006-10,10.003,
2007-01,9.876,
2007-04,11.316,
2007-07,10.363,
2007-10,13.565,
2008-01,12.801,
2008-04,13.234,
2008-07,13.513,
2008-10,15.349,
2009-01,13.356,
2009-04,17.274,
2009-07,12.472,
2009-10,11.360,
2010-01,9.714,
2010-04,10.433,
2010-07,12.106,
2010-10,12.432,
2011-01,13.289,
2011-04,16.929,
2011-07,19.404,
2011-10,18.325,
2012-01,26.680,
2012-04,37.417,
2012-07,38.459,
2012-10,12.170,
2013-01,11.001,
2013-04,11.277,
2013-07,12.180,
2013-10,10.774,
2014-01,8.444,
2014-04,8.898,
2014-07,8.587,
