"",BBK01.QUK837,BBK01.QUK837_FLAGS
"",Consolidated German banks: Loans and advances to foreign enterprises and households / Malta / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:30:53,
2002-03,1.183,
2002-04,1.166,
2002-05,1.176,
2002-06,1.122,
2002-07,1.145,
2002-08,1.165,
2002-09,1.151,
2002-10,1.048,
2002-11,0.611,
2002-12,0.598,
2003-01,0.581,
2003-02,0.620,
2003-03,0.590,
2003-04,0.577,
2003-05,0.572,
2003-06,0.619,
2003-07,0.772,
2003-08,0.830,
2003-09,0.863,
2003-10,0.879,
2003-11,0.906,
2003-12,0.838,
2004-01,0.748,
2004-02,0.807,
2004-03,0.836,
2004-04,0.898,
2004-05,0.955,
2004-06,1.009,
2004-07,0.975,
2004-08,0.942,
2004-09,0.905,
2004-10,0.863,
2004-11,0.909,
2004-12,0.883,
2005-01,0.901,
2005-02,0.890,
2005-03,0.935,
2005-04,0.976,
2005-05,1.038,
2005-06,1.201,
2005-07,1.063,
2005-08,1.032,
2005-09,1.076,
2005-10,1.082,
2005-11,1.129,
2005-12,0.849,
2006-01,0.818,
2006-02,0.806,
2006-03,0.679,
2006-04,0.637,
2006-05,0.664,
2006-06,0.661,
2006-07,0.745,
2006-08,0.814,
2006-09,0.882,
2006-10,0.936,
2006-11,0.917,
2006-12,0.939,
2007-01,0.817,
2007-02,0.819,
2007-03,0.781,
2007-04,0.809,
2007-05,0.821,
2007-06,0.850,
2007-07,0.884,
2007-08,0.902,
2007-09,0.970,
2007-10,0.958,
2007-11,1.099,
2007-12,1.043,
2008-01,1.206,
2008-02,1.472,
2008-03,1.461,
2008-04,1.399,
2008-05,1.277,
2008-06,1.518,
2008-07,1.596,
2008-08,1.693,
2008-09,1.781,
2008-10,1.964,
2008-11,2.106,
2008-12,1.948,
2009-01,1.940,
2009-02,1.849,
2009-03,1.808,
2009-04,1.760,
2009-05,1.734,
2009-06,1.631,
2009-07,1.675,
2009-08,1.766,
2009-09,1.751,
2009-10,1.663,
2009-11,1.257,
2009-12,1.290,
2010-01,1.318,
2010-02,1.337,
2010-03,1.285,
2010-04,1.327,
2010-05,1.449,
2010-06,1.565,
2010-07,1.452,
2010-08,1.505,
2010-09,1.402,
2010-10,1.358,
2010-11,1.433,
2010-12,1.392,
2011-01,1.373,
2011-02,1.380,
2011-03,1.338,
2011-04,1.313,
2011-05,1.356,
2011-06,1.369,
2011-07,1.343,
2011-08,1.321,
2011-09,1.622,
2011-10,1.392,
2011-11,1.393,
2011-12,1.394,
2012-01,1.374,
2012-02,1.357,
2012-03,1.398,
2012-04,1.405,
2012-05,1.513,
2012-06,1.486,
2012-07,1.489,
2012-08,1.471,
2012-09,1.453,
2012-10,1.480,
2012-11,1.473,
2012-12,1.443,
2013-01,1.405,
2013-02,1.436,
2013-03,1.453,
2013-04,1.443,
2013-05,1.469,
2013-06,1.449,
2013-07,1.572,
2013-08,1.568,
2013-09,1.505,
2013-10,1.484,
2013-11,1.428,
2013-12,1.429,
2014-01,1.404,
2014-02,1.386,
2014-03,1.368,
2014-04,1.375,
2014-05,1.423,
2014-06,1.402,
2014-07,1.326,
2014-08,1.331,
2014-09,1.364,
2014-10,1.374,
