"",BBK01.OXA8G8,BBK01.OXA8G8_FLAGS
"",Long-term loans (including bills of exchange) to domestic self-employed persons (including sole proprietors),
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:14:59,
1999-01,337.535,
1999-02,338.957,
1999-03,344.267,
1999-04,346.118,
1999-05,348.265,
1999-06,351.033,
1999-07,352.829,
1999-08,354.255,
1999-09,355.482,
1999-10,356.610,
1999-11,358.676,
1999-12,360.147,
2000-01,360.548,
2000-02,361.221,
2000-03,360.824,
2000-04,361.887,
2000-05,362.758,
2000-06,363.474,
2000-07,364.291,
2000-08,365.400,
2000-09,366.842,
2000-10,367.378,
2000-11,367.964,
2000-12,368.713,
2001-01,367.991,
2001-02,369.078,
2001-03,368.962,
2001-04,369.157,
2001-05,370.398,
2001-06,370.127,
2001-07,369.681,
2001-08,370.195,
2001-09,370.446,
2001-10,370.895,
2001-11,371.404,
2001-12,371.297,
2002-01,371.180,
2002-02,370.756,
2002-03,369.848,
2002-04,369.403,
2002-05,369.414,
2002-06,369.623,
2002-07,369.240,
2002-08,368.910,
2002-09,368.330,
2002-10,368.526,
2002-11,368.039,
2002-12,366.840,
2003-01,365.013,
2003-02,365.659,
2003-03,364.415,
2003-04,363.857,
2003-05,363.380,
2003-06,361.751,
2003-07,361.754,
2003-08,361.795,
2003-09,360.410,
2003-10,359.667,
2003-11,359.042,
2003-12,357.156,
2004-01,355.928,
2004-02,355.073,
2004-03,352.749,
2004-04,352.490,
2004-05,352.125,
2004-06,351.958,
2004-07,353.215,
2004-08,352.489,
2004-09,351.058,
2004-10,351.212,
2004-11,348.992,
2004-12,345.034,
2005-01,343.748,
2005-02,342.917,
2005-03,341.265,
2005-04,341.154,
2005-05,340.724,
2005-06,339.953,
2005-07,340.552,
2005-08,340.704,
2005-09,339.492,
2005-10,338.876,
2005-11,338.801,
2005-12,337.592,
2006-01,338.738,
2006-02,338.501,
2006-03,337.230,
2006-04,337.052,
2006-05,336.860,
2006-06,336.250,
2006-07,335.489,
2006-08,335.027,
2006-09,334.293,
2006-10,333.697,
2006-11,333.814,
2006-12,332.127,
2007-01,330.232,
2007-02,329.724,
2007-03,328.946,
2007-04,327.943,
2007-05,327.491,
2007-06,326.937,
2007-07,326.593,
2007-08,326.762,
2007-09,325.202,
2007-10,325.039,
2007-11,325.092,
2007-12,323.537,
2008-01,322.917,
2008-02,322.897,
2008-03,321.769,
2008-04,321.776,
2008-05,321.979,
2008-06,321.483,
2008-07,321.420,
2008-08,321.575,
2008-09,320.595,
2008-10,321.258,
2008-11,321.063,
2008-12,319.323,
2009-01,318.264,
2009-02,317.964,
2009-03,316.036,
2009-04,318.231,
2009-05,318.255,
2009-06,318.056,
2009-07,318.080,
2009-08,318.383,
2009-09,317.878,
2009-10,318.128,
2009-11,318.439,
2009-12,318.008,
2010-01,317.139,
2010-02,316.949,
2010-03,316.864,
2010-04,317.616,
2010-05,318.308,
2010-06,319.138,
2010-07,320.010,
2010-08,320.339,
2010-09,320.048,
2010-10,320.401,
2010-11,320.936,
2010-12,320.085,
2011-01,319.325,
2011-02,319.346,
2011-03,318.349,
2011-04,318.964,
2011-05,319.738,
2011-06,319.179,
2011-07,319.835,
2011-08,320.006,
2011-09,319.763,
2011-10,319.815,
2011-11,322.077,
2011-12,321.304,
2012-01,321.008,
2012-02,320.843,
2012-03,320.044,
2012-04,324.691,
2012-05,325.065,
2012-06,325.045,
2012-07,325.794,
2012-08,326.416,
2012-09,325.995,
2012-10,326.730,
2012-11,327.303,
2012-12,326.168,
2013-01,325.793,
2013-02,325.966,
2013-03,325.303,
2013-04,325.811,
2013-05,326.473,
2013-06,326.094,
2013-07,326.980,
2013-08,328.031,
2013-09,327.630,
2013-10,328.105,
2013-11,329.068,
2013-12,327.681,
2014-01,327.837,
2014-02,328.454,
2014-03,327.609,
2014-04,327.947,
2014-05,328.759,
2014-06,328.283,
2014-07,329.351,
2014-08,330.461,
2014-09,329.983,
2014-10,330.804,
2014-11,331.455,
2014-12,331.222,Provisional value
