"",BBK01.WX0078,BBK01.WX0078_FLAGS
"",Zero-coupon euro swap curve / bootstrapped and interpolated / 6.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:24,
2002-01,4.910,
2002-02,4.922,
2002-03,5.263,
2002-04,5.114,
2002-05,5.171,
2002-06,4.916,
2002-07,4.698,
2002-08,4.468,
2002-09,4.107,
2002-10,4.261,
2002-11,4.254,
2002-12,3.905,
2003-01,3.761,
2003-02,3.486,
2003-03,3.679,
2003-04,3.675,
2003-05,3.270,
2003-06,3.355,
2003-07,3.846,
2003-08,3.863,
2003-09,3.602,
2003-10,3.985,
2003-11,4.144,
2003-12,3.941,
2004-01,3.882,
2004-02,3.621,
2004-03,3.482,
2004-04,3.799,
2004-05,4.013,
2004-06,3.982,
2004-07,3.878,
2004-08,3.649,
2004-09,3.633,
2004-10,3.494,
2004-11,3.366,
2004-12,3.326,
2005-01,3.211,
2005-02,3.403,
2005-03,3.303,
2005-04,3.090,
2005-05,2.943,
2005-06,2.755,
2005-07,2.935,
2005-08,2.810,
2005-09,2.935,
2005-10,3.216,
2005-11,3.293,
2005-12,3.248,
2006-01,3.445,
2006-02,3.486,
2006-03,3.822,
2006-04,3.969,
2006-05,3.970,
2006-06,4.105,
2006-07,3.977,
2006-08,3.834,
2006-09,3.842,
2006-10,3.868,
2006-11,3.836,
2006-12,4.119,
2007-01,4.236,
2007-02,4.094,
2007-03,4.215,
2007-04,4.316,
2007-05,4.618,
2007-06,4.788,
2007-07,4.645,
2007-08,4.537,
2007-09,4.564,
2007-10,4.548,
2007-11,4.445,
2007-12,4.568,
2008-01,4.117,
2008-02,4.007,
2008-03,4.180,
2008-04,4.385,
2008-05,4.703,
2008-06,5.056,
2008-07,4.806,
2008-08,4.628,
2008-09,4.651,
2008-10,4.150,
2008-11,3.589,
2008-12,3.356,
2009-01,3.216,
2009-02,2.981,
2009-03,2.877,
2009-04,2.932,
2009-05,3.134,
2009-06,3.107,
2009-07,3.013,
2009-08,2.975,
2009-09,2.943,
2009-10,3.006,
2009-11,2.921,
2009-12,3.060,
2010-01,2.846,
2010-02,2.720,
2010-03,2.664,
2010-04,2.582,
2010-05,2.369,
2010-06,2.334,
2010-07,2.378,
2010-08,1.880,
2010-09,2.137,
2010-10,2.327,
2010-11,2.530,
2010-12,2.710,
2011-01,3.050,
2011-02,3.022,
2011-03,3.271,
2011-04,3.191,
2011-05,2.959,
2011-06,3.007,
2011-07,2.684,
2011-08,2.397,
2011-09,2.138,
2011-10,2.165,
2011-11,2.251,
2011-12,1.911,
2012-01,1.734,
2012-02,1.750,
2012-03,1.765,
2012-04,1.624,
2012-05,1.301,
2012-06,1.479,
2012-07,1.217,
2012-08,1.133,
2012-09,1.141,
2012-10,1.154,
2012-11,1.049,
2012-12,0.937,
2013-01,1.369,
2013-02,1.125,
2013-03,1.095,
2013-04,0.911,
2013-05,1.122,
2013-06,1.440,
2013-07,1.371,
2013-08,1.597,
2013-09,1.445,
2013-10,1.324,
2013-11,1.292,
2013-12,1.503,
2014-01,1.225,
2014-02,1.229,
2014-03,1.167,
2014-04,1.104,
2014-05,0.944,
2014-06,0.823,
2014-07,0.801,
2014-08,0.610,
2014-09,0.583,
2014-10,0.555,
2014-11,0.481,
2014-12,0.438,
2015-01,0.369,
