"",BBK01.WX0221,BBK01.WX0221_FLAGS
"",Zero-coupon euro swap curve / bootstrapped and interpolated / 49.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:41,
2002-01,5.178,
2002-02,5.295,
2002-03,5.480,
2002-04,5.424,
2002-05,5.434,
2002-06,5.120,
2002-07,5.019,
2002-08,4.900,
2002-09,4.801,
2002-10,4.961,
2002-11,4.943,
2002-12,4.758,
2003-01,4.615,
2003-02,4.694,
2003-03,4.834,
2003-04,4.894,
2003-05,4.865,
2003-06,5.062,
2003-07,5.340,
2003-08,5.158,
2003-09,5.192,
2003-10,5.240,
2003-11,5.334,
2003-12,5.247,
2004-01,5.236,
2004-02,5.176,
2004-03,5.097,
2004-04,5.203,
2004-05,5.326,
2004-06,5.185,
2004-07,5.089,
2004-08,4.958,
2004-09,4.911,
2004-10,4.868,
2004-11,4.698,
2004-12,4.550,
2005-01,4.284,
2005-02,4.452,
2005-03,4.357,
2005-04,4.285,
2005-05,4.097,
2005-06,3.925,
2005-07,4.038,
2005-08,3.840,
2005-09,3.860,
2005-10,4.024,
2005-11,4.005,
2005-12,3.772,
2006-01,3.936,
2006-02,3.926,
2006-03,4.196,
2006-04,4.389,
2006-05,4.545,
2006-06,4.538,
2006-07,4.438,
2006-08,4.225,
2006-09,4.052,
2006-10,3.912,
2006-11,3.887,
2006-12,4.092,
2007-01,4.252,
2007-02,4.143,
2007-03,4.306,
2007-04,4.359,
2007-05,4.550,
2007-06,4.746,
2007-07,4.558,
2007-08,4.616,
2007-09,4.706,
2007-10,4.607,
2007-11,4.704,
2007-12,4.642,
2008-01,4.528,
2008-02,4.431,
2008-03,4.434,
2008-04,4.594,
2008-05,4.739,
2008-06,4.531,
2008-07,4.365,
2008-08,4.297,
2008-09,4.095,
2008-10,3.849,
2008-11,2.969,
2008-12,2.946,
2009-01,3.072,
2009-02,2.793,
2009-03,3.258,
2009-04,3.297,
2009-05,3.480,
2009-06,3.639,
2009-07,3.485,
2009-08,3.493,
2009-09,3.638,
2009-10,3.602,
2009-11,3.421,
2009-12,3.574,
2010-01,3.490,
2010-02,3.361,
2010-03,3.381,
2010-04,3.218,
2010-05,2.905,
2010-06,2.957,
2010-07,3.127,
2010-08,2.322,
2010-09,2.571,
2010-10,2.607,
2010-11,2.797,
2010-12,3.157,
2011-01,3.313,
2011-02,3.287,
2011-03,3.511,
2011-04,3.456,
2011-05,3.351,
2011-06,3.785,
2011-07,3.388,
2011-08,3.190,
2011-09,2.714,
2011-10,2.800,
2011-11,2.840,
2011-12,2.546,
2012-01,2.414,
2012-02,2.439,
2012-03,2.535,
2012-04,2.522,
2012-05,1.894,
2012-06,2.392,
2012-07,2.511,
2012-08,2.456,
2012-09,2.671,
2012-10,2.607,
2012-11,2.582,
2012-12,2.518,
2013-01,2.652,
2013-02,2.618,
2013-03,2.549,
2013-04,2.414,
2013-05,2.654,
2013-06,2.743,
2013-07,2.625,
2013-08,2.857,
2013-09,2.768,
2013-10,2.782,
2013-11,2.702,
2013-12,2.790,
2014-01,2.592,
2014-02,2.611,
2014-03,2.564,
2014-04,2.457,
2014-05,2.352,
2014-06,2.244,
2014-07,2.179,
2014-08,1.900,
2014-09,2.046,
2014-10,1.931,
2014-11,1.701,
2014-12,1.545,
2015-01,1.170,
