"",BBK01.OUH035,BBK01.OUH035_FLAGS
"",Sight deposits of foreign non-banks / Savings banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:27:13,
1958-12,0.016,
1959-01,-,Nothing exists
1959-02,-,Nothing exists
1959-03,-,Nothing exists
1959-04,-,Nothing exists
1959-05,-,Nothing exists
1959-06,0.015,
1959-07,-,Nothing exists
1959-08,-,Nothing exists
1959-09,-,Nothing exists
1959-10,-,Nothing exists
1959-11,-,Nothing exists
1959-12,0.012,
1960-01,-,Nothing exists
1960-02,-,Nothing exists
1960-03,-,Nothing exists
1960-04,-,Nothing exists
1960-05,-,Nothing exists
1960-06,0.015,
1960-07,-,Nothing exists
1960-08,-,Nothing exists
1960-09,-,Nothing exists
1960-10,-,Nothing exists
1960-11,-,Nothing exists
1960-12,0.016,
1961-01,-,Nothing exists
1961-02,-,Nothing exists
1961-03,-,Nothing exists
1961-04,-,Nothing exists
1961-05,-,Nothing exists
1961-06,0.016,
1961-07,-,Nothing exists
1961-08,-,Nothing exists
1961-09,-,Nothing exists
1961-10,-,Nothing exists
1961-11,-,Nothing exists
1961-12,0.017,
1962-01,-,Nothing exists
1962-02,-,Nothing exists
1962-03,-,Nothing exists
1962-04,-,Nothing exists
1962-05,-,Nothing exists
1962-06,0.018,
1962-07,-,Nothing exists
1962-08,-,Nothing exists
1962-09,-,Nothing exists
1962-10,-,Nothing exists
1962-11,-,Nothing exists
1962-12,0.017,
1963-01,-,Nothing exists
1963-02,-,Nothing exists
1963-03,-,Nothing exists
1963-04,-,Nothing exists
1963-05,-,Nothing exists
1963-06,0.017,
1963-07,-,Nothing exists
1963-08,-,Nothing exists
1963-09,-,Nothing exists
1963-10,-,Nothing exists
1963-11,-,Nothing exists
1963-12,0.018,
1964-01,-,Nothing exists
1964-02,-,Nothing exists
1964-03,-,Nothing exists
1964-04,-,Nothing exists
1964-05,-,Nothing exists
1964-06,0.019,
1964-07,-,Nothing exists
1964-08,-,Nothing exists
1964-09,-,Nothing exists
1964-10,-,Nothing exists
1964-11,-,Nothing exists
1964-12,0.017,
1965-01,0.019,
1965-02,0.019,
1965-03,0.019,
1965-04,0.019,
1965-05,0.019,
1965-06,0.019,
1965-07,0.021,
1965-08,0.020,
1965-09,0.020,
1965-10,0.019,
1965-11,0.020,
1965-12,0.020,
1966-01,0.019,
1966-02,0.020,
1966-03,0.020,
1966-04,0.020,
1966-05,0.021,
1966-06,0.021,
1966-07,0.020,
1966-08,0.020,
1966-09,0.022,
1966-10,0.022,
1966-11,0.021,
1966-12,0.021,
1967-01,0.021,
1967-02,0.021,
1967-03,0.022,
1967-04,0.022,
1967-05,0.024,
1967-06,0.022,
1967-07,0.024,
1967-08,0.022,
1967-09,0.020,
1967-10,0.021,
1967-11,0.020,
1967-12,0.021,
1968-01,0.024,
1968-02,0.022,
1968-03,0.021,
1968-04,0.023,
1968-05,0.023,
1968-06,0.025,
1968-07,0.024,
1968-08,0.026,
1968-09,0.033,
1968-10,0.021,
1968-11,0.023,
1968-12,0.025,
1969-01,0.025,
1969-02,0.025,
1969-03,0.025,
1969-04,0.027,
1969-05,0.026,
1969-06,0.038,
1969-07,0.029,
1969-08,0.029,
1969-09,0.032,
1969-10,0.032,
1969-11,0.029,
1969-12,0.029,
1970-01,0.031,
1970-02,0.032,
1970-03,0.033,
1970-04,0.036,
1970-05,0.031,
1970-06,0.033,
1970-07,0.032,
1970-08,0.031,
1970-09,0.032,
1970-10,0.032,
1970-11,0.031,
1970-12,0.031,
1971-01,0.033,
1971-02,0.032,
1971-03,0.032,
1971-04,0.034,
1971-05,0.035,
1971-06,0.037,
1971-07,0.038,
1971-08,0.036,
1971-09,0.036,
1971-10,0.036,
1971-11,0.037,
1971-12,0.036,
1972-01,0.038,
1972-02,0.037,
1972-03,0.038,
1972-04,0.039,
1972-05,0.040,
1972-06,0.044,
1972-07,0.041,
1972-08,0.041,
1972-09,0.043,
1972-10,0.043,
1972-11,0.044,
1972-12,0.042,
1973-01,0.042,
1973-02,0.043,
1973-03,0.046,
1973-04,0.044,
1973-05,0.047,
1973-06,0.046,
1973-07,0.047,
1973-08,0.047,
1973-09,0.051,
1973-10,0.047,
1973-11,0.050,
1973-12,0.050,
1974-01,0.048,
1974-02,0.049,
1974-03,0.047,
1974-04,0.049,
1974-05,0.052,
1974-06,0.054,
1974-07,0.056,
1974-08,0.055,
1974-09,0.054,
1974-10,0.055,
1974-11,0.056,
1974-12,0.059,
1975-01,0.059,
1975-02,0.057,
1975-03,0.061,
1975-04,0.059,
1975-05,0.063,
1975-06,0.065,
1975-07,0.066,
1975-08,0.070,
1975-09,0.066,
1975-10,0.064,
1975-11,0.067,
1975-12,0.069,
1976-01,0.070,
1976-02,0.066,
1976-03,0.072,
1976-04,0.071,
1976-05,0.074,
1976-06,0.078,
1976-07,0.077,
1976-08,0.076,
1976-09,0.076,
1976-10,0.073,
1976-11,0.077,
1976-12,0.072,
1977-01,0.075,
1977-02,0.074,
1977-03,0.075,
1977-04,0.076,
1977-05,0.081,
1977-06,0.083,
1977-07,0.084,
1977-08,0.085,
1977-09,0.083,
1977-10,0.086,
1977-11,0.090,
1977-12,0.088,
1978-01,0.090,
1978-02,0.089,
1978-03,0.092,
1978-04,0.095,
1978-05,0.098,
1978-06,0.101,
1978-07,0.104,
1978-08,0.102,
1978-09,0.102,
1978-10,0.102,
1978-11,0.110,
1978-12,0.117,
1979-01,0.112,
1979-02,0.109,
1979-03,0.113,
1979-04,0.115,
1979-05,0.119,
1979-06,0.118,
1979-07,0.118,
1979-08,0.116,
1979-09,0.117,
1979-10,0.117,
1979-11,0.120,
1979-12,0.116,
1980-01,0.114,
1980-02,0.116,
1980-03,0.117,
1980-04,0.119,
1980-05,0.124,
1980-06,0.126,
1980-07,0.125,
1980-08,0.129,
1980-09,0.129,
1980-10,0.127,
1980-11,0.139,
1980-12,0.125,
1981-01,0.129,
1981-02,0.127,
1981-03,0.125,
1981-04,0.128,
1981-05,0.132,
1981-06,0.129,
1981-07,0.131,
1981-08,0.131,
1981-09,0.131,
1981-10,0.124,
1981-11,0.139,
1981-12,0.135,
1982-01,0.136,
1982-02,0.133,
1982-03,0.137,
1982-04,0.135,
1982-05,0.143,
1982-06,0.143,
1982-07,0.134,
1982-08,0.144,
1982-09,0.147,
1982-10,0.149,
1982-11,0.160,
1982-12,0.162,
1983-01,0.147,
1983-02,0.152,
1983-03,0.150,
1983-04,0.158,
1983-05,0.169,
1983-06,0.172,
1983-07,0.173,
1983-08,0.170,
1983-09,0.168,
1983-10,0.170,
1983-11,0.179,
1983-12,0.176,
1984-01,0.170,
1984-02,0.166,
1984-03,0.171,
1984-04,0.175,
1984-05,0.179,
1984-06,0.180,
1984-07,0.190,
1984-08,0.182,
1984-09,0.188,
1984-10,0.185,
1984-11,0.201,
1984-12,0.197,
1985-01,0.190,
1985-02,0.190,
1985-03,0.187,
1985-04,0.202,
1985-05,0.206,
1985-06,0.209,
1985-07,0.211,
1985-08,0.207,
1985-09,0.201,
1985-10,0.199,
1985-11,0.210,
1985-12,0.201,
1986-01,0.195,
1986-02,0.197,
1986-03,0.204,
1986-04,0.206,
1986-05,0.212,
1986-06,0.211,
1986-07,0.210,
1986-08,0.205,
1986-09,0.204,
1986-10,0.202,
1986-11,0.220,
1986-12,0.214,
1987-01,0.214,
1987-02,0.218,
1987-03,0.219,
1987-04,0.227,
1987-05,0.234,
1987-06,0.237,
1987-07,0.237,
1987-08,0.231,
1987-09,0.230,
1987-10,0.235,
1987-11,0.245,
1987-12,0.241,
1988-01,0.243,
1988-02,0.239,
1988-03,0.243,
1988-04,0.248,
1988-05,0.260,
1988-06,0.271,
1988-07,0.269,
1988-08,0.266,
1988-09,0.266,
1988-10,0.270,
1988-11,0.285,
1988-12,0.278,
1989-01,0.278,
1989-02,0.286,
