"",BBK01.TSD310O,BBK01.TSD310O_FLAGS
"","Credit (from June 2010, excluding reverse repos with central counterparties) / Euro area / All maturities / German contribution / Outstanding amounts at the end of the month (stocks) / Seasonally adjusted",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-27 09:16:13,
1999-01,2940.0,
1999-02,2946.9,
1999-03,2971.1,
1999-04,2984.8,
1999-05,3015.2,
1999-06,3024.5,
1999-07,3039.2,
1999-08,3051.8,
1999-09,3079.1,
1999-10,3102.1,
1999-11,3118.9,
1999-12,3126.4,
2000-01,3152.0,
2000-02,3161.1,
2000-03,3191.9,
2000-04,3205.1,
2000-05,3219.6,
2000-06,3203.5,
2000-07,3211.5,
2000-08,3226.4,
2000-09,3235.6,
2000-10,3245.5,
2000-11,3251.8,
2000-12,3251.5,
2001-01,3269.7,
2001-02,3281.5,
2001-03,3299.0,
2001-04,3294.4,
2001-05,3308.8,
2001-06,3304.0,
2001-07,3310.7,
2001-08,3309.1,
2001-09,3304.0,
2001-10,3301.0,
2001-11,3307.6,
2001-12,3322.0,
2002-01,3313.2,
2002-02,3313.3,
2002-03,3302.7,
2002-04,3303.1,
2002-05,3309.4,
2002-06,3314.3,
2002-07,3325.2,
2002-08,3329.9,
2002-09,3340.8,
2002-10,3343.5,
2002-11,3343.1,
2002-12,3359.0,
2003-01,3351.6,
2003-02,3354.3,
2003-03,3347.6,
2003-04,3325.8,
2003-05,3334.5,
2003-06,3340.4,
2003-07,3338.6,
2003-08,3333.7,
2003-09,3347.1,
2003-10,3338.7,
2003-11,3353.7,
2003-12,3353.4,
2004-01,3332.5,
2004-02,3348.2,
2004-03,3371.2,
2004-04,3356.4,
2004-05,3356.4,
2004-06,3371.0,
2004-07,3376.6,
2004-08,3373.1,
2004-09,3375.4,
2004-10,3381.1,
2004-11,3379.0,
2004-12,3380.3,
2005-01,3379.8,
2005-02,3378.4,
2005-03,3380.6,
2005-04,3415.0,
2005-05,3407.8,
2005-06,3405.1,
2005-07,3404.1,
2005-08,3414.8,
2005-09,3417.1,
2005-10,3421.5,
2005-11,3419.1,
2005-12,3431.9,
2006-01,3461.1,
2006-02,3464.6,
2006-03,3474.0,
2006-04,3487.2,
2006-05,3498.0,
2006-06,3495.2,
2006-07,3485.5,
2006-08,3490.3,
2006-09,3506.4,
2006-10,3505.5,
2006-11,3508.0,
2006-12,3488.0,
2007-01,3498.9,
2007-02,3494.5,
2007-03,3496.6,
2007-04,3494.7,
2007-05,3497.4,
2007-06,3497.0,
2007-07,3498.8,
2007-08,3502.2,
2007-09,3505.6,
2007-10,3493.8,
2007-11,3482.6,
2007-12,3516.5,
2008-01,3534.1,
2008-02,3530.3,
2008-03,3562.4,
2008-04,3578.0,
2008-05,3582.8,
2008-06,3587.5,
2008-07,3596.4,
2008-08,3634.6,
2008-09,3634.5,
2008-10,3635.3,
2008-11,3631.0,
2008-12,3670.4,
2009-01,3681.8,
2009-02,3678.7,
2009-03,3672.5,
2009-04,3657.5,
2009-05,3668.0,
2009-06,3706.1,
2009-07,3693.1,
2009-08,3668.6,
2009-09,3686.1,
2009-10,3680.2,
2009-11,3667.8,
2009-12,3670.8,
2010-01,3659.2,
2010-02,3655.4,
2010-03,3640.2,
2010-04,3659.0,
2010-05,3651.1,
2010-06,3617.9,
2010-07,3603.4,
2010-08,3611.6,
2010-09,3599.9,
2010-10,3706.4,
2010-11,3725.4,
2010-12,3699.8,
2011-01,3696.5,
2011-02,3686.2,
2011-03,3666.2,
2011-04,3650.3,
2011-05,3640.0,
2011-06,3632.5,
2011-07,3626.6,
2011-08,3641.4,
2011-09,3646.8,
2011-10,3639.3,
2011-11,3639.1,
2011-12,3638.9,
2012-01,3640.8,
2012-02,3640.9,
2012-03,3651.6,
2012-04,3643.7,
2012-05,3642.0,
2012-06,3668.2,
2012-07,3663.3,
2012-08,3667.4,
2012-09,3678.7,
2012-10,3677.8,
2012-11,3677.1,
2012-12,3667.7,
2013-01,3656.5,
2013-02,3654.0,
2013-03,3663.2,
2013-04,3664.4,
2013-05,3659.0,
2013-06,3659.8,
2013-07,3660.5,
2013-08,3660.1,
2013-09,3652.6,
2013-10,3658.3,
2013-11,3655.4,
2013-12,3654.4,
2014-01,3657.0,
2014-02,3657.7,
2014-03,3658.7,
2014-04,3657.5,
2014-05,3676.6,
2014-06,3679.5,
2014-07,3684.6,
2014-08,3683.2,
2014-09,3693.0,
2014-10,3694.2,
2014-11,3702.3,
2014-12,3706.1,Provisional value
2015-01,3725.8,
