"",BBK01.OEAC22V,BBK01.OEAC22V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:52:06,
2002-01,0.091,
2002-04,0.091,
2002-07,0.087,
2002-10,0.082,
2003-01,0.086,
2003-04,0.087,
2003-07,0.078,
2003-10,0.074,
2004-01,0.068,
2004-04,0.065,
2004-07,0.061,
2004-10,0.061,
2005-01,0.068,
2005-04,0.060,
2005-07,0.057,
2005-10,0.054,
2006-01,0.064,
2006-04,0.085,
2006-07,0.053,
2006-10,0.051,
2007-01,0.051,
2007-04,0.048,
2007-07,0.048,
2007-10,0.052,
2008-01,0.062,
2008-04,0.058,
2008-07,0.055,
2008-10,0.065,
2009-01,0.066,
2009-04,0.062,
2009-07,0.059,
2009-10,0.055,
2010-01,0.055,
2010-04,0.053,
2010-07,0.056,
2010-10,0.053,
2011-01,0.062,
2011-04,0.055,
2011-07,0.049,
2011-10,0.049,
2012-01,0.054,
2012-04,0.055,
2012-07,0.052,
2012-10,0.047,
2013-01,0.050,
2013-04,0.047,
2013-07,0.045,
2013-10,0.047,
2014-01,0.062,
2014-04,0.060,
2014-07,0.065,
