"",BBK01.PQ2620,BBK01.PQ2620_FLAGS
"",Lending to domestic non-profit institutions / Long-term / Banks with special functions,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:28:33,
1968-10,0.010,
1969-01,0.011,
1969-04,0.011,
1969-07,0.012,
1969-10,0.013,
1970-01,0.012,
1970-04,0.012,
1970-07,0.014,
1970-10,0.016,
1971-01,0.016,
1971-04,0.016,
1971-07,0.017,
1971-10,0.017,
1972-01,0.018,
1972-04,0.019,
1972-07,0.007,
1972-10,0.007,
1973-01,0.007,
1973-04,0.007,
1973-07,0.007,
1973-10,0.008,
1974-01,0.007,
1974-04,0.006,
1974-07,0.007,
1974-10,0.007,
1975-01,0.007,
1975-04,0.007,
1975-07,0.008,
1975-10,0.008,
1976-01,0.009,
1976-04,0.012,
1976-07,0.019,
1976-10,0.021,
1977-01,0.029,
1977-04,0.031,
1977-07,0.032,
1977-10,0.032,
1978-01,0.040,
1978-04,0.038,
1978-07,0.038,
1978-10,0.034,
1979-01,0.020,
1979-04,0.020,
1979-07,0.019,
1979-10,0.019,
1980-01,0.019,
1980-04,0.017,
1980-07,0.017,
1980-10,0.017,
1981-01,0.017,
1981-04,0.018,
1981-07,0.018,
1981-10,0.017,
1982-01,0.018,
1982-04,0.017,
1982-07,0.018,
1982-10,0.026,
1983-01,0.020,
1983-04,0.020,
1983-07,0.021,
1983-10,0.025,
1984-01,0.024,
1984-04,0.024,
1984-07,0.023,
1984-10,0.037,
1985-01,0.039,
1985-04,0.050,
1985-07,0.057,
1985-10,0.056,
1986-01,0.055,
1986-04,0.056,
1986-07,0.059,
1986-10,0.069,
1987-01,0.070,
1987-04,0.071,
1987-07,0.073,
1987-10,0.074,
1988-01,0.075,
1988-04,0.078,
1988-07,0.080,
1988-10,0.085,
1989-01,0.086,
1989-04,0.082,
1989-07,0.084,
1989-10,0.086,
1990-01,0.089,
1990-04,0.094,
1990-07,0.098,
1990-10,0.102,
1991-01,0.115,
1991-04,0.144,
1991-07,0.150,
1991-10,0.163,
1992-01,0.185,
1992-04,0.190,
1992-07,0.201,
1992-10,0.211,
1993-01,0.223,
1993-04,0.235,
1993-07,0.253,
1993-10,0.295,
1994-01,0.286,
1994-04,0.295,
1994-07,0.213,
1994-10,0.215,
1995-01,0.221,
1995-04,0.210,
1995-07,0.213,
1995-10,0.222,
1996-01,0.224,
1996-04,0.180,
1996-07,0.197,
1996-10,0.207,
1997-01,0.212,
1997-04,0.170,
1997-07,0.205,
1997-10,0.523,
1998-01,0.527,
1998-04,0.530,
1998-07,0.542,
1998-10,0.558,
1999-01,0.501,
1999-04,0.720,
1999-07,0.840,
1999-10,0.831,
2000-01,0.839,
2000-04,0.812,
2000-07,0.824,
2000-10,0.833,
2001-01,0.800,
2001-04,0.785,
2001-07,0.806,
2001-10,0.805,
2002-01,0.806,
2002-04,0.795,
2002-07,0.781,
2002-10,0.675,
2003-01,0.685,
2003-04,0.740,
2003-07,0.734,
2003-10,0.733,
2004-01,0.728,
2004-04,0.728,
2004-07,1.084,
2004-10,1.283,
2005-01,1.259,
2005-04,1.253,
2005-07,1.251,
2005-10,1.135,
2006-01,1.697,
2006-04,1.676,
2006-07,1.677,
2006-10,1.644,
2007-01,1.645,
2007-04,1.618,
2007-07,1.592,
2007-10,1.567,
2008-01,1.531,
2008-04,1.499,
2008-07,1.447,
2008-10,1.434,
2009-01,1.361,
2009-04,1.193,
2009-07,1.396,
2009-10,1.389,
2010-01,1.454,
2010-04,1.445,
2010-07,1.510,
2010-10,1.506,
2011-01,1.484,
2011-04,1.413,
2011-07,1.397,
2011-10,1.386,
2012-01,1.395,
2012-04,1.374,
2012-07,1.362,
2012-10,1.335,
2013-01,1.333,
2013-04,1.339,
2013-07,1.302,
2013-10,1.543,
2014-01,1.595,
2014-04,1.582,
2014-07,1.580,
2014-10,1.657,
